id,categoria,titulo,descricao,gatilho,verificavel_por_texto,exemplos,fonte_livro,fonte_pagina,fonte_citacao
LIBRAS.PERGUNTA.001,pergunta,Posição de elementos interrogativos,"Os elementos interrogativos (quem, o que, onde, etc.) podem permanecer em sua posição original (in situ) ou mover-se para o início da sentença (Spec de CP). A gramática permite ambas as estruturas para formar perguntas.",Formação de sentenças interrogativas com palavras interrogativas.,True,Quem gosta de Maria? -> <QUEM GOSTAR MARIA>qu (in situ) ; De quem o João gosta? -> <JOÃO GOSTAR QUEM>qu (in situ) ; Quem gosta da Maria? -> <[CP QUEM [ IP t GOSTAR MARIA]]>qu (movido),Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,181,"Os elementos interrogativos (o que, quem, como, onde, por que, etc.) podem mover-se para Spec de CP ou manter-se na posição original (in situ) na língua de sinais brasileira."
LIBRAS.PERGUNTA.002,pergunta,Movimento de interrogativas para a esquerda (Spec CP),"Elementos interrogativos (QUEM, O QUE, ONDE, etc.) movem-se para a posição inicial da sentença (especificador de CP). A marca não-manual interrogativa espalha-se obrigatoriamente sobre todo o domínio de c-comando (IP).",Presença de uma palavra interrogativa na frase.,False,De quem o João gosta? -> <[CP DE QUEM [ IP JOÃO GOSTAR t]]>qu (movido) ; O que João pegou? -> <JOÃO PEGAR O QUE>qu,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,183,assume-se que o movimento das interrogativas na língua de sinais brasileira é para a posição de especificador de CP [Spec CP].
LIBRAS.PERGUNTA.003,pergunta,Interrogativas eco e tag questions,"Se a marca não-manual interrogativa não se espalha por toda a sentença (aparece apenas no final ou em parte), a construção não é uma pergunta verdadeira, mas sim uma tag question (pergunta de confirmação) ou uma interrogativa eco.","Marca não-manual restrita ao final da frase ou ao elemento interrogativo, sem espalhar-se pelo IP.",False,"Tu queres água, não é? -> *JOÃO PEGAR <BOLA>sn ; João quer… o que mesmo? -> *JOÃO PEGAR <O QUE>qu",Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,184,"Esses exemplos são possíveis na língua de sinais brasileira, mas com outro significado, algo como uma pergunta de confirmação ( tag questions) para as interrogativas sim ou não, ou uma interrogativa tipo eco para as demais interrogativas."
LIBRAS.FOCO.011,foco,Construções interrogativas duplas (foco),"Elementos interrogativos podem aparecer em posição final como elementos focalizados (núcleo de FP). Isso licencia o apagamento da cópia, resultando em construções duplas (ex: QUEM ... QUEM). A marca não-manual do elemento duplo difere da ênfase da interrogativa in situ.",Elemento interrogativo em posição final com marcação de foco.,True,Quem gosta da Maria? -> <QUEM GOSTAR MARIA QUEM>qu ; O que João pegou? -> <O QUE JOÃO PEGAR O QUE>qu,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,185,Elementos interrogativos em posição final são elementos focalizados ocupando o núcleo da projeção FP. A presença de foco licencia o apagamento da cópia.
LIBRAS.SINTAXE.011,sintaxe,Hierarquia CP abaixo de TP (Topicalização),CP está abaixo de TP. A marcação não-manual de interrogativa deve seguir a marcação de tópico; essas marcações nunca co-ocorrem simultaneamente de forma conflitante.,Co-ocorrência de elementos tópicos e interrogativos.,False,O que João pegou ontem? -> <JOÃO PEGAR O QUE ONTEM O QUE>qu,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,188,"CP está abaixo de TP (topicalização), uma vez que a marcação não-manual associada com as interrogativas deve seguir a marcação não-manual de tópico. Essas marcações não-manuais nunca co-ocorrem."
LIBRAS.PERGUNTA.004,pergunta,Distinção entre interrogativas principais e subordinadas,Há sinais/marcações não-manuais diferentes para orações principais e subordinadas. A interrogativa subordinada tem marcação mais tensa e pode ser produzida com uma ou duas mãos. Isso permite distinguir orações subordinadas verdadeiras de principais.,"Oração interrogativa em contexto subordinado (ex: após SABER, PERGUNTAR).",False,Eu quero saber quem o João escolheu -> <EU QUERO SABER> <QUEM O JOÃO ESCOLHER>qu~~,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,189,"Na língua de sinais brasileira, diferentemente da ASL, as construções interrogativas nas orações principais têm um sinal diferente do sinal de orações subordinadas."
LIBRAS.PERGUNTA.005,pergunta,Perguntas indiretas,Perguntas indiretas (sem marcação não-manual interrogativa típica de pergunta direta) tendem a iniciar com o elemento interrogativo na posição inicial da oração subordinada. Há um tipo específico de marca não-manual associada à ideia de confirmação.,Contexto de pergunta indireta (ex: TU SABER QUEM...).,False,Tu sabes quem el@ conquistou -> TU SABER <QUEM>qu~ IX CONQUISTAR,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,192,"Nesses casos, há uma tendência de iniciar a pergunta indireta com o elemento interrogativo na posição inicial da oração subordinada."
LIBRAS.CONCORDANCIA.004,concordancia,Concordância verbal obrigatória com objeto,"Nas línguas de sinais, a concordância é obrigatória com o objeto. A concordância com o sujeito pode ou não ser realizada, dependendo da seleção do verbo.",Presença de objeto direto/indireto animado.,False,,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,195,"Nas línguas de sinais, a concordância é obrigatória com o objeto, podendo ou não ser realizada com o sujeito, dependendo da seleção do verbo."
LIBRAS.MORFOLOGIA.001,morfologia,Verbos sem concordância,"Verbos sem concordância não se flexionam em pessoa e número e não tomam afixos locativos. Alguns podem flexionar em aspecto. Exemplos: CONHECER, AMAR, APRENDER, SABER, INVENTAR, GOSTAR.",Uso de verbos da classe sem concordância.,True,CONHECER ; AMAR ; SABER,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,197,Viu-se no Capítulo 3 que os verbos sem concordância são aqueles que não se flexionam em pessoa e número e não tomam afixos locativos.
LIBRAS.MORFOLOGIA.002,morfologia,Verbos com concordância,"Verbos com concordância flexionam-se em pessoa, número e aspecto. Incluem verbos espaciais com afixos locativos (VIAJAR, IR, CHEGAR) e verbos como DAR, ENVIAR, RESPONDER, PERGUNTAR, DIZER, PROVOCAR.",Uso de verbos da classe com concordância.,True,DAR ; PERGUNTAR ; VIAJAR,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,197,"Por outro lado, os verbos com concordância são os que se flexionam em pessoa, número e aspecto. Exemplos dessa categoria na língua de sinais brasileira são DAR, ENVIAR, RESPONDER, PERGUNTAR, DIZER, PROVOCAR."
LIBRAS.NEGACAO.002,negacao,Posição da negação em verbos com e sem concordância,"Verbos sem concordância não admitem a partícula de negação (NÃO) antes do verbo; a negação deve vir depois. Verbos com concordância admitem a negação antes do verbo. Verbos que podem ser classificados como sem concordância, mas sinalizados incorporando o referente (com concordância), seguem a regra dos verbos com concordância (negação antes).",Presença de negação na frase e uso de verbos que podem ou não marcar concordância espacial.,True,Ele pagou -> <ELE>do <PAGAR>do ; Ele não pagou -> <ELE>do <NÃO <PAGAR>do>n ; Ele não pagou (incorreto para verbo sem concordância) -> *ELE NÃO PAGAR,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,198,"Os verbos sem concordância não admitem a negação antes do verbo, ao contrário dos verbos com concordância"
LIBRAS.TEMPO-ASPECTO.001,tempo-aspecto,Posição final de verbos com marcação de aspecto,"Verbos que carregam marcação de aspecto (como aspecto progressivo ou habitual, indicado por sufixos ou movimentos específicos) devem obrigatoriamente ocupar a posição final da sentença. A ordem SOV com o verbo aspectual no final é a estrutura correta.",Uso de verbos com marcação de aspecto (ex: COMPRAR+).,True,João compra muitos livros -> JOÃO LIVRO <COMPRAR+>aspecto ; João compra muitos livros (incorreto) -> *JOÃO <COMPRAR+>aspecto LIVRO,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,199,Os verbos associados com aspecto na língua de sinais brasileira necessariamente aparecem em posição final
