pipeline,id,categoria,titulo,descricao,gatilho,verificavel_por_texto,exemplos,fonte_livro,fonte_pagina,fonte_citacao,canal_extracao,canal_confirmado,divergencia,motivo_confirmacao
sign2voice,LIBRAS.CONCORDANCIA.006,concordancia,Verbos de concordância dupla regular,Verbos com movimento de trajetória direcional onde o ponto inicial do movimento concorda com a localização do sujeito e o ponto final concorda com a localização do objeto.,Uso de verbos de trajetória direcional do tipo regular (maioria dos verbos de concordância).,false,Eu vejo você -> 1ªpessoaVER2ªpessoa ; Você me vê -> 2ªpessoaVER1ªpessoa ; Ensino ele -> 1ªpessoaENSINAR3ªpessoa,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,216,"A grande maioria desses verbos possui o ponto inicial do movimento concordando com a localização do sujeito, enquanto que o ponto final do movimento concorda com a localização do objeto. Esses são os chamados verbos de concordância dupla regular.",sign2voice,sign2voice,,"Exige verificar localização espacial e trajetória, ausentes na glosa."
sign2voice,LIBRAS.CONCORDANCIA.007,concordancia,Verbos de concordância dupla reversa,Pequeno grupo de verbos com movimento de trajetória direcional onde o ponto inicial do movimento concorda com o objeto e o ponto final concorda com o sujeito.,"Uso de verbos específicos como PERCEBER, CHAMAR, CONVIDAR que possuem concordância reversa.",false,"Eu convido você -> 1ªpessoaCONVIDAR2ªpessoa ; Perceber ele -> Sinal PERCEBER da 1ª pessoa para 3ª pessoa (início no objeto, fim no sujeito) ; Me chamar -> 3CHAMAR1",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,217,"Há, contudo, um grupo pequeno de verbos da Libras que também apresenta um movimento de trajetória direcional, porém a concordância se dá de maneira diferente: o ponto inicial do movimento concorda com o objeto da sentença; já o ponto final do movimento concorda com a localização do sujeito da sentença.",sign2voice,sign2voice,,"Exige verificar direção do movimento, que não está na glosa."
sign2voice,LIBRAS.CONCORDANCIA.008,concordancia,Verbos de concordância única,"Verbos que não possuem movimento de trajetória direcional, mas são articulados em relação a um único ponto do espaço. Podem concordar com apenas um argumento (sujeito ou objeto), dependendo da estrutura sintática.","Uso de verbos sem movimento direcional (ex: ESTUDAR, TRABALHAR, BRINCAR) que ainda assim podem sofrer alteração de localização para concordar com um argumento.",false,ESTUDAR ; TRABALHAR ; BRINCAR,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,218,"Apesar de não possuírem um movimento direcional, esses verbos também podem ter sua localização alterada, de modo a concordar com um argumento da sentença. Contudo, pelo fato de serem produzidos em um único ponto no espaço, esses verbos podem apresentar concordância com apenas um único argumento da sentença",sign2voice,sign2voice,,"Exige verificar localização espacial, que não está na glosa."
sign2voice,LIBRAS.CONCORDANCIA.009,concordancia,Concordância verbal com argumentos locativos,"Verbos que expressam predicados locativos (como LEVAR, MUDAR, COLOCAR) podem ter sua localização alterada para coincidir com a localização de um argumento locativo, em vez de concordar com o sujeito ou objeto. Esses são chamados de verbos de concordância locativa.","Verbo com predicado locativo (ex: MUDAR, LEVAR, COLOCAR) + argumento locativo presente na frase",false,MUDAR para outra escola ; transporte LEVAR ; grupo MUDAR para outra escola ; ME COLOCAR na clínica,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,219,Os verbos cuja concordância se dá com o(s) argumento(s) locativo(s) e não com o sujeito ou com o objeto da sentença são chamados de verbos de concordância locativa.,sign2voice,sign2voice,,Localização espacial não está presente na glosa escrita.
sign2voice,LIBRAS.CONCORDANCIA.010,concordancia,Restrição de concordância para verbos ancorados ao corpo,"Verbos ancorados ao corpo do sinalizante não podem ter sua localização alterada e, portanto, não apresentam concordância verbal em sua morfologia. Isso é uma restrição fonológica do ponto de articulação.","Verbo ancorado ao corpo (ex: APRENDER, TER)",false,APRENDER ; TER,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,219,"Já os verbos ancorados ao corpo do sinalizante não podem ter sua localização alterada e, portanto, não apresentam concordância verbal em sua morfologia.",sign2voice,sign2voice,,A glosa não carrega informação sobre ancoragem corporal ou morfologia de concordância.
sign2voice,LIBRAS.CONCORDANCIA.011,concordancia,Verbos com concordância NORMAL vs REVERSO,"Verbos com concordância número-pessoal podem ser classificados como NORMAL (direção do movimento segue a regra padrão: do sujeito para o objeto) ou REVERSO (direção do movimento é oposta à regra padrão dos sinais de apontação/dêixis). Exemplos de REVERSO: ESCOLHER, CHAMAR, BUSCAR.",Verbo com concordância número-pessoal,false,ME-VER (normal) ; ME-CHAMAR (reverso),Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,229,"nos segundos sinais, do lado direito, também mostram os sinais de apontamentos para comparar pelos verbos flexionais que não seguem as regras básicas, ESCOLHER, CHAMAR e BUSCAR, representados pelo verbo reverso",sign2voice,sign2voice,,Direção do movimento não está presente na glosa escrita.
sign2voice,LIBRAS.CONCORDANCIA.012,concordancia,Concordância por orientação da mão,"Alguns verbos com concordância número-pessoal marcam o objeto não por movimento direcional, mas pela alteração da orientação da mão (palma para dorso ou vice-versa) ou dos dedos (frente para trás).","Uso de verbos com concordância que não possuem movimento reto/curvo direcional, mas sim mudança de orientação da mão para indicar o alvo (objeto).",false,FALAR (dorso da mão) -> indica objeto VOCÊ ; ME-FALAR (palma da mão) -> indica objeto EU/MIM,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,235,"Os verbos com concordância, nos exemplos (156) e (157) FALAR retirados das surdas referentes no corpus, marcam o objeto através da alteração pela orientação da mão entre a palma e dorso da mão ou pelos dedos entre a frente e atrás.",sign2voice,sign2voice,,Orientação da mão não é representada na glosa escrita.
sign2voice,LIBRAS.CONCORDANCIA.013,concordancia,Concordância verbal em expressões idiomáticas,"Expressões idiomáticas em Libras podem apresentar concordância verbal, indicando a direção da ação entre sujeito e objeto. A glosa deve refletir essa direcionalidade (ex.: 1-3 vs 2-1) para distinguir quem executa a ação e quem é afetado.",Uso de expressões idiomáticas que envolvem interação entre dois participantes (sujeito e objeto) e onde a direção da ação é relevante para o significado.,false,Eu pego no pé del@ -> 1-3PEGAR-NO-PÉ ; Pegou no meu pé! -> 2-1PEGAR-NO-PÉ ; Expulsei el@ -> 1-EXPULSAR-2 ; Fui expulso -> 2-EXPULSAR-1,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,373,"Do ponto de vista sintático, as expressões idiomáticas também podem concordar com o sujeito da oração. Existem, assim, expressões idiomáticas sinalizadas que apresentam concordância verbal.",voice2sign,sign2voice,sim,Direção da ação não está na glosa escrita.
sign2voice,LIBRAS.SINTAXE.001,sintaxe,Ordem básica SVO,A ordem básica (canônica) da frase na Libras é Sujeito-Verbo-Objeto (SVO). Frases com esta ordem são consideradas gramaticais e não-marcadas. Outras ordens resultam de operações sintáticas motivadas por semântica ou fonologia.,Construção de orações simples não-marcadas.,false,El@ assiste TV -> <IXa aASSISTEb bTV>do (SVO),Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,135,"As autoras observaram que há várias possibilidades de ordenação das palavras nas sentenças, mas que, apesar dessa flexibilidade, parece haver uma ordenação mais básica que as demais, ou seja, a ordem Sujeito-Verbo-Objeto.",voice2sign,sign2voice,sim,"Glosa não carrega função sintática, impossível verificar ordem SVO."
sign2voice,LIBRAS.SINTAXE.002,sintaxe,Restrição de ordem com concordância,"As ordens OSV e SOV ocorrem somente quando há elementos adicionais na sentença, como concordância verbal e marcas não-manuais. Sem concordância ou marcas não-manuais, as ordens OSV e SOV são agramaticais.",Presença de concordância verbal e/ou marcas não-manuais (como direção dos olhos) na frase.,false,El@ assiste TV -> <TVb>do <IXa>do <aASSISTEb>do (OSV) [gramatical com concordância] ; El@ assiste TV -> * TVb IXa aASSISTEb (OSV) [agramatical sem concordância],Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,136,"As ordens OSV e SOV ocorrem somente quando há alguma coisa a mais na sentença, como a concordância e as marcas não-manuais",sign2voice,sign2voice,,"Exige verificação de marcas não-manuais e direção dos olhos, ausentes na glosa."
sign2voice,LIBRAS.SINTAXE.003,sintaxe,Topicalização e ordem OSV,"A topicalização é responsável pela maioria dos casos de mudança na ordem básica SVO, resultando frequentemente na ordem OSV. Essa mudança é acompanhada por marcas não-manuais de tópico.","Quando um elemento (geralmente o objeto) é topicalizado, movendo-se para a posição inicial da frase.",false,FUTEBOL <IX>do <GOSTA>do (OSV),Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,134,"Na ASL, a topicalização é considerada a responsável pela maioria dos casos de mudança na ordem básica SVO (Fischer, 1973; Liddell, 1980; Aarons, 1994).",sign2voice,sign2voice,,"Exige marcas não-manuais de tópico, invisíveis na glosa escrita."
sign2voice,LIBRAS.SINTAXE.004,sintaxe,Ordem básica SVO,"A ordem canônica e mais básica da frase em Libras é Sujeito-Verbo-Objeto (SVO). Outras ordens (SOV, OSV, VOS) são derivadas e exigem marcas não-manuais ou concordância verbal para serem gramaticais.","Frase declarativa simples sem topicalização, foco ou concordância verbal específica.",false,Eu acho que a Maria foi embora -> EU ACHAR [ IP MARIAa <aIR-EMBORAloc>do],Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,138,"Assim, parece que de fato esta ordem é a mais básica.",voice2sign,sign2voice,sim,Exige detectar marcas não-manuais ausentes na glosa escrita.
sign2voice,LIBRAS.SINTAXE.005,sintaxe,Omissão de argumentos com verbos de concordância,"Em construções com verbos com concordância, é possível omitir tanto o sujeito quanto o objeto, resultando na ordem (S)V(O). A concordância espacial no verbo carrega a informação dos argumentos omitidos.",Verbos com concordância onde sujeito e/ou objeto são elididos.,false,João não deu o livro a Maria -> JOÃOa MARIAb aDARb LIVRO NÃO ; (el@) deram (algo) (el@) -> aDARb,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,150,A ordem (S)V(O) é derivada pela possibilidade de omitir-se tanto o sujeito como o objeto nas construções com verbos com concordância,sign2voice,sign2voice,,Concordância espacial não está representada na glosa escrita.
sign2voice,LIBRAS.SINTAXE.006,sintaxe,Liberdade de ordem com verbos de concordância,"Sentenças com verbos com concordância permitem maior liberdade na ordenação dos constituintes (ex: OSV) em comparação com sentenças com verbos sem concordância, que tendem a ser mais rígidas (SVO).",Presença de um verbo com concordância (direcional) na frase.,false,João olha para a Maria -> <MARIAb>do <JOÃOa aOLHARb>do (OSV) ; João ajuda a Maria -> <JOÃO>do <MARIA>do <aAJUDARb>do,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,154,As sentenças contendo verbos com concordância parecem apresentar mais liberdade na sua ordenação do que aquelas contendo verbos sem concordância.,sign2voice,sign2voice,,Direcionalidade do verbo não está presente na glosa escrita.
sign2voice,LIBRAS.SINTAXE.007,sintaxe,Hierarquia CP abaixo de TP (Topicalização),CP está abaixo de TP. A marcação não-manual de interrogativa deve seguir a marcação de tópico; essas marcações nunca co-ocorrem simultaneamente de forma conflitante.,Co-ocorrência de elementos tópicos e interrogativos.,false,O que João pegou ontem? -> <JOÃO PEGAR O QUE ONTEM O QUE>qu,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,188,"CP está abaixo de TP (topicalização), uma vez que a marcação não-manual associada com as interrogativas deve seguir a marcação não-manual de tópico. Essas marcações não-manuais nunca co-ocorrem.",sign2voice,sign2voice,,"Exige verificar marcações não-manuais, invisíveis na glosa escrita."
sign2voice,LIBRAS.SINTAXE.008,sintaxe,Desambiguação de pares mínimos e polissêmicos,"Quando sinais manuais são idênticos em parâmetros visuais (configuração, movimento, etc.) ou polissêmicos, a articulação-boca atua como especificadora para diferenciar o significado (pares mínimos) ou complementar o sentido.",Sinais manuais com forma idêntica ou ambígua que necessitam de distinção semântica.,false,Escola Regular -> NORMAL + AB('EECUAAA') ; Desenhar (lápis) -> DESENHAR + AB('IPAXE') ; De novo -> DE-NOVO + AB('TE-TOFO') ; Mais -> DE-NOVO + AB('PAIS'),Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,277,a articulação-boca pode assumir o papel de desambiguar e de diferenciar pares mínimos e também desambiguam sentidos quando os sinais são polissêmicos.,sign2voice,sign2voice,,"Exige análise de articulação de boca, invisível na glosa escrita."
sign2voice,LIBRAS.SINTAXE.009,sintaxe,Posição do advérbio de tempo modificando locativo,O advérbio de tempo (ex: HOJE) pode ser projetado como adjunto do nome (ADJN) em vez de adjunto do verbo (ADJV) quando modifica o destino locativo e não o evento verbal.,Advérbio de tempo que se refere a um complemento locativo (ex: estar em casa hoje) e não à ação em si.,false,Eu estou em casa hoje -> EU CASA HOJE,"Elaboração da Gramática Formal da Libras — Notas de consultoria (Profa. Tânia, reunião 31/07/2026)",2,"No entanto, nestes casos o HOJE não modifica o evento verbal (ir) e sim o destino locativo (casa) . Então, considerando que em Libras é possível sentenças do tipo EU CASA HOJE ( Eu estou em ca sa hoje )",voice2sign,sign2voice,sim,Exige distinguir função sintática não explícita na glosa linear.
sign2voice,LIBRAS.FOCO.001,foco,Construção de foco com ordem SOV,"Existe um tipo de construção com foco que licencia a ordem SOV. Isso ocorre através de construções duplas (repetição de núcleos) onde o último núcleo ocupa a posição de foco, licenciando o apagamento do primeiro núcleo em VP.","Desejo de focar um elemento da frase, resultando em estrutura com repetição verbal ou similar.",false,HOMEM COMPRAR CARRO COMPRAR,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,133,"Propõe-se que na língua de sinais brasileira existe um tipo de construção com foco que licencia a ordem SOV . Esse tipo de construção também existe na ASL, conforme análises de Petrônio (1993). O autor as chama de “construções duplas” ( double constructions), apresentando a repetição de núcleos (X 0) na posição final.",voice2sign,sign2voice,sim,Regra descreve fenômeno sem exigir nada sobre a linha escrita.
sign2voice,LIBRAS.FOCO.002,foco,Topicalização e ordem da frase,"A topicalização move um constituinte para o início da frase, alterando a ordem básica. O tópico é marcado por elevação das sobrancelhas e delimita as fronteiras da topicalização. O tópico pode ser sujeito, objeto ou adjunto, e pode ser seguido por uma cópia ou pronome co-referencial na posição original.","Quando um elemento da frase é enfatizado como tema do discurso (tópico), geralmente posicionado no início.",false,"De futebol, o João não gosta -> <FUTEBOL>t <JOÃO GOSTAR NÃO>n ; Esta bola de futebol, onde o João pegou? -> <BOLA-FUTEBOL>t, <ONDE O JOÃO PEGAR>qu",Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,142,Uma explicação plausível para a “aparente flexibilidade da ordem da frase” na língua de sinais brasileira está relacionada ao mecanismo gramatical da topicalização.,sign2voice,sign2voice,,"Exige detectar elevação de sobrancelhas, que não está na glosa."
sign2voice,LIBRAS.FOCO.003,foco,Hierarquia Tópico-Interrogativa,"O tópico ocupa a posição mais alta da sentença (acima de CP). Em frases interrogativas com tópico, a marca não-manual do tópico precede a marca da interrogativa. O tópico não pode estar dentro do escopo da interrogativa.",Frase interrogativa que também contém um tópico explicitado.,false,Qual é o carro dele? -> <CARRO>t <QUAL DELE?>qu,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,145,"A posição de tópico é a mais alta da sentença, ou seja, acima de CP (Complement Phrase).",sign2voice,sign2voice,,"Exige verificar marcas não-manuais e posição espacial, ausentes na glosa."
sign2voice,LIBRAS.FOCO.004,foco,Construções com foco (duplicação),Construções com foco envolvem a duplicação de um constituinte (geralmente o verbo) para enfatizar a informação. A cópia final é associada a uma marca não-manual afirmativa. Isso pode derivar a ordem SOV (ou S(V)OV) a partir da base SVO.,"Quando há ênfase/foco em um constituinte, resultando em sua duplicação na frase.",false,Eu perdi o livro -> EU PERDER LIVRO <PERDER>mc,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,148,As construções com foco são aquelas que apresentam constituintes duplicados dentro da mesma oração.,sign2voice,voice2sign,sim,A duplicação do sinal é visível na sequência escrita de glosas.
sign2voice,LIBRAS.FOCO.005,foco,Ordem VOS em foco contrastivo,"A ordem Verbo-Objeto-Sujeito (VOS) pode ocorrer em contextos de foco contrastivo, derivada da estrutura básica SVO.",Contexto de foco contrastivo (ex: 'Quem comprou o carro? João ou Maria?').,false,Quem comprou o carro? João ou Maria? -> COMPRAR CARRO <JOÃO> foco,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,151,A ordem VOS também pode ocorrer em contextos de foco contrastivo,sign2voice,sign2voice,,"Foco contrastivo depende de contexto, não da sequência escrita."
sign2voice,LIBRAS.FOCO.006,foco,Estrutura de construção dupla para foco,"A marcação de foco envolve a movimentação do sintagma (IP) para o especificador de FP, resultando em uma construção dupla onde o núcleo em foco é repetido. O traço de foco licencia o apagamento do primeiro elemento, mas a estrutura base é a duplicação.",Presença de informação acentuada com interpretação fonológica e semântica (foco) na sentença.,false,Eu posso ir -> [FP [EU PODER IR] i <[F PODER] [IP t i ]>mc ; Eu tenho dois carros -> [FP [EU TER DOIS CARROS] i <[F DOIS] [IP t i ]>mc,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,172,"Assim, IP (ou AgrSP) (que contém o elemento em foco) move para o especificador de FP observando os requeri-mentos de checagem",voice2sign,sign2voice,sim,"Exige interpretação semântica de foco, não verificável apenas pela sequência de glosas."
sign2voice,LIBRAS.FOCO.007,foco,Incompatibilidade de foco e interrogativa,"Quando uma sentença é interrogativa, não é possível ter outro elemento com foco dentro da mesma sentença. O sintagma interrogativo (CP) é inerentemente focado, o que impede a duplicação de foco de outros elementos.",Presença de um elemento interrogativo (CP) na sentença.,false,"Qual destas mulheres tu gostas? -> <QUAL MULHER DESSAS TU GOSTAR>qu (correto) ; *<QUAL MULHER DESSAS TU GOSTAR>qu <QUAL MULHER DESSAS>qu (incorreto, duplicação de foco em interrogativa)",Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,172,"Quando uma interrogativa é inserida, não é possível ter outro elemento com foco dentro da mesma sentença. Assim, parece que CP é inerentemente focado.",voice2sign,sign2voice,sim,Foco sintático não é representado na glosa escrita.
sign2voice,LIBRAS.FOCO.008,foco,Restrição de ilha sintática no foco,As construções com foco observam as restrições de ilha de Ross. Não é possível extrair um elemento de uma oração relativa (que é uma ilha sintática) para a posição de foco fora dessa estrutura. A duplicação de foco não pode ocorrer através de fronteiras de ilhas.,Tentativa de aplicar foco/duplicação a um elemento dentro de uma oração relativa ou outra estrutura de ilha sintática.,false,"A mulher que caiu da bicicleta está no hospital -> MULHER <BICICLETA CAIR>r ESTAR HOSPITAL (correto, sem duplicação externa) ; * MULHER <BICICLETA CAIR>r ESTAR HOSPITAL BICICLETA (incorreto, tentativa de duplicar elemento da ilha)",Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,179,As restrições formuladas por Ross se aplicariam a toda a classe de regras de deslocamento e impediriam que fossem extraídos elementos de certas configu-rações sintáticas,voice2sign,sign2voice,sim,Exige análise de estrutura sintática não explícita na glosa linear.
