id,categoria,titulo,descricao,gatilho,exemplos,ids_origem,justificativa_fusao,fontes
LIBRAS.SINTAXE.11,sintaxe,Construções com classificadores ocupam posição final,"Predicados complexos com classificadores, que incorporam objeto e ação em um único sinal, sempre ocupam a posição final da frase. Isso ocorre em construções manuais com verbos complexos que envolvem classificadores.",presença de classificador com verbo complexo (ex: CL(carro)-BATER-POSTE),<JOÃO>t <CARRO>t <CL(carro)-BATER-POSTE+>cl ; <JOÃO>t <MARIA>t <CL(pessoa)-CRUZAR-UMa-PELO-OUTRO>cl,LIBRAS.SINTAXE.019,,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.205
LIBRAS.SINTAXE.12,sintaxe,Ordem não padrão com verbos manuais e classificadores,Construções com verbos manuais podem apresentar ordem não padrão (como OSV) quando envolvem classificadores complexos. Essa variação é permitida e gramaticalmente válida devido à natureza do predicado complexo.,presença de predicado complexo com classificador,BOLA JOÃO BATER-COM-TACO ; WOMAN PIE PUT-IN-OVEN,LIBRAS.SINTAXE.020,,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.203
LIBRAS.SINTAXE.13,sintaxe,Articulação-boca como marcador de vinculação em frases nominais,"A articulação-boca pode vincular sujeitos a verbos em frases nominais ou unidades prosódicas maiores, funcionando como recurso sintático para estabelecer relações gramaticais entre elementos da frase. Também pode ser usada para desambiguar sinais que são idênticos em movimento manual, mas diferem semanticamente, permitindo distinguir entre significados diferentes.",frase nominal com articulação-boca que conecta sujeito a verbo; sinal manual com articulação-boca que distingue entre dois significados possíveis,articulação-boca vinculando sujeito a verbo em frase nominal ; irmão vs irmã com articulação-boca especificando sexo ; SPOUSE na Auslan com 'wife' ou 'husband' para especificar referente,LIBRAS.SINTAXE.002 ; LIBRAS.SINTAXE.003,"Ambas as candidatas descrevem o uso da articulação-boca como recurso sintático para vinculação ou desambiguação, sendo fenômenos semântica e sintaticamente relacionados.",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.261
LIBRAS.SINTAXE.14,sintaxe,Ordem de sinais em frases complexas,"A ordem dos sinais em frases complexas em Libras segue uma estrutura que prioriza o foco e a clareza semântica, frequentemente invertendo a ordem do português. Isso inclui movimentação de foco, variações de ordem argumental e uso de marcações não-manuais para indicar estrutura pragmática.",Em frases com estrutura complexa ou com foco em um elemento específico,A LÍNGUA DE SINAIS BRASILEIRA ORGANIZA A FRASE DE FORMA QUE O FOCO SEJA DESTACADO ; A ORDEM DOS SINAIS PODE SER INVERTIDA EM RELAÇÃO AO PORTUGUÊS PARA GARANTIR CLAREZA,LIBRAS.SINTAXE.010,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.337
LIBRAS.SINTAXE.15,sintaxe,Concordância verbal em expressões idiomáticas,"Expressões idiomáticas em Libras podem apresentar concordância verbal, com variação na direção da ação conforme o sujeito e objeto da oração. Isso reflete a natureza direcional dos verbos em Libras, onde a direção do movimento indica a relação entre sujeito e objeto.",Expressão idiomática com ação direcional que varia conforme sujeito e objeto,1-3PEGAR-NO-PÉ -> Eu pego no pé del@. ; 2-1PEGAR-NO-PÉ -> Pegou no meu pé! ; 2-DIZER-ALGO-PARA-1 -> …Me ofendeu! ; 1-DIZER-ALGO-PARA-2 -> Vou dizer uma palavra só! ; 1-EXPULSAR-2 -> Expulsei el@. ; 2-EXPULSAR-1 -> Fui expulso.,LIBRAS.SINTAXE.011,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.373
LIBRAS.PRONOMES.1,pronomes,Apontação ostensiva e referência estável no espaço,"A apontação ostensiva (IX) é usada para estabelecer e referenciar entidades específicas ou já localizadas no espaço, funcionando como marcador de referente estável durante a narrativa, especialmente quando o referente é específico ou já foi introduzido anteriormente.",introdução de um referente específico no discurso ou referência a entidade já localizada no espaço,IX CASA ; CASA IX(casa) ; IX(menino) ; IX(policial),LIBRAS.PRONOMES.001 ; LIBRAS.PRONOMES.006,"Ambas as candidatas descrevem o uso de IX para marcar e referenciar entidades específicas e estáveis no espaço, com variações apenas no exemplo e no foco do gatilho.",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.314; Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.124
LIBRAS.PRONOMES.2,pronomes,Articulação-boca como marcador de referência e gênero,"A articulação-boca é utilizada para realizar referenciação de entidades previamente mencionadas no discurso ou para especificar o gênero de um substantivo, funcionando como recurso de referência ou como marcador lexicalizado de gênero sem necessidade de sinais adicionais.",verbo classificador com articulação-boca que especifica o sujeito; substantivo com articulação-boca que indica gênero; sinal manual com referência anterior + articulação-boca referencial,surdo nativo produz articulação-boca associada a verbo classificador para definir o sujeito ; irmão vs irmã com articulação-boca especificando sexo ; DIFERENTE + tifeete -> referência ao sinal anterior ; ESCOLA + esola -> referência ao lugar ; PROFESSOR + poofessoo -> referência ao papel e localização,LIBRAS.PRONOMES.003 ; LIBRAS.PRONOMES.004 ; LIBRAS.PRONOMES.005,"Todas as candidatas descrevem usos da articulação-boca para referenciação ou especificação de gênero, com variações nos contextos, mas o fenômeno central é o mesmo: uso da articulação-boca como marcador de referência ou gênero.",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.261; Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.280
LIBRAS.FOCO.1,foco,Duplicação final em foco com movimentação de IP para Spec de FP,"Em construções de foco na Libras, o sintagma nominal (IP) inteiro move-se para o especificador de FP (sintagma de foco), resultando na duplicação do elemento focal na posição final da frase. Essa duplicação ocorre apenas quando o elemento está em posição nuclear (como sujeito, objeto, predicado), não sendo permitida em posições não nucleares. A movimentação explica a ordem SOV em frases com foco, onde o último verbo atua como núcleo do foco, permitindo o apagamento do primeiro verbo no VP. A estrutura interna do IP é mantida, e a marcação não-manual sobre o IP vazio indica a presença de foco.","presença de foco em elemento de IP (como sujeito, objeto, predicado); frase com repetição de núcleos (X0) na posição final, indicando foco; elemento em foco que é núcleo de um sintagma (DP, IP, CP)",HOMEM COMPRAR CARRO COMPRAR ; EU PODER IR <PODER>mc ; EU TER DOIS CARROS <DOIS>mc ; [FP [EU PODER IR] i <[F PODER] [IP t i ]>mc ; [FP [EU PERDER LIVRO] i <[F PERDER] [IP t i ]>mc ; aJOÃO <aDARb>do LIVRO <MARIAb>do -> *<aJOÃO>do <aDARb>do LIVRO <bMARIA>do <JOÃOa>mc/do ; <QUAL MULHER DESSAS TU GOSTAR>qu -> *<QUAL MULHER DESSAS TU GOSTAR>qu <QUAL MULHER DESSAS>qu,LIBRAS.FOCO.001 ; LIBRAS.FOCO.003 ; LIBRAS.FOCO.004 ; LIBRAS.FOCO.005,"Todas descrevem o mesmo fenômeno: movimentação de IP para Spec de FP em foco, resultando em duplicação final do elemento focal apenas em posições nucleares, com implicações na ordem sintática e na marcação não-manual.",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.268; Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.133; Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.170; Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.173
LIBRAS.FOCO.2,foco,Restrições de ilha de Ross em foco,"Em Libras, elementos não podem ser extraídos de estruturas sintáticas que funcionam como 'ilhas', como orações relativas, mesmo quando há foco. Isso impede a duplicação de elementos em posições que violam a estrutura de ilha, mantendo a integridade da estrutura sintática.",tentativa de foco em elemento dentro de oração relativa,MULHER <BICICLETA CAIR>r ESTAR HOSPITAL -> *MULHER <BICICLETA CAIR>r ESTAR HOSPITAL BICICLETA,LIBRAS.FOCO.007,,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.179
LIBRAS.FOCO.3,foco,Articulação-boca especificadora para pares mínimos,"A articulação-boca especificadora é usada para diferenciar sinais manuais com parâmetros visuais idênticos, especialmente em pares mínimos ou sinais polissêmicos, garantindo clareza semântica.",sinais manuais com parâmetros visuais idênticos e significados diferentes,NORMAL -> eecuaaa (para significar ESCOLA REGULAR) ; DE-NOVO -> pais (para significar 'mais') ; DE-NOVO -> te-tofo (para significar 'de novo'),LIBRAS.FOCO.002,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.277
LIBRAS.FOCO.4,foco,Articulação-boca divergente para função discursiva,"A articulação-boca divergente pode ser usada em situações em que não há relação semântica direta com o sinal manual, mas contribui para a construção discursiva, como em expressões de dúvida ou ênfase.","sinal manual com articulação-boca sem relação semântica direta, mas com função discursiva",AJUDAR -> copo (para expressar 'como ajudar?') ; ESCRITA -> so (para significar 'só escrita') ; PROBLEMA -> pote (para significar 'não tem problema'),LIBRAS.FOCO.003,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.268
LIBRAS.VERBOS.1,verbos,Concordância verbal em Libras,"Verbos com concordância na Libras são flexionados em localização espacial para indicar sujeito e objeto, sem afixação fonológica de desinência, comportando-se como auxiliares em estruturas sintáticas. Esses verbos apresentam movimento direcional entre sujeito e objeto, e sua localização no espaço reflete a concordância de pessoa e número. Em contraste, verbos sem concordância não apresentam flexão de localização, movimento fixo e são produzidos com articulação independente da locação espacial.","verbo com concordância (direcional, com movimento entre sujeito e objeto) ou verbo sem concordância (não direcional, sem movimento entre sujeito e objeto)",JOÃO <aDARb>do LIVRO ; AMANHÃ <aDARb>do LIVRO ; JOÃO GOSTAR CARRO ; JOÃO aAJUDARb MARIA ; CONHECER -> CONHECER ; AMAR -> AMAR,LIBRAS.VERBOS.003 ; LIBRAS.VERBOS.004 ; LIBRAS.VERBOS.008,"Ambas as candidatas descrevem a distinção fundamental entre verbos com e sem concordância em Libras, com foco na presença ou ausência de flexão espacial e movimento direcional, e na operação fonológica de afixação.",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.219; Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.158
LIBRAS.VERBOS.2,verbos,Auxiliar obrigatório em estruturas não-SVO,"Em ordens sintáticas que não seguem a estrutura SVO (sujeito-verbos-objeto), verbos sem concordância exigem um auxiliar (AUX) para manter a validade sintática da frase, garantindo clareza na identificação dos constituintes.",verbo sem concordância em ordem não-SVO,JOÃOa aAUXb <NÃO GOSTAR>n ; JOÃOa <MARIAb aAUXb>do <[GOSTAR] i>mc <bAUXa>do <NÃO [e] i>n,LIBRAS.VERBOS.005,,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.159
LIBRAS.VERBOS.3,verbos,Verbos manuais e posição final na frase,"Verbos manuais, que envolvem a representação de um objeto na mão (como PINTAR-ROLO, BATER-POSTE), sempre ocorrem na posição final da frase, independentemente da estrutura sintática, pois sua forma gestual depende da manipulação de um objeto físico.","presença de verbo manual (ex: PINTAR-ROLO, PINTAR-PINCEL, BATER-POSTE)",<JOÃO>t <CASA>t <PINTAR-ROLO>cl ; <JOÃO>t <CARRO>t <CL(carro)-BATER-POSTE+>cl,LIBRAS.VERBOS.009,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.219
LIBRAS.VERBOS.4,verbos,Concordância verbal com argumentos locativos,"Verbos que expressam predicados locativos (como LEVAR, MUDAR, COLOCAR) podem alterar sua localização espacial para coincidir com a localização de um argumento locativo, em vez de sujeito ou objeto, permitindo a representação espacial de mudanças de lugar ou posição.","verbo locativo (ex: LEVAR, MUDAR, COLOCAR) com argumento locativo localizável no espaço","MUDAR para outra escola -> MUDAR(ESCOLA) ; transporte LEVAR -> LEVAR(TRANSPORTE) ; grupo MUDAR para outra escola -> MUDAR(GRUPO, ESCOLA) ; ME COLOCAR na clínica -> COLOCAR(ME, CLÍNICA)",LIBRAS.VERBOS.008,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.219
LIBRAS.VERBOS.5,verbos,Verbos ancorados ao corpo e ausência de concordância,"Verbos articulados presos ao corpo do sinalizante (como APRENDER, TER) não permitem alteração de localização espacial e, portanto, não apresentam concordância verbal, pois sua forma é fixa e invariável em relação ao espaço.",verbo articulado preso ao corpo do sinalizante,APRENDER -> APRENDER ; TER -> TER,LIBRAS.VERBOS.009,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.219
LIBRAS.VERBOS.6,verbos,Direção do movimento em SignWriting,"Na escrita de sinais (SignWriting), a direção do movimento do verbo indica se o sinal é normal (do sujeito para o objeto) ou reverso (contrário à direção do apontamento), refletindo a concordância número-pessoal e a relação entre sujeito e objeto.",verbo com concordância número-pessoal em escrita de sinais,ME-VER -> verbo normal (movimento para o sujeito) ; ME-CHAMAR -> verbo reverso (movimento para fora do sujeito),LIBRAS.VERBOS.014,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.229
LIBRAS.VERBOS.7,verbos,Verbos inerentemente recíprocos,"Verbos como INTERAGIR, CONVERSAR, COMUNICAR e TER-CONTATO são inerentemente recíprocos, pois sua representação semântica já inclui a ideia de ação mútua entre dois ou mais participantes, sem necessidade de marcação adicional.",verbo com significado semântico de reciprocidade mútua,INTERAGIR -> INTERAGIR ; CONVERSAR -> CONVERSAR ; COMUNICAR -> COMUNICAR ; TER-CONTATO -> TER-CONTATO,LIBRAS.VERBOS.018,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.221
LIBRAS.NEGACAO.1,negacao,Posição da negação em relação ao verbo,"A posição da negação em relação ao verbo depende da concordância do verbo: em verbos com concordância, a negação precede o verbo; em verbos sem concordância, a negação segue o verbo, exceto quando há auxiliar. Além disso, a articulação-boca (como lábios apertados e curvados para baixo) pode funcionar como marcador de negação, conferindo significado negativo diretamente ao verbo sem necessidade de sinais ou gestos adicionais.",frase com negação e verbo com ou sem concordância; verbo com articulação-boca que confere significado negativo ao sinal manual,"JOÃOa <NÃO <aDARb>do LIVRO MARIAb >n ; JOÃO <NÃO GOSTAR CARRO>n ; SINAL <ALGUNS> + MORFEMA APERTANDO OS LÁBIOS CURVADOS PARA BAIXO -> 'alguns não' ; lábios apertados, curvados para baixo associados a sinal manual -> negação",LIBRAS.NEGACAO.002 ; LIBRAS.NEGACAO.002,"Ambas as candidatas descrevem fenômenos relacionados à marcação de negação em Libras, sendo que uma aborda a posição relacional da negação em relação ao verbo conforme a concordância, e a outra trata da articulação-boca como meio alternativo de expressar negação, ambos sendo aspectos distintos mas complementares do mesmo sistema gramatical de negação.",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.253
LIBRAS.PERGUNTA.1,pergunta,Movimento interrogativo para Spec CP,"Elementos interrogativos (quem, o que, onde, por que, como) podem permanecer na posição original (in situ) ou mover-se para a posição de especificador de CP (Complementizer Phrase) à esquerda da frase, mesmo quando aparecem em posição final na superfície. Essa movimentação é uma característica estrutural da sintaxe de perguntas na Libras.","Presença de palavra interrogativa (quem, o que, onde, por que, como) em oração interrogativa",DE QUEM JOÃO GOSTAR t ; O QUE JOÃO PEGAR O QUE ; QUEM GOSTAR MARIA ; JOÃO GOSTAR QUEM ; [CP QUEM [ IP t GOSTAR MARIA]],LIBRAS.PERGUNTA.004 ; LIBRAS.PERGUNTA.005,"Ambas as candidatas descrevem a mesma estrutura sintática de movimento interrogativo para Spec CP, com variações na forma de apresentação e exemplos, mas o fenômeno central é idêntico.",Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.181; Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.183
LIBRAS.PERGUNTA.2,pergunta,Interrogativos em foco seguem estrutura de duplicação,"Interrogativos em construções de foco são duplicados na posição final da frase, seguindo a estrutura de foco com duplicação. Essa duplicação é uma marca característica da sintaxe de foco em perguntas na Libras.",frase interrogativa com foco em elemento interrogativo,QUANDO JOÃO VIR <QUANDO>mc ; ONDE ELE ESTÁ <ONDE>mc,LIBRAS.PERGUNTA.002,,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.166
LIBRAS.PERGUNTA.3,pergunta,Interrogativas são inerentemente focadas,"Toda sentença interrogativa na Libras apresenta foco por natureza, o que impede a ocorrência de outro foco na mesma oração. Isso ocorre porque o CP (sintagma interrogativo) é inerentemente focado.","presença de palavra interrogativa (QU, ONDE, QUAL, etc.) em uma frase",<O QUE JOÃO GOSTAR O QUE>qu ; *<JOÃO GOSTAR QUEM GOSTAR>qu,LIBRAS.PERGUNTA.003,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.372
LIBRAS.PERGUNTA.4,pergunta,Expressões idiomáticas em perguntas com item-QU,"Expressões idiomáticas podem ser usadas em perguntas com pronomes interrogativos (QUANDO, ONDE, QUAL, etc.), mantendo sua estrutura idiomática original. Essa utilização é permitida e comum em contextos interrogativos.",Expressão idiomática usada em contexto de pergunta com item-QU,BOCA-FECHAR -> Fique quieto! ; CALAR-ALGUÉM -> Deixar alguém sem palavras.,LIBRAS.PERGUNTA.003,"A candidata original com ID LIBRAS.PERGUNTA.003 foi reutilizada com um novo conteúdo, mas o ID permanece o mesmo; a nova descrição e exemplos indicam um fenômeno distinto, portanto, é mantida como regra separada.",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.372
LIBRAS.TEMPO-ASPECTO.1,tempo-aspecto,Marcação de tempo no início da frase,"O tempo (como amanhã, ontem, agora) é frequentemente expresso por um sinal posicionado no início da frase, funcionando como marcador temporal que antecede o verbo principal. Esse sinal pode ser um tempo específico ou um sinal de tempo que indica a duração ou o momento da ação.","presença de tempo (amanhã, ontem, agora) em uma frase",AMANHÃ ELE COMPRAR CARRO <AMANHÃ>mc,LIBRAS.TEMPO-ASPECTO.003,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.251
LIBRAS.TEMPO-ASPECTO.2,tempo-aspecto,Aspecto em verbos sem concordância,"Verbos sem concordância (como CONHECER, AMAR) podem flexionar em aspecto, mas não em pessoa ou número. O aspecto é indicado por modificações na forma do verbo, como duração, conclusão ou repetição, sem alteração da concordância.","verbo sem concordância com indicação de aspecto (ex: durativo, conclusivo)",CONHECER (durativo) -> CONHECER ; AMAR (conclusivo) -> AMAR,LIBRAS.TEMPO-ASPECTO.004,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.273
LIBRAS.TEMPO-ASPECTO.3,tempo-aspecto,Aspecto marcado na posição final da frase,"A marcação de aspecto em verbos da Libras ocorre sempre na posição final da frase, independentemente do verbo ter ou não concordância. Essa posição final é crucial para a indicação de aspecto, como conclusão, durativo ou repetição.",presença de marcação de aspecto (ex: <COMPRAR+>aspecto),JOÃO LIVRO <COMPRAR+>aspecto ; *JOÃO <COMPRAR+>aspecto LIVRO,LIBRAS.TEMPO-ASPECTO.005,,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.199
LIBRAS.TEMPO-ASPECTO.4,tempo-aspecto,Articulação-boca como marcador de intensidade e aspecto,"A articulação-boca pode modificar o aspecto de um verbo, indicando intensidade, duração, frequência ou grau de ação, funcionando como marcador de aspecto semelhante a advérbios. Isso inclui modificações na posição dos lábios, como apertados ou semiapertados, e o uso de sopro ou classificadores para indicar movimento e quantidade ao longo do tempo.",sinal manual com articulação-boca que modifica a intensidade ou aspecto da ação,lábios apertados com sinal manual -> intensidade ; lábios semiapertados com sopro + classificador de linha de tempo -> movimento e quantidade,LIBRAS.TEMPO-ASPECTO.003 ; LIBRAS.TEMPO-ASPECTO.004,"Ambas as candidatas descrevem o uso da articulação-boca para marcar aspecto, sendo que uma foca na intensidade e duração, e a outra no tempo verbal passado, mas ambas pertencem ao mesmo fenômeno de marcação de aspecto por meio da articulação-boca.",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.251; Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.273
LIBRAS.CONCORDANCIA.1,concordancia,Verbo com concordância exige negação após o verbo,Verbos com concordância na Libras permitem a negação apenas após o verbo; a negação antes do verbo resulta em sentença gramaticalmente inválida.,verbo com concordância em uma frase,ELE NÃO PAGAR ; ELE>do <NÃO <PAGAR>do>n,LIBRAS.CONCORDANCIA.003,,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.198
