id,categoria,titulo,descricao,gatilho,exemplos,ids_origem,justificativa_fusao,fontes
LIBRAS.FOCO.5,foco,Articulação-boca especificadora para pares mínimos,"A articulação-boca especificadora é usada para diferenciar sinais manuais com parâmetros visuais idênticos, especialmente em pares mínimos ou sinais polissêmicos, garantindo clareza semântica por meio de variações na boca.",Sinais manuais com parâmetros visuais idênticos e significados diferentes,NORMAL -> eecuaaa (para significar ESCOLA REGULAR) ; DE-NOVO -> pais (para significar 'mais') ; DE-NOVO -> te-tofo (para significar 'de novo'),LIBRAS.FOCO.006,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.277
LIBRAS.FOCO.6,foco,Articulação-boca divergente para função discursiva,"A articulação-boca divergente é usada em situações em que não há relação semântica direta com o sinal manual, mas contribui para a construção discursiva, como em expressões de dúvida, ênfase ou ironia.","Sinal manual com articulação-boca sem relação semântica direta, mas com função discursiva",AJUDAR -> copo (para expressar 'como ajudar?') ; ESCRITA -> so (para significar 'só escrita') ; PROBLEMA -> pote (para significar 'não tem problema'),LIBRAS.FOCO.007,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.268
LIBRAS.FOCO.7,foco,Foco visual como indicador estrutural na narrativa,"O foco da narrativa é determinado pela direção do olhar do sinalizador, que indica o que é relevante no momento, com o olhar direcionado a elementos no espaço de sinalização para marcar foco semântico ou temporal.",Quando o sinalizador direciona o olhar para um elemento específico no espaço de sinalização,olhar para cima indicando objeto alto ; olhar para trás indicando profundidade,LIBRAS.FOCO.008,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.313
LIBRAS.FOCO.8,foco,Foco por localização espacial dos sinais,"O foco de uma frase em Libras é indicado pela localização espacial dos sinais, com o uso de pontos de articulação específicos para destacar o elemento central, funcionando como recurso estrutural para marcar foco.",Quando se deseja destacar um elemento da frase como foco,SINAL LOCALIZADO NO ESPAÇO PARA INDICAR FOCO ; USO DE PONTO DE ARTICULAÇÃO ESPECÍFICO PARA DESTACAR SUJEITO,LIBRAS.FOCO.009,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.333
LIBRAS.FOCO.9,foco,Foco em ações direcionais em expressões idiomáticas,"O foco da ação em expressões idiomáticas é determinado pela direcionalidade do movimento do sinal, indicando quem realiza a ação e quem é afetado, com o sentido dependendo da direção do movimento.",Expressão idiomática com movimento direcional que indica sujeito e objeto,1-3PEGAR-NO-PÉ -> Eu pego no pé del@. ; 2-1PEGAR-NO-PÉ -> Pegou no meu pé! ; 1-EXPULSAR-2 -> Expulsei el@. ; 2-EXPULSAR-1 -> Fui expulso.,LIBRAS.FOCO.010,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.374
LIBRAS.NEGACAO.1,negacao,Negação por marca não-manual e sinal de NÃO,"A negação em Libras é expressa por meio da combinação de marcações não-manuais (como expressão facial, inclinação da cabeça, balanço da cabeça) com o sinal de NÃO, que pode ser posicionado antes ou após o verbo, dependendo do foco e da estrutura da frase. Essa combinação é essencial para a formação de orações negativas.",Presença de negação em uma frase,< >n ; EU <NÃO IR>n <NÃO>n ; [FP [EU <NÃO <aIRb>do] i >n <[F NÃO] [IP t i ]>n ; NÃO QUERER -> NÃO QUERER ; NÃO (expressão facial) -> NÃO ; balanço da cabeça + movimento de 'não' manual ; EXPRESSION FACIAL DE NEGATIVA ; MOVIMENTO DE CABEÇA PARA LADO,LIBRAS.NEGACAO.001 ; LIBRAS.NEGACAO.002 ; LIBRAS.NEGACAO.003 ; LIBRAS.NEGACAO.006 ; LIBRAS.NEGACAO.007,"Todas as candidatas descrevem a negação em Libras como uma combinação de marcações não-manuais (faciais, de cabeça) com o sinal de NÃO, sendo que o sinal pode variar em posição e o fenômeno é o mesmo: negação por meio de recursos não-manuais e manual simultâneos.",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.317; Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.333; Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.128; Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.169; Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.184
LIBRAS.NEGACAO.2,negacao,Negação por movimento da cabeça incorporado ao sinal,"A negação em Libras pode ser incorporada diretamente ao sinal por meio do movimento da cabeça de um lado para o outro, que altera o parâmetro de movimento do sinal original, tornando-o negativo sem necessidade de sinal adicional.","Sinal que expressa negação, com movimento da cabeça de um lado para o outro",NÃO SABER ; NÃO TER,LIBRAS.NEGACAO.004,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.209
LIBRAS.NEGACAO.3,negacao,Negação por articulação-boca,"A articulação-boca, como a curvatura dos lábios para baixo e o apertamento dos lábios, pode funcionar como marcador de negação, conferindo significado negativo diretamente ao verbo sem necessidade de sinais ou gestos adicionais, substituindo recursos não manuais.",verbo com articulação-boca que confere significado negativo ao sinal manual,"SINAL <ALGUNS> + MORFEMA APERTANDO OS LÁBIOS CURVADOS PARA BAIXO -> 'alguns não' ; lábios apertados, curvados para baixo associados a sinal manual -> negação",LIBRAS.NEGACAO.005,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.253
LIBRAS.NEGACAO.4,negacao,Negação em expressões idiomáticas com movimento de recuo,"A negação em expressões idiomáticas é indicada por movimentos de recuo das mãos, especialmente em expressões que envolvem retirada, afastamento ou exclusão, como em 'Tirar o corpo fora!' ou 'Me deixe fora disso!'.",Expressão idiomática com movimento de recuo ou afastamento das mãos,MÃOS-RECUAR -> Tirar o corpo fora! ; MÃOS-TIRAR -> Me deixe fora disso! ; MÃOS-LIMPAR -> Lavar as mãos.,LIBRAS.NEGACAO.008,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.371
LIBRAS.TEMPO-ASPECTO.1,tempo-aspecto,Marcação de aspecto por articulação-boca,"A articulação-boca pode modificar o aspecto de um verbo, indicando intensidade, duração, frequência ou grau de ação, funcionando como marcador de aspecto semelhante a advérbios. Isso inclui variações como lábios apertados para intensidade ou lábios semiapertados com sopro para indicar movimento e quantidade. Além disso, a articulação-boca flexionada pode marcar o tempo verbal, especialmente o passado, sem necessidade de sinais manuais adicionais.",sinal manual com articulação-boca que modifica a intensidade ou aspecto da ação; verbo manual com necessidade de marcação de tempo passado,"lábios apertados com sinal manual -> intensidade ; lábios semiapertados com sopro + classificador de linha de tempo -> movimento e quantidade ; VIAJAR -> foi ; LEMBRAR -> eepaa (lembra), nao-eepoo (não lembro)",LIBRAS.TEMPO-ASPECTO.005 ; LIBRAS.TEMPO-ASPECTO.006,"Ambas as candidatas descrevem o uso da articulação-boca como marcador de aspecto e tempo verbal, com foco em modificações não manuais que afetam a temporalidade e a intensidade da ação.",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.251; Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.273
LIBRAS.TEMPO-ASPECTO.2,tempo-aspecto,Expressão de tempo e aspecto por parâmetros não-manuais,"O tempo e o aspecto em Libras são expressos principalmente por meio de expressões faciais, movimentos corporais, direcionalidade e mudanças no espaço de sinalização, sem marcação fonológica no verbo. Isso inclui a progressão de ações em diferentes planos espaciais, expressões faciais de passado, movimentos lentos para indicar continuidade, e a ausência de marcas verbais para tempo e aspecto.","Quando se expressa tempo (passado, presente, futuro) ou aspecto (completo, contínuo, habitual); quando se narra uma sequência de eventos em uma cena visual",SINAL COM EXPRESSÃO FACIAL DE PASSADO ; MOVIMENTO LENTO PARA INDICAR CONTINUIDADE ; progressão de ações em diferentes planos espaciais ; mudança de posição no espaço para indicar tempo ; SONHAR (dois movimentos repetidos) ; COMER (dois movimentos internos),LIBRAS.TEMPO-ASPECTO.003 ; LIBRAS.TEMPO-ASPECTO.007 ; LIBRAS.TEMPO-ASPECTO.008,"Todas as candidatas descrevem a expressão de tempo e aspecto por meio de elementos não-manuais, como expressão facial, movimento corporal, direcionalidade e organização espacial, sem depender de alterações fonológicas no sinal manual.",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.212; Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.314; Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.325
LIBRAS.TEMPO-ASPECTO.3,tempo-aspecto,Pluralidade verbal sobre tempo por repetição do movimento no mesmo ponto,"A pluralidade verbal que incide sobre o tempo dos eventos é marcada pela repetição do movimento do verbo no mesmo ponto do espaço, indicando repetição com pequena distância temporal, como aspecto habitual ou iterativo. Isso se aplica a ações que ocorrem múltiplas vezes em momentos próximos.",evento repetido ao longo do tempo com pequena distância temporal,PAGAR -> PAGAR (movimento repetido no mesmo ponto) ; PAGAR (pluralidade de tempo) -> PAGAR (repetição do movimento no mesmo local),LIBRAS.TEMPO-ASPECTO.010,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.227
LIBRAS.TEMPO-ASPECTO.4,tempo-aspecto,Pluralidade verbal sobre diferentes participantes por reduplicação em arco,"A pluralidade verbal que incide sobre diferentes participantes é marcada por múltiplas reduplicações do movimento verbal distribuídas em um arco em frente ao corpo, indicando leitura exaustiva (múltiplos eventos com participantes distintos). Isso permite expressar ações realizadas por várias pessoas de forma clara e visual.",evento com múltiplos participantes distintos (leitura exaustiva),DEMITIR -> DEMITIR (movimentos reduplicados em arco) ; ENCONTRAR -> ENCONTRAR (movimentos reduplicados em arco),LIBRAS.TEMPO-ASPECTO.011,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.226
LIBRAS.TEMPO-ASPECTO.5,tempo-aspecto,Pluralidade verbal sobre diferentes lugares por reduplicação em arco,"A pluralidade verbal que incide sobre diferentes lugares é marcada por múltiplas reduplicações do movimento verbal distribuídas em um arco em frente ao corpo, indicando distribuição espacial do evento. Isso permite expressar ações que ocorrem em locais distintos de forma visual e organizada.",evento repetido ou sequencial em diferentes lugares,FREQUENTAR -> FREQUENTAR (movimento em arco) ; FREQUENTAR(plural) -> FREQUENTAR (movimento em arco),LIBRAS.TEMPO-ASPECTO.012,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.227
LIBRAS.TEMPO-ASPECTO.6,tempo-aspecto,Verbos manuais como indicadores de aspecto,"Verbos manuais (como MULHER-BOLO-COLOCAR-FORNO) envolvem uma configuração de mão que representa a ação e são associados a estruturas com aspecto, permitindo variações de ordem como SOV ou OSV. Esses verbos incorporam elementos de objeto e ação em uma única forma manual, funcionando como indicadores de aspecto.",uso de verbo manual com configuração de mão que representa objeto,MULHER-BOLO-COLOCAR-FORNO,LIBRAS.TEMPO-ASPECTO.001,,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.132
LIBRAS.TEMPO-ASPECTO.7,tempo-aspecto,Auxiliar expressa concordância espacial e tempo,"O auxiliar (AUX) na Libras é um elemento de concordância que expressa a relação entre sujeito e objeto através do movimento da mão, e é usado para indicar tempo e aspecto em verbos sem concordância. Ele atua como marcador de tempo e aspecto, especialmente em estruturas onde o verbo não possui concordância direta.",uso do auxiliar (AUX) com verbo sem concordância,JOÃOa aAUXb <NÃO GOSTAR>n ; JOÃOa <MARIAb aAUXb>do <[GOSTAR] i>mc,LIBRAS.TEMPO-ASPECTO.002,,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.159
LIBRAS.TEMPO-ASPECTO.8,tempo-aspecto,Expressões idiomáticas com marcadores de aspecto temporal,"Expressões idiomáticas podem indicar aspecto temporal (completivo, durativo, iterativo) por meio de variações no movimento ou repetição do sinal. Essas variações são parte do significado figurado da expressão e não dependem de marcas verbais convencionais.",Expressão idiomática com repetição ou movimento prolongado que indica aspecto,OLHOS-QUICAR -> Abismado! ; OLHOS-INCHAR -> Encher os olhos. ; OLHOS-CAIR ROUPA-LIMPAR -> Inacreditável!,LIBRAS.TEMPO-ASPECTO.009,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.375
LIBRAS.TEMPO-ASPECTO.9,tempo-aspecto,Morfema-boca em U para indicar posse,"O morfema-boca em U, associado a balanço de cabeça e elevação de sobrancelhas, indica posse em estruturas nominais.",construção nominal com posse (ex: X de Y),BALANÇO DE CABEÇA+ELEVAÇÃO DE SOBRANCELHAS+BOCA EM U+ <O QUE>,LIBRAS.TEMPO-ASPECTO.004,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.248
LIBRAS.PRONOMES.1,pronomes,Pronomes de apontação com localização espacial,"Pronomes em Libras são expressos por sinais de apontação (IX) que se referem a um local no espaço previamente estabelecido, permitindo a referência a sujeitos, objetos ou terceiras pessoas, com base na posição física do sinalizador, interlocutor ou outros participantes. Essa localização espacial é usada para concordância verbal, foco e marcação de pessoa (1ª, 2ª, 3ª), especialmente em construções com verbos que concordam com sujeito e objeto. O apontamento direcionado ao peito marca a 1ª pessoa, ao interlocutor a 2ª, e a um ponto no espaço a 3ª. A articulação-boca pode complementar ou substituir a apontação para especificar sujeito, objeto ou gênero.",introdução de referente com base na posição física ou social; presença de referência a um sujeito ou objeto já mencionado; verbo com concordância número-pessoal; apontamento com direção específica no espaço de sinalização; necessidade de indicar sujeito ou objeto em uma frase; expressão idiomática com indicação de sujeito ou objeto por direcionalidade ou apontação; sinal manual com referência anterior + articulação-boca referencial,IX(casa) NOVA ; AMANHÃ> IXa CONVERSAR IXb ; JOÃOa <NÃO <aDARb>do LIVRO MARIAb >n ; IX(casa) ; IX(mãe) ; IX(PESSOA) -> IX(PESSOA) ; IX(CASA) -> IX(CASA) ; <ELE>do ; <JOÃO>t ; IX(peito) ; IX(interlocutor) ; IX(ponto no espaço) ; IX(casa) ; DIFERENTE + tifeete -> referência ao sinal anterior ; ESCOLA + esola -> referência ao lugar ; PROFESSOR + poofessoo -> referência ao papel e localização ; 1-3PEGAR-NO-PÉ -> Eu pego no pé del@ ; 2-1PEGAR-NO-PÉ -> Pegou no meu pé! ; 2-DIZER-ALGO-PARA-1 -> …Me ofendeu! ; 1-DIZER-ALGO-PARA-2 -> Vou dizer uma palavra só! ; surdo nativo produz articulação-boca associada a verbo classificador para definir o sujeito ; irmão vs irmã com articulação-boca especificando sexo,LIBRAS.PRONOMES.001 ; LIBRAS.PRONOMES.002 ; LIBRAS.PRONOMES.003 ; LIBRAS.PRONOMES.004 ; LIBRAS.PRONOMES.005 ; LIBRAS.PRONOMES.006 ; LIBRAS.PRONOMES.007 ; LIBRAS.PRONOMES.008 ; LIBRAS.PRONOMES.012 ; LIBRAS.PRONOMES.013 ; LIBRAS.PRONOMES.014,"Todas as candidatas descrevem o mesmo fenômeno central: o uso de apontação espacial (IX) e articulação-boca como mecanismos para referenciar sujeitos, objetos e pessoas em Libras, com base na posição física, direção do apontamento e complementação com articulação-boca, especialmente em concordância verbal e construção de referência.",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.214; Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.229; Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.234; Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.325; Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.373; Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.126; Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.156; Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.168; Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.183; Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial p.198
LIBRAS.PRONOMES.2,pronomes,Articulação-boca como marcador de referência e gênero,"A articulação-boca em Libras é usada para especificar o sujeito, objeto ou gênero de um referente, funcionando como recurso de referência que substitui ou complementa a apontação espacial. Pode indicar gênero lexicalizado em substantivos sem necessidade de sinais adicionais como HOMEM ou MULHER, e também realiza referenciação em conjunto com sinais manuais, especialmente em verbos classificadores ou em expressões idiomáticas.",verbo classificador com articulação-boca que especifica o sujeito do verbo; substantivo com articulação-boca que indica gênero sem sinal adicional; sinal manual com referência anterior + articulação-boca referencial,surdo nativo produz articulação-boca associada a verbo classificador para definir o sujeito ; irmão vs irmã com articulação-boca especificando sexo ; DIFERENTE + tifeete -> referência ao sinal anterior ; ESCOLA + esola -> referência ao lugar ; PROFESSOR + poofessoo -> referência ao papel e localização,LIBRAS.PRONOMES.009 ; LIBRAS.PRONOMES.010 ; LIBRAS.PRONOMES.011,"As três candidatas descrevem fenômenos distintos mas relacionados: a articulação-boca como marcador de sujeito em verbos classificadores, como indicador de gênero lexicalizado, e como recurso de referenciação em conjunto com sinais manuais, todos funcionando como complemento ou substituto da apontação espacial.",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.261; Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.280
