pipeline,id,categoria,titulo,descricao,gatilho,verificavel_por_texto,exemplos,fonte_livro,fonte_pagina,fonte_citacao,canal_extracao,canal_confirmado,divergencia,motivo_confirmacao
voice2sign,LIBRAS.FOCO.007,foco,Duplicação de foco restrita a núcleos,"A duplicação de um elemento para marcar foco ocorre apenas com núcleos sintáticos. Sintagmas completos (como DPs, CPs ou AdvPs) não podem ser duplicados; apenas o núcleo do sintagma é repetido na posição de foco.",Quando um elemento recebe marcação de foco (acentuação fonológica/semântica) e precisa ser duplicado na estrutura da frase.,true,"O João deu o livro para Maria -> aJOÃO <aDARb>do LIVRO <MARIAb>do (correto, núcleo duplicado) ; * <aJOÃO>do <aDARb>do LIVRO <bMARIA>do <JOÃOa>mc/do (incorreto, DP duplicado)",Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,170,"Todos os casos ilustrados com foco envolvem posições nucleares. A posição de sujeito, por exemplo, não pode ser duplicada, uma vez que é um DP",voice2sign,voice2sign,,"Verifica se a glosa repete apenas o núcleo, não o sintagma completo."
voice2sign,LIBRAS.PERGUNTA.001,pergunta,Posição de elementos interrogativos,"Os elementos interrogativos (quem, o que, onde, etc.) podem permanecer em sua posição original (in situ) ou mover-se para o início da sentença (Spec de CP). A gramática permite ambas as estruturas para formar perguntas.",Formação de sentenças interrogativas com palavras interrogativas.,true,Quem gosta de Maria? -> <QUEM GOSTAR MARIA>qu (in situ) ; De quem o João gosta? -> <JOÃO GOSTAR QUEM>qu (in situ) ; Quem gosta da Maria? -> <[CP QUEM [ IP t GOSTAR MARIA]]>qu (movido),Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,181,"Os elementos interrogativos (o que, quem, como, onde, por que, etc.) podem mover-se para Spec de CP ou manter-se na posição original (in situ) na língua de sinais brasileira.",voice2sign,voice2sign,,"A regra permite qualquer ordem, tornando a verificação trivialmente verdadeira."
voice2sign,LIBRAS.PERGUNTA.002,pergunta,Posição final do item QU,"Os itens interrogativos (QUANDO, QUAL, ONDE) aparecem no final da sentença e ocupam a função de advérbio (ADJV) que é o foco da interrogação.",Formação de perguntas com palavras interrogativas (item-QU).,true,Dor começar quando? -> DOR COMEÇAR QUANDO?,"Elaboração da Gramática Formal da Libras — Notas de consultoria (Profa. Tânia, reunião 31/07/2026)",2,"o item QU (QUANDO , QUAL, ON DE) e demais , que aparecem no final da sentença, sempre ocupará a função de um ADJV ( Advérbio) que é o foco da interrogação.",voice2sign,voice2sign,,A posição final do item QU é verificável na sequência escrita.
voice2sign,LIBRAS.TEMPO-ASPECTO.001,tempo-aspecto,Posição final de verbos com marcação de aspecto,"Verbos que carregam marcação de aspecto (como aspecto progressivo ou habitual, indicado por sufixos ou movimentos específicos) devem obrigatoriamente ocupar a posição final da sentença. A ordem SOV com o verbo aspectual no final é a estrutura correta.",Uso de verbos com marcação de aspecto (ex: COMPRAR+).,true,João compra muitos livros -> JOÃO LIVRO <COMPRAR+>aspecto ; João compra muitos livros (incorreto) -> *JOÃO <COMPRAR+>aspecto LIVRO,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,199,Os verbos associados com aspecto na língua de sinais brasileira necessariamente aparecem em posição final,voice2sign,voice2sign,,Basta verificar se a etiqueta do verbo aspectual é a última da sequência.
voice2sign,LIBRAS.CLASSIFICADORES.001,classificadores,Predicados complexos com classificadores na posição final,"Construções que utilizam classificadores para incorporar a informação verbal (predicados complexos) ocupam a posição final da sentença. O predicado complexo inteiro, que inclui o verbo e o classificador, é sinalizado ao final, após os argumentos (tópico).","Uso de classificadores que funcionam como predicado principal da frase, incorporando o objeto e a ação (ex: CL(carro)-BATER-POSTE).",true,O João estava de carro e bateu no poste -> <JOÃO>t <CARRO>t <CL(carro)-BATER-POSTE+>cl ; O João cruzou pela Maria -> JOÃO MARIA <CL(pessoa)-CRUZAR-UM-PELO-OUTRO>cl,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,205,"Note-se ainda que tais construções seguem o mesmo padrão: todas ocupam a posição final da sentença. Com os classificadores, o predicado complexo inteiro que inclui o verbo ocupa esta posição.",voice2sign,voice2sign,,A ordem dos sinais na glosa permite verificar a posição final.
voice2sign,LIBRAS.MORFOLOGIA.007,morfologia,Composição por Justaposição,"Dois sinais lexicais livres são justapostos (sequencialmente ou simultaneamente) sem modificação ou redução de seus elementos fonológicos para formar um novo item lexical. Na glosa, os sinais aparecem completos, separados por '^' ou '+'.",Formação de um composto onde os constituintes mantêm sua forma original completa (ex: ÁGUA^CAMINHO para 'rio').,true,rio -> ÁGUA^CAMINHO ; zebra -> CAVALO^LISTRA-PELO-CORPO ; divórcio -> ASSINAR^SEPARAR,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,200,"A justaposição ocorre quando os constituintes de todos os sinais que formam o composto são realizados em sua totalidade na formação composta... sem modificação, ou seja, os dois sinais são completamente sinalizados.",voice2sign,voice2sign,,Verifica presença de separadores e sinais completos na linha escrita.
voice2sign,LIBRAS.MORFOLOGIA.010,morfologia,Composição por Coordenação,"O composto possui dois ou mais núcleos em relação simétrica. Não há um elemento que modifique o outro; ambos têm status igual. Na glosa, os sinais são justapostos.",Composto onde os elementos são semanticamente equivalentes ou coordenados (ex: MÉDICO^OLHO para 'oftalmologista').,true,oftalmologista -> MÉDICO^OLHO,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,199,"Composição por coordenação: Ocorre quando o composto tem dois ou mais núcleos em relação simétrica, de coordenação... como em (65): MÉDICO^OLHO (oftalmologista)",voice2sign,voice2sign,,A regra exige apenas a justaposição dos sinais na glosa escrita.
voice2sign,LIBRAS.MORFOLOGIA.014,morfologia,Flexão de Plural por Repetição Sequencial,"O plural pode ser marcado pela repetição sequencial do sinal (flexão consecutiva). Na glosa, isso é indicado pela repetição do sinal ou por um marcador de plural (ex: +++).",Quando o substantivo ou verbo precisa ser pluralizado e o sinal permite repetição sequencial (ex: CASA+++ para 'casas').,true,casas -> CASA+++,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,194,"Processos flexionais manifestos fazem uso de morfologia sequencial, como é o caso da pluralização exemplificada em (55) CASA+++. A produção repetida sequencial de morfemas livres CASA manifesta uma flexão consecutiva.",voice2sign,voice2sign,,A repetição do sinal ou marcador é visível na linha escrita.
voice2sign,LIBRAS.MORFOLOGIA.017,morfologia,Compostos verdadeiros (ordem fixa),Compostos verdadeiros possuem ordem fixa e invariável dos sinais componentes. A troca da ordem dos sinais resulta em estrutura agramatical. O núcleo semântico tende a estar à esquerda quando o composto indica lugares.,Formação de compostos genuínos/ordinários por justaposição ou aglutinação onde a ordem é invariável.,true,igreja -> CASA^CRUZ (gramatical) ; igreja -> *CRUZ^CASA (agramatical),Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,205,"Com supressão da repetição e ordem fixa, invariável; são aqueles que se dão por justaposição ou por aglutinação, como é o caso de (91) CASA^CRUZ (igreja) e que não pode ter sua ordem trocada",voice2sign,voice2sign,,A ordem dos sinais na glosa é verificável textualmente.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.008,expressoes-idiomaticas,Adaptação cultural de idiomatismos orais,"Expressões idiomáticas emprestadas da Língua Portuguesa sofrem ajuste cultural em Libras, substituindo referências auditivas (ouvidos, boca) por referências visuais/manuais (olhos, mãos) para manter o sentido metafórico.","Quando a expressão idiomática em português usa termos sensoriais auditivos (ouvir, falar, boca) e a glosa em Libras deve usar os equivalentes visuais/manuais (ver, sinalizar, mãos).",true,Entrar por um ouvido e sair pelo outro -> OLHOS-SAIR ; Ouçam o que estamos dizendo! -> VEJA ; Cale a boca -> (implícito na oposição) Cale as mãos,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,349,Há expressões com adaptação idiomática que em Língua Portuguesa se referem à cultura linguística oral e em Língua de Sinais brasileira há um ajuste cultural à Língua de Sinais. ... (22) OLHOS-SAIR ... (24) VEJA,voice2sign,voice2sign,,Basta verificar a presença das etiquetas de sinais visuais na glosa.
voice2sign,LIBRAS.PRONOMES.001,pronomes,Incorporação de pronome ao verbo direcional,"O pronome pode estar incorporado morfologicamente ao verbo direcional, representando a direcionalidade do verbo em direção ao sinalizante ou referente (ex: EXPLICAR-ME).","Verbo direcional com sujeito e objeto localizáveis no espaço, onde o pronome é parte da forma verbal.",true,Pode explicar tratamento? -> PODER EXPLICAR-ME TRATAMENTO,"Elaboração da Gramática Formal da Libras — Notas de consultoria (Profa. Tânia, reunião 31/07/2026)",1,"Nesses casos , o pronome também pode estar incorporado morfologicamente ao verbo direcional.",voice2sign,voice2sign,,A incorporação é visível na escrita do sinal com hífen.
