pipeline,id,categoria,titulo,descricao,gatilho,verificavel_por_texto,exemplos,fonte_livro,fonte_pagina,fonte_citacao
voice2sign,LIBRAS.SINTAXE.015,sintaxe,Ordem de sinais em frases complexas,"A ordem dos sinais em frases complexas em Libras segue uma estrutura que prioriza o foco e a clareza semântica, frequentemente invertendo a ordem do português.",Em frases com estrutura complexa ou com foco em um elemento específico,True,A LÍNGUA DE SINAIS BRASILEIRA ORGANIZA A FRASE DE FORMA QUE O FOCO SEJA DESTACADO ; A ORDEM DOS SINAIS PODE SER INVERTIDA EM RELAÇÃO AO PORTUGUÊS PARA GARANTIR CLAREZA,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,337,"A própria enunciação já vem carregada de uma ideologia, do poder “camuflado”, dos signos visuais, com suas estruturas expressivas, sutis, impregnada das tendências afetivo-volitivas que na relação entre dois interlocutores se formam em um único signo da relação."
voice2sign,LIBRAS.SINTAXE.016,sintaxe,Concordância verbal em expressões idiomáticas,"Expressões idiomáticas em Libras podem apresentar concordância verbal, com variação na direção da ação conforme o sujeito e objeto da oração.",Expressão idiomática com ação direcional que varia conforme sujeito e objeto,True,1-3PEGAR-NO-PÉ -> Eu pego no pé del@. ; 2-1PEGAR-NO-PÉ -> Pegou no meu pé! ; 2-DIZER-ALGO-PARA-1 -> …Me ofendeu! ; 1-DIZER-ALGO-PARA-2 -> Vou dizer uma palavra só! ; 1-EXPULSAR-2 -> Expulsei el@. ; 2-EXPULSAR-1 -> Fui expulso.,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,373,"Do ponto de vista sintático, as expressões idiomáticas também podem concordar com o sujeito da oração. Existem, assim, expressões idiomáticas sinalizadas que apresentam concordância verbal."
voice2sign,LIBRAS.PRONOMES.001,pronomes,Apontação ostensiva como marcação de referente,"A apontação ostensiva (IX) é usada para estabelecer um referente no espaço, especialmente quando o referente é específico ou já foi introduzido.",introdução de um referente específico no discurso,True,IX CASA ; CASA IX(casa),Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,124,"c) usar a apontação ostensiva antes do sinal de um referente específico (por exemplo, apontar para o ponto ‘a’ associando esta apontação com o sinal CASA; assim o ponto ‘a’ passa a referir CASA);"
voice2sign,LIBRAS.PRONOMES.006,pronomes,IX para referência a entidades estáveis no espaço,O pronome IX é usado para indicar entidades que já foram localizadas no espaço e que permanecem estáveis durante a narrativa.,"Quando uma entidade (pessoa, objeto) é localizada no espaço e referida novamente",True,IX(menino) ; IX(policial),Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,314,"O sinalizante estabelece com os dois dedos indicadores duas pessoas, uma atrás da outra, que na narrativa representam um policial e um menino, o mesmo menino que jogou uma pedra na janela descrita na transferência de tamanho e forma, item 5.7.2.2."
voice2sign,LIBRAS.FOCO.001,foco,Construções com foco licenciam ordem SOV,"A ordem SOV é permitida em construções com foco, onde o último verbo atua como núcleo do foco, permitindo o apagamento do primeiro verbo no VP.","frase com repetição de núcleos (X0) na posição final, indicando foco",True,HOMEM COMPRAR CARRO COMPRAR,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,133,Propõe-se que na língua de sinais brasileira existe um tipo de construção com foco que licencia a ordem SOV .
voice2sign,LIBRAS.FOCO.003,foco,Construções de foco com duplicação final,Construções com foco na Libras envolvem duplicação do elemento focal na posição final da frase.,"frase com foco em elemento (interrogativo, negação, advérbio, modal, quantificador)",True,EU PODER IR <PODER>mc ; EU TER DOIS CARROS <DOIS>mc,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,166,Foco envolve construções duplas em que o elemento duplicado ocupa a posição final.
voice2sign,LIBRAS.FOCO.004,foco,Duplicação de núcleo em foco apenas em posições nucleares,"A duplicação de um elemento em função de foco só é permitida quando o elemento está em posição nuclear (como sujeito, objeto, predicado), não sendo permitida em posições não nucleares como determinantes ou advérbios. O foco exige que o núcleo do sintagma seja movido para o especificador de FP (sintagma de foco), e a duplicação ocorre apenas nesses casos.","elemento em foco que é núcleo de um sintagma (DP, IP, CP)",True,aJOÃO <aDARb>do LIVRO <MARIAb>do -> *<aJOÃO>do <aDARb>do LIVRO <bMARIA>do <JOÃOa>mc/do ; <QUAL MULHER DESSAS TU GOSTAR>qu -> *<QUAL MULHER DESSAS TU GOSTAR>qu <QUAL MULHER DESSAS>qu,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,170,"Assim sendo, parece que a duplicação de um elemento em função do foco somente se dá com os núcleos dos sintagmas."
voice2sign,LIBRAS.FOCO.005,foco,Movimentação de IP para Spec de FP em foco,"Quando há foco, o sintagma nominal (IP) inteiro move-se para o especificador de FP (sintagma de foco), mantendo-se a estrutura interna do IP. Isso explica a duplicação de elementos e a presença de marcações não-manuais sobre o IP vazio.","presença de foco em um elemento de IP (como sujeito, objeto, predicado)",True,[FP [EU PODER IR] i <[F PODER] [IP t i ]>mc ; [FP [EU PERDER LIVRO] i <[F PERDER] [IP t i ]>mc,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,173,"Considerando essa representação, apresentam-se as construções duplas na língua de sinais brasileira com suas respectivas representações:"
voice2sign,LIBRAS.FOCO.007,foco,Restrições de ilha de Ross aplicam-se a foco em Libras,"Elementos não podem ser extraídos de estruturas sintáticas que funcionam como 'ilhas' (como orações relativas), mesmo quando há foco. Isso impede a duplicação de elementos em posições que violam a estrutura de ilha.",tentativa de foco em elemento dentro de oração relativa,True,MULHER <BICICLETA CAIR>r ESTAR HOSPITAL -> *MULHER <BICICLETA CAIR>r ESTAR HOSPITAL BICICLETA,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,179,"Como observado por Petrônio (1993) na ASL, na língua de sinais brasileira não há como ter um elemento duplo em uma oração relativa na posição final da sentença conforme ilustrado."
voice2sign,LIBRAS.VERBOS.001,verbos,Verbos com concordância comportam-se como auxiliares,"Verbos com concordância na Libras são inseridos totalmente flexionados no processo de derivação, sem operação fonológica de afixação de desinência verbal, similar aos verbos auxiliares em inglês.","verbo com concordância (direcional, com movimento entre sujeito e objeto)",True,JOÃO <aDARb>do LIVRO ; AMANHÃ <aDARb>do LIVRO,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,158,"Os verbos com concordância comportam-se como os verbos auxiliares no inglês, e os verbos sem concordância, como os verbos principais no inglês."
voice2sign,LIBRAS.VERBOS.002,verbos,Verbos sem concordância comportam-se como verbos principais,"Verbos sem concordância na Libras apresentam uma operação fonológica de afixação de desinência verbal durante a derivação, semelhante aos verbos principais em inglês.","verbo sem concordância (não direcional, sem movimento entre sujeito e objeto)",True,JOÃO GOSTAR CARRO ; JOÃO aAJUDARb MARIA,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,158,Os verbos sem concordância apresentam uma operação fonológica de afixação de sua desinência verbal durante o processo da derivação (assim como proposto por Lasnik (1995) para os verbos principais em inglês)
voice2sign,LIBRAS.VERBOS.003,verbos,Auxiliar necessário para verbo sem concordância em ordens irregulares,"Quando a ordem dos constituintes não é SVO, um auxiliar (AUX) é obrigatório para verbos sem concordância, para manter a estrutura sintática válida.",verbo sem concordância em ordem não-SVO,True,JOÃOa aAUXb <NÃO GOSTAR>n ; JOÃOa <MARIAb aAUXb>do <[GOSTAR] i>mc <bAUXa>do <NÃO [e] i>n,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,159,O auxiliar na língua de sinais brasileira é uma expressão pura de concordância estabelecida através do movimento de um ponto ao outro (estes pontos compreendem o sujeito e o objeto da sentença).
voice2sign,LIBRAS.VERBOS.004,verbos,Verbos sem concordância não usam locação espacial,"Verbos sem concordância (como CONHECER, AMAR, SABER) não apresentam flexão de pessoa, número ou locação espacial, e são produzidos com movimento fixo.","Verbo da categoria sem concordância (ex: CONHECER, AMAR)",True,CONHECER -> CONHECER ; AMAR -> AMAR,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,197,Os verbos sem concordância são aqueles que não se flexionam em pessoa e número e não tomam afixos locativos.
voice2sign,LIBRAS.VERBOS.005,verbos,Verbos manuais finalizam a frase,"Verbos manuais, que envolvem a representação de um objeto na mão, sempre ocorrem na posição final da frase, independentemente da estrutura sintática.","presença de verbo manual (ex: PINTAR-ROLO, PINTAR-PINCEL, BATER-POSTE)",True,<JOÃO>t <CASA>t <PINTAR-ROLO>cl ; <JOÃO>t <CARRO>t <CL(carro)-BATER-POSTE+>cl,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,200,"Assim como observado com os verbos associados com aspecto, os verbos manuais finalizam a sentença."
voice2sign,LIBRAS.VERBOS.006,verbos,Concordância verbal com argumentos locativos,"Verbos que expressam predicados locativos (como LEVAR, MUDAR, COLOCAR) podem ter sua localização alterada para coincidir com a localização de um argumento locativo, em vez de sujeito ou objeto.","verbo locativo (ex: LEVAR, MUDAR, COLOCAR) com argumento locativo localizável no espaço",True,"MUDAR para outra escola -> MUDAR(ESCOLA) ; transporte LEVAR -> LEVAR(TRANSPORTE) ; grupo MUDAR para outra escola -> MUDAR(GRUPO, ESCOLA) ; ME COLOCAR na clínica -> COLOCAR(ME, CLÍNICA)",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,219,"Além dos verbos descritos acima que possuem concordância com o sujeito e/ou o objeto da frase, há também verbos cuja localização é alterada de modo a coincidir com a localização de um argumento locativo."
voice2sign,LIBRAS.VERBOS.007,verbos,Verbos ancorados ao corpo não permitem concordância verbal,"Verbos que são articulados presos ao corpo do sinalizante (como APRENDER, TER) não podem ter sua localização alterada e, portanto, não apresentam concordância verbal em sua morfologia.",verbo articulado preso ao corpo do sinalizante,True,APRENDER -> APRENDER ; TER -> TER,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,219,"Já os verbos ancorados ao corpo do sinalizante não podem ter sua localização alterada e, portanto, não apresentam concordância verbal em sua morfologia."
voice2sign,LIBRAS.VERBOS.008,verbos,Verbo normal e reverso na escrita de sinais,"Na escrita de sinais (SignWriting), a direção do movimento do verbo indica se é normal (do sujeito para o objeto) ou reverso (contrário à direção do apontamento).",verbo com concordância número-pessoal em escrita de sinais,True,ME-VER -> verbo normal (movimento para o sujeito) ; ME-CHAMAR -> verbo reverso (movimento para fora do sujeito),Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,229,"Os referentes são introduzidos no espaço à frente do sinalizador, através da apontação em diferentes locais. As formas verbais para pessoa são estabelecidas através do início e fim do movimento e da direção do verbo, incorporando estes pontos previamente indicados no espaço para determinados referentes."
voice2sign,LIBRAS.VERBOS.009,verbos,Verbos inerentemente recíprocos,"Verbos como INTERAGIR, CONVERSAR, COMUNICAR e TER-CONTATO são inerentemente recíprocos, ou seja, já trazem em sua representação semântica a ideia de reciprocidade.",verbo com significado semântico de reciprocidade mútua,True,INTERAGIR -> INTERAGIR ; CONVERSAR -> CONVERSAR ; COMUNICAR -> COMUNICAR ; TER-CONTATO -> TER-CONTATO,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,221,"Por exemplo, o verbo INTERAGIR em Libras já traz consigo uma ideia de reciprocidade. Outros sinais como CONVERSAR, COMUNICAR e TER-CONTATO também podem ser considerados como verbos inerentemente recíprocos."
voice2sign,LIBRAS.NEGACAO.002,negacao,"Negativa precede verbo com concordância, segue verbo sem concordância","Em sentenças com verbos com concordância, a negação precede o verbo; em sentenças com verbos sem concordância, a negação segue o verbo, exceto quando há auxiliar.",frase com negação e verbo com ou sem concordância,True,JOÃOa <NÃO <aDARb>do LIVRO MARIAb >n ; JOÃO <NÃO GOSTAR CARRO>n,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,162,JOÃOa <NÃO <aDARb>do LIVRO MARIAb >n
voice2sign,LIBRAS.PERGUNTA.001,pergunta,Interrogativos em foco seguem estrutura de duplicação,"Interrogativos em construções de foco são duplicados na posição final da frase, seguindo a estrutura de foco com duplicação.",frase interrogativa com foco em elemento interrogativo,True,QUANDO JOÃO VIR <QUANDO>mc ; ONDE ELE ESTÁ <ONDE>mc,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,166,"Como na ASL, a língua de sinais brasileira apresenta construções duplas com modais, quantificadores e verbos. Além desses casos, são muito comuns construções duplas com interrogativos, negação e advérbios:"
voice2sign,LIBRAS.PERGUNTA.002,pergunta,Interrogativas são inerentemente focadas,"Toda sentença interrogativa na Libras apresenta foco por natureza, o que impede a ocorrência de outro foco na mesma oração. Isso ocorre porque o CP (sintagma interrogativo) é inerentemente focado.","presença de palavra interrogativa (QU, ONDE, QUAL, etc.) em uma frase",True,<O QUE JOÃO GOSTAR O QUE>qu -> *<JOÃO GOSTAR QUEM GOSTAR>qu,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,172,"Quando uma interrogativa é inserida, não é possível ter outro elemento com foco dentro da mesma sentença. Assim, parece que CP é inerentemente focado."
voice2sign,LIBRAS.PERGUNTA.003,pergunta,Elementos interrogativos podem permanecer in situ ou mover-se para Spec de CP,"Os elementos interrogativos (quem, o que, onde, etc.) podem permanecer na posição original (in situ) ou mover-se para o especificador de CP (sintagma interrogativo), dependendo do contexto e da estrutura da frase.",presença de palavra interrogativa em uma frase,True,<QUEM GOSTAR MARIA>qu (in situ) ; <JOÃO GOSTAR QUEM>qu (in situ) ; <[CP QUEM [ IP t GOSTAR MARIA]]>qu (movido),Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,181,"Os elementos interrogativos (o que, quem, como, onde, por que, etc.) podem mover-se para Spec de CP ou manter-se na posição original na língua de sinais brasileira."
voice2sign,LIBRAS.PERGUNTA.004,pergunta,Movimento interrogativo para [Spec CP],"Elementos interrogativos (como quem, o que, onde) movem-se para a posição de especificador de CP (Complementizer Phrase) à esquerda da frase, mesmo quando aparecem em posição final na superfície.","Presença de palavra interrogativa (quem, o que, onde, por que, como) em oração interrogativa",True,DE QUEM JOÃO GOSTAR t -> DE QUEM JOÃO GOSTAR ; O QUE JOÃO PEGAR O QUE -> O QUE JOÃO PEGAR,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,183,"Portanto, assume-se que o movimento das interrogativas na língua de sinais brasileira é para a posição de especificador de CP [Spec CP]."
voice2sign,LIBRAS.PERGUNTA.005,pergunta,Expressões idiomáticas em perguntas com item-QU,"Expressões idiomáticas podem ser usadas em perguntas com pronomes interrogativos (QUANDO, ONDE, QUAL, etc.), mantendo sua estrutura idiomática original.",Expressão idiomática usada em contexto de pergunta com item-QU,True,BOCA-FECHAR -> Fique quieto! ; CALAR-ALGUÉM -> Deixar alguém sem palavras.,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,372,"Por fim, em (102), que pode estar associado ao fato de calar a boca de alguém no sentido de convencê-la ou deixá-la sem argumentos:"
voice2sign,LIBRAS.TEMPO-ASPECTO.003,tempo-aspecto,Tempo marcado por sinal de tempo no início da frase,"O tempo (como amanhã, ontem, agora) é frequentemente expresso por um sinal posicionado no início da frase, funcionando como marcador temporal que antecede o verbo principal.","presença de tempo (amanhã, ontem, agora) em uma frase",True,AMANHÃ ELE COMPRAR CARRO <AMANHÃ>mc,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,169,AMANHÃ ELE COMPRAR CARRO <AMANHÃ>mc
voice2sign,LIBRAS.TEMPO-ASPECTO.004,tempo-aspecto,Aspecto marcado em verbos sem concordância,"Verbos sem concordância (como CONHECER, AMAR) podem flexionar em aspecto, mas não em pessoa ou número.","Verbo sem concordância com indicação de aspecto (ex: durativo, conclusivo)",True,CONHECER (durativo) -> CONHECER ; AMAR (conclusivo) -> AMAR,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,197,No entanto alguns desses verbos se flexionam em aspecto.
voice2sign,LIBRAS.TEMPO-ASPECTO.005,tempo-aspecto,Aspecto marcado em posição final,"A marcação de aspecto em verbos da Libras ocorre sempre na posição final da frase, independentemente do verbo ter ou não concordância.",presença de marcação de aspecto (ex: <COMPRAR+>aspecto),True,JOÃO LIVRO <COMPRAR+>aspecto ; *JOÃO <COMPRAR+>aspecto LIVRO,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,199,Os verbos associados com aspecto na língua de sinais brasileira necessariamente aparecem em posição final:
voice2sign,LIBRAS.CONCORDANCIA.003,concordancia,Verbo com concordância exige negação após o verbo,Verbos com concordância na Libras permitem a negação apenas após o verbo; a negação antes do verbo resulta em sentença gramaticalmente inválida.,verbo com concordância em uma frase,True,ELE NÃO PAGAR ; ELE>do <NÃO <PAGAR>do>n,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,198,"Os verbos sem concordância não admitem a negação antes do verbo, ao contrário dos verbos com concordância (exemplos)."
voice2sign,LIBRAS.MORFOLOGIA.001,morfologia,Compostos simultâneos com morfemas duplicados,"Sinais realizados com duas mãos em configuração de mão idêntica e espelhada são considerados monomorfêmicos, pois o morfema é duplicado no espaço, não contando como dois morfemas distintos.",sinal com duas mãos com CMs idênticas e espelhadas,True,CASA ; LÍNGUA-DE-SINAIS,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,178,"Morfemas espelhados / duplicados, no espaço, não são contados em duplicidade no somatório de quantidade de morfemas de um sinal."
voice2sign,LIBRAS.MORFOLOGIA.002,morfologia,Morfemas livres como base derivacional,"Morfemas lexicais livres podem atuar como base para a formação de novos sinais por meio da adição de morfemas presos, mantendo-se como núcleo semântico do novo sinal.",morfema lexical livre usado como radical em construção de novo sinal,True,LÍNGUA-DE-SINAIS^INFERIOR ; PALAVRA-CHAVE,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,185,Esse morfema raiz ocupa a posição de radical na constituição de novas unidades lexicais sinalizadas – ULS.
voice2sign,LIBRAS.MORFOLOGIA.003,morfologia,Morfemas presos como afixos,"Morfemas presos são dependentes e não podem ocorrer isoladamente; funcionam como afixos (prefixos, sufixos, infixos) que se ligam a morfemas livres para formar novos sinais.",morfema que não pode ocorrer isolado e está ligado a outro morfema,True,boca ; CM em X ; -SINAL,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,185,"Morfemas presos são unidades dependentes de outras. Grosso modo, pode-se dizer que morfemas presos funcionam como afixos, sejam eles sufixos, infixos etc."
