id,categoria,titulo,descricao,gatilho,verificavel_por_texto,exemplos,fonte_pagina,fonte_citacao,status,regra_base_correspondente,justificativa
MP.CLEAN.R9,morfologia,Substantivo comum no singular,Forma singular para substantivos comuns; nunca altera nome próprio (pessoa/lugar/organização) mesmo terminando em -s.,quando há substantivo comum no plural,True,ANTIBIOTICS -> ANTIBIOTIC ; NETHERLANDS fica,0,main_pipeline/02_clean.yaml R9,nao_temos,,"A base de regras não aborda a distinção entre substantivos comuns e nomes próprios em relação à flexão de número. A regra extraída trata especificamente de que nomes próprios não alteram sua forma no singular, mesmo terminando em -s, fenômeno não contemplado nas regras existentes."
MP.CLEAN.R10,verbos,Verbo na forma base,Verbo na forma base; o tempo vira marcador depois (reordenação).,quando o verbo está flexionado,True,MOVING -> MOVE ; SUBMITTED -> SUBMIT,0,main_pipeline/02_clean.yaml R10,nao_temos,,"A regra extraída trata de verbos na forma base com marcação de tempo após o verbo (reordenação), um fenômeno de flexão verbal e marcação de tempo. Nenhuma regra da base aborda diretamente a flexão verbal ou a marcação de tempo em ASL, pois as regras existentes focam em concordância espacial, formação de compostos, pronomes e reduplicação, sem mencionar a morfologia de tempo ou reordenação de elementos temporais."
MP.CLEAN.R11,notacao,Composto lexicalizado com underscore,"Não há lista geral de compostos: o padrão são dois sinais separados. Usa underscore SÓ para uma lista fechada de compostos lexicalizados e nunca inventa novo: HOW_MUCH, NO_PROBLEM, NOT_UNDERSTAND, PANIC_ATTACK, PASS_OUT, THANK_YOU, THIS_MORNING, WRITE_DOWN.",quando o sinal é um composto lexicalizado conhecido,True,panic attack -> PANIC_ATTACK ; blood test -> BLOOD TEST,0,main_pipeline/02_clean.yaml R11,parcial,MORF.1.2,"A base cobre a formação de compostos (MORF.1.2), mas a regra extraída adiciona uma condição específica sobre a notação com underscore para compostos lexicalizados fechados, que não está presente na base. A base não menciona restrições sobre a criação de novos compostos ou a necessidade de lista fechada."
MP.CLEAN.R12,pronomes,Manter demonstrativos,"Mantém demonstrativos THIS, THAT, THESE, THOSE (são sinais de apontamento).",quando há demonstrativo,True,LIKE THIS -> LIKE THIS,0,main_pipeline/02_clean.yaml R12,ja_temos,PRON.2.4,"A regra PRON.2.4 da base já descreve os demonstrativos THIS, THAT, THESE, THOSE como sinais de apontamento, alinhando-se com a regra extraída sobre manter demonstrativos como sinais de apontamento."
MP.REORD.R1,sintaxe,Tempo para o início,"Marcadores dêiticos de tempo (NOW, TODAY, TONIGHT, TOMORROW, YESTERDAY, THIS_MORNING) vão para o começo da frase.",quando há marcador dêitico de tempo,True,... READY NOW -> NOW ... READY ; felt sick yesterday -> YESTERDAY FEEL SICK,0,main_pipeline/03_reorder.yaml R1,nao_temos,,"A regra extraída trata da posição inicial de marcadores deiticos de tempo na frase, um fenômeno sintático de ordem das palavras. Nenhuma regra da base aborda posicionamento de marcadores temporais no início da frase ou regras de ordem sintática relacionadas a tempos/deiticos."
MP.REORD.R2,pergunta,Posição do WH,WH por padrão vai para o FIM (depois do verbo). Exceção: pergunta sem verbo (só WH + substantivo) mantém WH no início. Topicalização: tópico à frente com vírgula e WH no fim do comentário.,quando há pronome interrogativo (WH),True,"When did your fever start? -> FEVER START WHEN? ; How are you? -> HOW YOU? ; Where do you feel pain from the accident? -> ACCIDENT, PAIN WHERE FEEL?",0,main_pipeline/03_reorder.yaml R2,ja_temos,PRON.2.5,"A regra [PRON.2.5] já aborda a posição variável dos pronomes interrogativos (WH) no texto, mencionando que podem aparecer no início, no final ou repetidos nas duas pontas. A regra extraída complementa com exceções (perguntas sem verbo e topicalização), mas o fenômeno central (posição do WH) já está contemplado na base."
MP.REORD.R3,verbos,Manter verbos de conteúdo/modais e inserir FEEL/HAVE ausente,"Mantém verbos de conteúdo e modais (HAVE, FEEL, CAN, SHOULD). Se uma frase de sintoma/estado está sem o verbo de conteúdo, ADICIONA o natural (FEEL ou HAVE).","quando há verbo de conteúdo/modal, ou falta o verbo numa frase de sintoma/estado",True,Can you breathe? -> CAN BREATHE? ; Are you having a heart attack? -> HAVE HEART ATTACK?,0,main_pipeline/03_reorder.yaml R3,nao_temos,,"A regra extraída trata da obrigatoriedade de incluir verbos como FEEL/HAVE em frases de sintoma/estado, algo não abordado em nenhuma regra da base. As regras da base focam em concordância, formação de compostos ou classificadores, mas não em exigência de verbos específicos para estados/sintomas."
MP.REORD.R3b,tempo-aspecto,Futuro 'will',Derruba 'will' se há noção de tempo (now/today/tomorrow/how long...) OU se a ação é 1ª pessoa (I/we). Mantém 'will' (antes do verbo) só quando NÃO há noção de tempo E a ação é 3ª pessoa.,quando a frase expressa futuro com 'will',True,I will call the doctor -> CALL DOCTOR ; The doctor will explain your situation -> DOCTOR WILL EXPLAIN SITUATION,0,main_pipeline/03_reorder.yaml R3b,nao_temos,,"A regra extraída trata da marcação do futuro 'will' em ASL com base em indicadores de tempo e pessoa, fenômeno não abordado em nenhuma regra da base. As regras existentes focam em morfologia (derivação, reduplicação), pronomes e concordância verbal espacial, mas não em aspectos temporais ou uso de 'will'."
MP.REORD.R4,tempo-aspecto,Passado marcado com FINISH,Marca ação passada/concluída com FINISH (e PAST).,quando a ação ocorreu no passado,True,When did you vomit? -> WHEN VOMIT FINISH?,0,main_pipeline/03_reorder.yaml R4,nao_temos,,"A base de regras não contém nenhuma regra sobre marcação de aspecto/tempo verbal no texto, especialmente usando sinais como 'FINISH' ou 'PAST'. As regras existentes sobre verbos focam em concordância, localização e classificação direcional, mas não em marcas de passado/conclusão."
MP.REORD.R5,lexico,Escolha de sinal conceitual,Usa o sinal conceitual em vez do literal.,quando a expressão em inglês tem equivalente conceitual em ASL,True,shortness of breath -> PROBLEM BREATH,0,main_pipeline/03_reorder.yaml R5,nao_temos,,"A regra extraída trata da escolha entre sinais conceituais e literais, um fenômeno léxico não abordado em nenhuma regra da base. As regras existentes focam em morfologia (reduplicação, incorporação de numerais), pronomes e concordância verbal, mas nenhuma aborda a distinção entre significados conceituais vs. literais na escolha de sinais."
MP.REORD.R6,notacao,Manter pontuação,"Mantém a pontuação exatamente como no inglês (afirmação '.', pergunta '?'); só altera se a pontuação de origem for um typo claro.",sempre,True,,0,main_pipeline/03_reorder.yaml R6,nao_temos,,"A base de regras da consultoria não contém nenhuma regra relacionada à pontuação ou notação textual. A regra extraída trata de uma convenção de notação específica (manter pontuação do inglês), que não é abordada em nenhuma das regras existentes."
