pipeline,id,categoria,titulo,descricao,gatilho,verificavel_por_texto,exemplos,fonte_livro,fonte_pagina,fonte_citacao,canal_extracao,canal_confirmado,divergencia,motivo_confirmacao
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.003,expressoes-idiomaticas,Expressão idiomática 'Quebrar a cara' (1 sinal),"A glosa deve usar o sinal composto CARA-QUEBRAR para representar o sentido idiomático de 'quebrar a cara', 'ficar sem palavras' ou 'ficar sem graça'.",A frase em português contém a expressão 'quebrar a cara' ou sinônimos como 'ficar sem palavras' ou 'ficar sem graça'.,true,Quebrar a cara. -> CARA-QUEBRAR,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,342,(5) CARA-QUEBRAR Quebrar a cara. Ficar sem palavras. Ficar sem graça.,voice2sign,voice2sign,,A regra exige a presença de um sinal específico na glosa.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.004,expressoes-idiomaticas,Expressão idiomática 'Quebrar a cara' (2 sinais),"A glosa pode usar a sequência de dois sinais CARA QUEBRAR para representar o sentido idiomático de 'quebrar a cara', 'sem noção' ou 'foi pego em flagrante'.",A frase em português contém a expressão 'quebrar a cara' ou sinônimos como 'sem noção' ou 'foi pego em flagrante'.,true,Quebrar a cara. -> CARA QUEBRAR,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,343,(9) CARA QUEBRAR Quebrar a cara. Sem noção. Foi pego em flagrante.,voice2sign,voice2sign,,A sequência de sinais CARA QUEBRAR é verificável na glosa escrita.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.005,expressoes-idiomaticas,Expressão idiomática 'Esticar conversa',A glosa deve usar o sinal composto LINHA-PUXAR para representar o sentido idiomático de 'esticar conversa' ou 'falar mais que o necessário'.,A frase em português contém a expressão 'esticar conversa' ou 'falar mais que o necessário'.,true,Esticar conversa. -> LINHA-PUXAR,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,342,(6) LINHA-PUXAR Esticar conversa. Falar mais que o necessário.,voice2sign,voice2sign,,Basta verificar se a glosa contém a sequência escrita LINHA-PUXAR.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.006,expressoes-idiomaticas,Expressão idiomática 'Pessoa turrona',A glosa deve usar a sequência de sinais CABEÇA DURA para representar o sentido idiomático de 'um sem noção' ou 'pessoa turrona'.,A frase em português contém a expressão 'pessoa turrona' ou 'um sem noção'.,true,Pessoa turrona. -> CABEÇA DURA,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,343,(7) CABEÇA DURA Um sem noção. Pessoa turrona.,voice2sign,voice2sign,,Basta verificar se a sequência CABEÇA DURA aparece na glosa.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.007,expressoes-idiomaticas,Expressão idiomática 'Cara de pau',A glosa deve usar a sequência de sinais VERGONHA NÃO TER para representar o sentido idiomático de 'não ter vergonha na cara' ou 'um cara de pau'.,A frase em português contém a expressão 'cara de pau' ou 'não ter vergonha na cara'.,true,Um cara de pau. -> VERGONHA NÃO TER,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,343,(8) VERGONHA NÃO TER Não ter vergonha na cara. Um cara de pau.,voice2sign,voice2sign,,A regra exige uma sequência específica de sinais na glosa.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.008,expressoes-idiomaticas,Expressão idiomática 'Olho vivo',"A glosa deve usar a sequência de sinais ORELHA CARA para representar o sentido idiomático de 'olho vivo', 'ter audição boa' ou 'pessoa muito esperta'.","A frase em português contém a expressão 'olho vivo', 'ter audição boa' ou 'pessoa muito esperta'.",true,Olho vivo. -> ORELHA CARA,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,343,(10) ORELHA CARA Olho vivo. Ter audição boa/aguçada.,voice2sign,voice2sign,,A regra exige a presença de sinais específicos na sequência escrita.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.009,expressoes-idiomaticas,Expressão idiomática 'Não prestar atenção',A glosa deve usar a sequência de sinais ORELHA BARATA para representar o sentido idiomático de 'não prestar atenção' ou 'não dar bola para as coisas'.,A frase em português contém a expressão 'não prestar atenção' ou 'não dar bola para as coisas'.,true,Não prestar atenção. -> ORELHA BARATA,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,344,(11) ORELHA BARATA Ter audição ruim/desatenta. Não prestar atenção.,voice2sign,voice2sign,,Basta verificar a presença da sequência ORELHA BARATA na glosa.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.010,expressoes-idiomaticas,Expressão idiomática 'Bom observador',"A glosa deve usar a sequência de sinais OLHO CARO para representar o sentido idiomático de 'ter olhos de águia', 'ter olhar atento' ou 'bom observador'.","A frase em português contém a expressão 'bom observador', 'ter olhos de águia' ou 'ter olhar atento'.",true,Bom observador. -> OLHO CARO,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,344,(12) OLHO CARO Ter olhos de águia. Ter olhar atento. Bom observador.,voice2sign,voice2sign,,A regra exige a presença da sequência específica de sinais na glosa.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.011,expressoes-idiomaticas,Expressão idiomática 'Como é voado',"A glosa deve usar a sequência de sinais OLHO BARATO para representar o sentido idiomático de 'ter olhar desatento', 'não prestar atenção' ou 'como é voado'.","A frase em português contém a expressão 'como é voado', 'ter olhar desatento' ou 'não prestar atenção'.",true,Como é voado! -> OLHO BARATO,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,344,(13) OLHO BARATO Ter olhar desatento. Não prestar atenção. Como é voado!,voice2sign,voice2sign,,Basta verificar a presença da sequência OLHO BARATO na glosa.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.012,expressoes-idiomaticas,Expressão idiomática 'Não se amole',"A glosa deve usar o sinal composto PEITO-BATER-MÃO-FECHADA para representar o sentido idiomático de 'não se amole com isso', 'deixar pra lá' ou 'ignore isso'.","A frase em português contém a expressão 'não se amole', 'deixar pra lá' ou 'ignore isso'.",true,Não se amole com isso -> PEITO-BATER-MÃO-FECHADA,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,345,(14) PEITO-BATER-MÃO-FECHADA Não se amole com isso Deixar pra lá Ignore isso!,voice2sign,voice2sign,,Verifica presença do sinal composto específico na sequência linear.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.013,expressoes-idiomaticas,Expressão idiomática 'Radiante da vida',A glosa deve usar o sinal SORRISO-DUPLO para representar o sentido idiomático de 'dar o maior sorriso do mundo' ou 'radiante da vida'.,A frase em português contém a expressão 'radiante da vida' ou 'dar o maior sorriso do mundo'.,true,Radiante da vida! -> SORRISO-DUPLO,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,345,(15) SORRISO-DUPLO Dar o maior sorriso do mundo Radiante da vida!,voice2sign,voice2sign,,Verifica presença do sinal escrito na glosa.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.014,expressoes-idiomaticas,Expressão idiomática 'Isso mesmo',"A glosa deve usar o sinal LÍNGUA-FORA para representar o sentido idiomático de 'isso mesmo', 'é, é, é' ou 'exatamente isso'.","A frase em português contém a expressão 'isso mesmo', 'é, é, é' ou 'exatamente isso'.",true,Isso mesmo! -> LÍNGUA-FORA,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,345,"(16) LÍNGUA-FORA Isso mesmo! É, é, é! Exatamente isso!",voice2sign,voice2sign,,Verifica presença do sinal LÍNGUA-FORA na glosa escrita.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.015,expressoes-idiomaticas,Expressão idiomática 'LÁBIOS-FECHADOS',"A glosa deve usar a etiqueta LÁBIOS-FECHADOS para representar a expressão idiomática, e não a tradução literal das palavras 'lábios' e 'fechados' separadamente ou outras variações.","A frase em português expressa os significados 'Como consegue?', 'Impressionante!', 'Que coisa!', 'Viu aí o que eu consigo?' ou 'Viu que eu sei?'.",true,Como consegue? -> LÁBIOS-FECHADOS ; Impressionante! -> LÁBIOS-FECHADOS,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,346,(17) LÁBIOS-FECHADOS Como consegue? Impressionante! Que coisa! Viu aí o que eu consigo? Viu que eu sei?,voice2sign,voice2sign,,Verifica se a etiqueta específica aparece na sequência escrita.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.016,expressoes-idiomaticas,Expressão idiomática 'LÁBIOS-TREME',"A glosa deve usar a etiqueta LÁBIOS-TREME para representar a expressão idiomática, e não a tradução literal das palavras 'lábios' e 'treme' separadamente.",A frase em português expressa o significado 'Que desânimo!'.,true,Que desânimo! -> LÁBIOS-TREME,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,346,(18) LÁBIOS-TREME Que desânimo!,voice2sign,voice2sign,,Verifica presença da etiqueta específica na sequência linear.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.017,expressoes-idiomaticas,Expressão idiomática 'MÃOS LEVES',"A glosa deve usar a sequência MÃOS LEVES para representar a expressão idiomática, e não a tradução literal de 'mãos leves' como adjetivo físico ou outras variações.","A frase em português expressa os significados 'Tem mãos leves.', 'Tem fluência em Libras.', 'Ter mãos fáceis de entender.', 'Tem boa lábia.' ou 'Bom de papo.'",true,Tem fluência em Libras. -> MÃOS LEVES ; Tem boa lábia. -> MÃOS LEVES,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,348,(19) MÃOS LEVES Tem mãos leves. Tem fluência em Libras. Ter mãos fáceis de entender. Tem boa lábia. Bom de papo.,voice2sign,voice2sign,,Basta verificar se a sequência escrita é exatamente MÃOS LEVES.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.018,expressoes-idiomaticas,Expressão idiomática 'MÃOS DURAS',"A glosa deve usar a sequência MÃOS DURAS para representar a expressão idiomática, e não a tradução literal de 'mãos duras' como adjetivo físico ou outras variações.","A frase em português expressa os significados 'Tem mãos pesadas.', 'Tem pouca fluência em Libras.', 'Mãos difíceis de entender.' ou 'Papo estranho.'",true,Tem pouca fluência em Libras. -> MÃOS DURAS ; Papo estranho. -> MÃOS DURAS,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,348,(20) MÃOS DURAS Tem mãos pesadas. Tem pouca fluência em Libras. Mãos difíceis de entender. Papo estranho.,voice2sign,voice2sign,,Basta verificar se a sequência MÃOS DURAS aparece na glosa.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.019,expressoes-idiomaticas,Expressão idiomática 'MÃO-BALANÇAR-BAIXO',"A glosa deve usar a etiqueta MÃO-BALANÇAR-BAIXO para representar a expressão idiomática, e não a tradução literal de 'mão balançar baixo' ou 'mão caiu'.","A frase em português expressa os significados 'Minha mão quase caiu de tanto chamar!', 'Quase perdi a mão de tanto chamar!', 'Vou parar de chamar a atenção!' ou 'Desanimei!'.",true,Minha mão quase caiu de tanto chamar! -> MÃO-BALANÇAR-BAIXO ; Desanimei! -> MÃO-BALANÇAR-BAIXO,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,348,(21) MÃO-BALANÇAR-BAIXO Minha mão quase caiu de tanto chamar! Quase perdi a mão de tanto chamar! Vou parar de chamar a atenção! Desanimei!,voice2sign,voice2sign,,Verifica se a etiqueta específica MÃO-BALANÇAR-BAIXO aparece na glosa.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.020,expressoes-idiomaticas,Expressão idiomática 'Desconsidere isso' (OLHOS-SAIR),"A glosa deve usar a sequência OLHOS-SAIR para expressar os significados 'Desconsidere isso', 'Melhor ignorar' ou 'Isso é bobagem'.","A frase em português expressa o sentido de desconsiderar algo, ignorar algo ou considerar algo bobagem.",true,Desconsidere isso! -> OLHOS-SAIR ; Melhor ignorar! -> OLHOS-SAIR ; Isso é bobagem! -> OLHOS-SAIR,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,349,(22) OLHOS-SAIR Entrar por “olho” e sair por outro. Desconsidere isso! Melhor ignorar! Isso é bobagem!,voice2sign,voice2sign,,A regra exige a presença exata da sequência escrita OLHOS-SAIR.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.021,expressoes-idiomaticas,Expressão idiomática 'Desconsidere isso' (OUVIDOS-SAIR),"A glosa deve usar a sequência OUVIDOS-SAIR para expressar os significados 'Desconsidere isso', 'Melhor ignorar', 'Isso é bobagem' ou 'Isso não me atinge'.","A frase em português expressa o sentido de desconsiderar algo, ignorar algo, considerar algo bobagem ou que algo não afeta o interlocutor.",true,Desconsidere isso! -> OUVIDOS-SAIR ; Melhor ignorar! -> OUVIDOS-SAIR ; Isso é bobagem! -> OUVIDOS-SAIR ; Isso não me atinge! -> OUVIDOS-SAIR,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,349,(23) OUVIDOS-SAIR Entrar num ouvido e sair no outro Desconsidere isso! Melhor ignorar! Isso é bobagem! Isso não me atinge!,voice2sign,voice2sign,,Basta verificar se a sequência OUVIDOS-SAIR está presente na glosa.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.022,expressoes-idiomaticas,Expressão idiomática 'Preste atenção' (VEJA),A glosa deve usar o sinal VEJA para expressar os significados 'Vejam o que está sendo dito' ou 'Preste atenção'.,A frase em português é um imperativo para prestar atenção ou ver o que está sendo dito.,true,Vejam o que está sendo dito! -> VEJA ; Preste atenção! -> VEJA,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,349,(24) VEJA Vejam o que está sendo dito! Preste atenção!,voice2sign,voice2sign,,Basta verificar se a etiqueta VEJA aparece na glosa.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.023,expressoes-idiomaticas,Expressão idiomática 'Preste atenção' (OUÇA),A glosa deve usar o sinal OUÇA para expressar os significados 'Ouçam o que está sendo dito' ou 'Preste atenção'.,A frase em português é um imperativo para prestar atenção ou ouvir o que está sendo dito.,true,Ouçam o que está sendo dito! -> OUÇA ; Preste atenção! -> OUÇA,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,349,(25) OUÇA Ouçam o que está sendo dito! Preste atenção!,voice2sign,voice2sign,,Basta verificar se a etiqueta OUÇA aparece na glosa.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.024,expressoes-idiomaticas,Expressão idiomática 'Papo furado' (MÃOS/DEDOS-BALANÇAR),"A glosa deve usar a sequência MÃOS/DEDOS-BALANÇAR para expressar os significados 'Papo furado', 'Contar lorota', 'Ótima lábia', 'Malicioso', 'Manipulador' ou 'El@ é persuasivo'.","A frase em português descreve alguém que fala demais, mente, é persuasivo, manipulador ou tem 'papo furado'.",true,Papo furado. -> MÃOS/DEDOS-BALANÇAR ; Contar lorota. -> MÃOS/DEDOS-BALANÇAR ; Ótima lábia. -> MÃOS/DEDOS-BALANÇAR ; Malicioso. -> MÃOS/DEDOS-BALANÇAR ; Manipulador. -> MÃOS/DEDOS-BALANÇAR ; El@ é persuasivo. -> MÃOS/DEDOS-BALANÇAR,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,350,(26) MÃOS/DEDOS-BALANÇAR Papo furado. Contar lorota. Ótima lábia. Malicioso. Manipulador. El@ é persuasivo.,voice2sign,voice2sign,,Basta verificar se a sequência escrita corresponde à glosa exigida.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.025,expressoes-idiomaticas,Expressão idiomática 'Falar muita mentira' (MÃOS/DEDOS-LONGOS),A glosa deve usar a sequência MÃOS/DEDOS-LONGOS para expressar os significados 'Falar muita mentira' ou 'Os dedos crescem de tanto mentir'.,A frase em português expressa o ato de mentir muito ou a metáfora de dedos crescendo por mentir.,true,Falar muita mentira. -> MÃOS/DEDOS-LONGOS ; Os dedos crescem de tanto mentir. -> MÃOS/DEDOS-LONGOS,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,350,(27) MÃOS/DEDOS-LONGOS Falar muita mentira. Os dedos crescem de tanto mentir15.,voice2sign,voice2sign,,Basta verificar a presença da sequência escrita na glosa.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.026,expressoes-idiomaticas,Expressão idiomática 'Lavar as mãos' (MÃOS-TIRAR),"A glosa deve usar a sequência MÃOS-TIRAR para expressar os significados 'Estou fora', 'Não se envolver', 'Manter-se neutro' ou 'Lavar as mãos'.","A frase em português expressa a ideia de se desvincular, ficar neutro, não se envolver ou 'lavar as mãos' de algo.",true,Estou fora. -> MÃOS-TIRAR ; Não se envolver. -> MÃOS-TIRAR ; Manter-se neutro. -> MÃOS-TIRAR ; Lavar as mãos. -> MÃOS-TIRAR,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,350,(28) MÃOS-TIRAR Estou fora. Não se envolver. Manter-se neutro. Lavar as mãos.,voice2sign,voice2sign,,Basta verificar se a sequência MÃOS-TIRAR aparece na glosa.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.027,expressoes-idiomaticas,Expressão idiomática 'Lavar as mãos' (MÃOS-LIMPAR),"A glosa deve usar a sequência MÃOS-LIMPAR para expressar os significados 'Lavar as mãos', 'Não dar mais palpite', 'Estou fora' ou 'Já fiz a minha parte'.","A frase em português expressa a ideia de 'lavar as mãos', não dar mais opinião, estar fora ou ter concluído sua parte.",true,Lavar as mãos. -> MÃOS-LIMPAR ; Não dar mais palpite! -> MÃOS-LIMPAR ; Estou fora! -> MÃOS-LIMPAR ; Já fiz a minha parte! -> MÃOS-LIMPAR,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,351,(29) MÃOS-LIMPAR Lavar as mãos. Não dar mais palpite! Estou fora! Já fiz a minha parte!,voice2sign,voice2sign,,Basta verificar se a sequência MÃOS-LIMPAR aparece na glosa.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.028,expressoes-idiomaticas,Expressão idiomática 'Não sei de nada' (MÃOS-SOPRAR-CADA),A glosa deve usar a sequência MÃOS-SOPRAR-CADA para expressar os significados 'Não sei de nada' ou 'Não estou sabendo de nada'.,A frase em português expressa ignorância sobre um fato ou negação de conhecimento.,true,Não sei de nada! -> MÃOS-SOPRAR-CADA ; Não estou sabendo de nada! -> MÃOS-SOPRAR-CADA,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,351,(30) MÃOS-SOPRAR-CADA Não sei de nada! Não estou sabendo de nada!,voice2sign,voice2sign,,A regra exige a presença exata da sequência de sinais escrita.
voice2sign,LIBRAS.EXPRESSOES-IDIOMATICAS.029,expressoes-idiomaticas,Expressão idiomática 'Calar as mãos' (MÃOd^BATE-MÃOe E MÃOe-BATE-MÃOd),"A glosa deve usar a sequência MÃOd^BATE-MÃOe E MÃOe-BATE-MÃOd para expressar os significados 'Calar as mãos', 'Pare de falar', 'Cala-te, mão', 'Fique de fora', 'Fique quieto' ou 'Fique na sua'.","A frase em português é um imperativo para calar, ficar quieto, ficar na sua ou ficar de fora.",true,"Calar as mãos -> MÃOd^BATE-MÃOe E MÃOe-BATE-MÃOd ; Pare de falar! -> MÃOd^BATE-MÃOe E MÃOe-BATE-MÃOd ; Cala-te, mão! -> MÃOd^BATE-MÃOe E MÃOe-BATE-MÃOd ; Fique de fora! -> MÃOd^BATE-MÃOe E MÃOe-BATE-MÃOd ; Fique quieto! -> MÃOd^BATE-MÃOe E MÃOe-BATE-MÃOd ; Fique na sua! -> MÃOd^BATE-MÃOe E MÃOe-BATE-MÃOd",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,351,"(31) MÃOd^BATE-MÃOe E MÃOe-BATE- -MÃOd Calar as mãos16 Pare de falar! “Cala-te, mão!” Fique de fora! Fique quieto! Fique na sua!",voice2sign,voice2sign,,A regra exige uma sequência específica de etiquetas na glosa.
