id,categoria,titulo,descricao,gatilho,exemplos,ids_origem,justificativa_fusao,fontes
VOL1.EXPRESSOES-IDIOMATICAS.8,expressoes-idiomaticas,Expressão idiomática 'Não prestar atenção',A glosa deve usar a sequência de sinais ORELHA BARATA para representar o sentido idiomático de 'não prestar atenção' ou 'não dar bola para as coisas'.,A frase em português contém a expressão 'não prestar atenção' ou 'não dar bola para as coisas'.,Não prestar atenção. -> ORELHA BARATA,LIBRAS.EXPRESSOES-IDIOMATICAS.009,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.344
VOL1.EXPRESSOES-IDIOMATICAS.9,expressoes-idiomaticas,Expressão idiomática 'Bom observador',"A glosa deve usar a sequência de sinais OLHO CARO para representar o sentido idiomático de 'ter olhos de águia', 'ter olhar atento' ou 'bom observador'.","A frase em português contém a expressão 'bom observador', 'ter olhos de águia' ou 'ter olhar atento'.",Bom observador. -> OLHO CARO,LIBRAS.EXPRESSOES-IDIOMATICAS.010,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.344
VOL1.EXPRESSOES-IDIOMATICAS.10,expressoes-idiomaticas,Expressão idiomática 'Como é voado',"A glosa deve usar a sequência de sinais OLHO BARATO para representar o sentido idiomático de 'ter olhar desatento', 'não prestar atenção' ou 'como é voado'.","A frase em português contém a expressão 'como é voado', 'ter olhar desatento' ou 'não prestar atenção'.",Como é voado! -> OLHO BARATO,LIBRAS.EXPRESSOES-IDIOMATICAS.011,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.344
VOL1.EXPRESSOES-IDIOMATICAS.11,expressoes-idiomaticas,Expressão idiomática 'Não se amole',"A glosa deve usar o sinal composto PEITO-BATER-MÃO-FECHADA para representar o sentido idiomático de 'não se amole com isso', 'deixar pra lá' ou 'ignore isso'.","A frase em português contém a expressão 'não se amole', 'deixar pra lá' ou 'ignore isso'.",Não se amole com isso -> PEITO-BATER-MÃO-FECHADA,LIBRAS.EXPRESSOES-IDIOMATICAS.012,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.345
VOL1.EXPRESSOES-IDIOMATICAS.12,expressoes-idiomaticas,Expressão idiomática 'Radiante da vida',A glosa deve usar o sinal SORRISO-DUPLO para representar o sentido idiomático de 'dar o maior sorriso do mundo' ou 'radiante da vida'.,A frase em português contém a expressão 'radiante da vida' ou 'dar o maior sorriso do mundo'.,Radiante da vida! -> SORRISO-DUPLO,LIBRAS.EXPRESSOES-IDIOMATICAS.013,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.345
VOL1.EXPRESSOES-IDIOMATICAS.13,expressoes-idiomaticas,Expressão idiomática 'Isso mesmo',"A glosa deve usar o sinal LÍNGUA-FORA para representar o sentido idiomático de 'isso mesmo', 'é, é, é' ou 'exatamente isso'.","A frase em português contém a expressão 'isso mesmo', 'é, é, é' ou 'exatamente isso'.",Isso mesmo! -> LÍNGUA-FORA,LIBRAS.EXPRESSOES-IDIOMATICAS.014,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.345
VOL1.EXPRESSOES-IDIOMATICAS.14,expressoes-idiomaticas,Expressão idiomática 'LÁBIOS-FECHADOS',"A glosa deve usar a etiqueta LÁBIOS-FECHADOS para representar a expressão idiomática, e não a tradução literal das palavras 'lábios' e 'fechados' separadamente ou outras variações.","A frase em português expressa os significados 'Como consegue?', 'Impressionante!', 'Que coisa!', 'Viu aí o que eu consigo?' ou 'Viu que eu sei?'.",Como consegue? -> LÁBIOS-FECHADOS ; Impressionante! -> LÁBIOS-FECHADOS,LIBRAS.EXPRESSOES-IDIOMATICAS.015,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.346
VOL1.EXPRESSOES-IDIOMATICAS.15,expressoes-idiomaticas,Expressão idiomática 'LÁBIOS-TREME',"A glosa deve usar a etiqueta LÁBIOS-TREME para representar a expressão idiomática, e não a tradução literal das palavras 'lábios' e 'treme' separadamente.",A frase em português expressa o significado 'Que desânimo!'.,Que desânimo! -> LÁBIOS-TREME,LIBRAS.EXPRESSOES-IDIOMATICAS.016,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.346
VOL1.EXPRESSOES-IDIOMATICAS.16,expressoes-idiomaticas,Expressão idiomática 'MÃOS LEVES',"A glosa deve usar a sequência MÃOS LEVES para representar a expressão idiomática, e não a tradução literal de 'mãos leves' como adjetivo físico ou outras variações.","A frase em português expressa os significados 'Tem mãos leves.', 'Tem fluência em Libras.', 'Ter mãos fáceis de entender.', 'Tem boa lábia.' ou 'Bom de papo.'",Tem fluência em Libras. -> MÃOS LEVES ; Tem boa lábia. -> MÃOS LEVES,LIBRAS.EXPRESSOES-IDIOMATICAS.017,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.348
VOL1.EXPRESSOES-IDIOMATICAS.17,expressoes-idiomaticas,Expressão idiomática 'MÃOS DURAS',"A glosa deve usar a sequência MÃOS DURAS para representar a expressão idiomática, e não a tradução literal de 'mãos duras' como adjetivo físico ou outras variações.","A frase em português expressa os significados 'Tem mãos pesadas.', 'Tem pouca fluência em Libras.', 'Mãos difíceis de entender.' ou 'Papo estranho.'",Tem pouca fluência em Libras. -> MÃOS DURAS ; Papo estranho. -> MÃOS DURAS,LIBRAS.EXPRESSOES-IDIOMATICAS.018,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.348
VOL1.EXPRESSOES-IDIOMATICAS.18,expressoes-idiomaticas,Expressão idiomática 'MÃO-BALANÇAR-BAIXO',"A glosa deve usar a etiqueta MÃO-BALANÇAR-BAIXO para representar a expressão idiomática, e não a tradução literal de 'mão balançar baixo' ou 'mão caiu'.","A frase em português expressa os significados 'Minha mão quase caiu de tanto chamar!', 'Quase perdi a mão de tanto chamar!', 'Vou parar de chamar a atenção!' ou 'Desanimei!'.",Minha mão quase caiu de tanto chamar! -> MÃO-BALANÇAR-BAIXO ; Desanimei! -> MÃO-BALANÇAR-BAIXO,LIBRAS.EXPRESSOES-IDIOMATICAS.019,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.348
VOL1.EXPRESSOES-IDIOMATICAS.19,expressoes-idiomaticas,Expressão idiomática 'Desconsidere isso' (OLHOS-SAIR),"A glosa deve usar a sequência OLHOS-SAIR para expressar os significados 'Desconsidere isso', 'Melhor ignorar' ou 'Isso é bobagem'.","A frase em português expressa o sentido de desconsiderar algo, ignorar algo ou considerar algo bobagem.",Desconsidere isso! -> OLHOS-SAIR ; Melhor ignorar! -> OLHOS-SAIR ; Isso é bobagem! -> OLHOS-SAIR,LIBRAS.EXPRESSOES-IDIOMATICAS.020,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.349
VOL1.EXPRESSOES-IDIOMATICAS.20,expressoes-idiomaticas,Expressão idiomática 'Desconsidere isso' (OUVIDOS-SAIR),"A glosa deve usar a sequência OUVIDOS-SAIR para expressar os significados 'Desconsidere isso', 'Melhor ignorar', 'Isso é bobagem' ou 'Isso não me atinge'.","A frase em português expressa o sentido de desconsiderar algo, ignorar algo, considerar algo bobagem ou que algo não afeta o interlocutor.",Desconsidere isso! -> OUVIDOS-SAIR ; Melhor ignorar! -> OUVIDOS-SAIR ; Isso é bobagem! -> OUVIDOS-SAIR ; Isso não me atinge! -> OUVIDOS-SAIR,LIBRAS.EXPRESSOES-IDIOMATICAS.021,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.349
VOL1.EXPRESSOES-IDIOMATICAS.21,expressoes-idiomaticas,Expressão idiomática 'Preste atenção' (VEJA),A glosa deve usar o sinal VEJA para expressar os significados 'Vejam o que está sendo dito' ou 'Preste atenção'.,A frase em português é um imperativo para prestar atenção ou ver o que está sendo dito.,Vejam o que está sendo dito! -> VEJA ; Preste atenção! -> VEJA,LIBRAS.EXPRESSOES-IDIOMATICAS.022,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.349
VOL1.EXPRESSOES-IDIOMATICAS.22,expressoes-idiomaticas,Expressão idiomática 'Preste atenção' (OUÇA),A glosa deve usar o sinal OUÇA para expressar os significados 'Ouçam o que está sendo dito' ou 'Preste atenção'.,A frase em português é um imperativo para prestar atenção ou ouvir o que está sendo dito.,Ouçam o que está sendo dito! -> OUÇA ; Preste atenção! -> OUÇA,LIBRAS.EXPRESSOES-IDIOMATICAS.023,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.349
VOL1.EXPRESSOES-IDIOMATICAS.23,expressoes-idiomaticas,Expressão idiomática 'Papo furado' (MÃOS/DEDOS-BALANÇAR),"A glosa deve usar a sequência MÃOS/DEDOS-BALANÇAR para expressar os significados 'Papo furado', 'Contar lorota', 'Ótima lábia', 'Malicioso', 'Manipulador' ou 'El@ é persuasivo'.","A frase em português descreve alguém que fala demais, mente, é persuasivo, manipulador ou tem 'papo furado'.",Papo furado. -> MÃOS/DEDOS-BALANÇAR ; Contar lorota. -> MÃOS/DEDOS-BALANÇAR ; Ótima lábia. -> MÃOS/DEDOS-BALANÇAR ; Malicioso. -> MÃOS/DEDOS-BALANÇAR ; Manipulador. -> MÃOS/DEDOS-BALANÇAR ; El@ é persuasivo. -> MÃOS/DEDOS-BALANÇAR,LIBRAS.EXPRESSOES-IDIOMATICAS.024,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.350
VOL1.EXPRESSOES-IDIOMATICAS.24,expressoes-idiomaticas,Expressão idiomática 'Falar muita mentira' (MÃOS/DEDOS-LONGOS),A glosa deve usar a sequência MÃOS/DEDOS-LONGOS para expressar os significados 'Falar muita mentira' ou 'Os dedos crescem de tanto mentir'.,A frase em português expressa o ato de mentir muito ou a metáfora de dedos crescendo por mentir.,Falar muita mentira. -> MÃOS/DEDOS-LONGOS ; Os dedos crescem de tanto mentir. -> MÃOS/DEDOS-LONGOS,LIBRAS.EXPRESSOES-IDIOMATICAS.025,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.350
VOL1.EXPRESSOES-IDIOMATICAS.25,expressoes-idiomaticas,Expressão idiomática 'Lavar as mãos' (MÃOS-TIRAR),"A glosa deve usar a sequência MÃOS-TIRAR para expressar os significados 'Estou fora', 'Não se envolver', 'Manter-se neutro' ou 'Lavar as mãos'.","A frase em português expressa a ideia de se desvincular, ficar neutro, não se envolver ou 'lavar as mãos' de algo.",Estou fora. -> MÃOS-TIRAR ; Não se envolver. -> MÃOS-TIRAR ; Manter-se neutro. -> MÃOS-TIRAR ; Lavar as mãos. -> MÃOS-TIRAR,LIBRAS.EXPRESSOES-IDIOMATICAS.026,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.350
VOL1.EXPRESSOES-IDIOMATICAS.26,expressoes-idiomaticas,Expressão idiomática 'Lavar as mãos' (MÃOS-LIMPAR),"A glosa deve usar a sequência MÃOS-LIMPAR para expressar os significados 'Lavar as mãos', 'Não dar mais palpite', 'Estou fora' ou 'Já fiz a minha parte'.","A frase em português expressa a ideia de 'lavar as mãos', não dar mais opinião, estar fora ou ter concluído sua parte.",Lavar as mãos. -> MÃOS-LIMPAR ; Não dar mais palpite! -> MÃOS-LIMPAR ; Estou fora! -> MÃOS-LIMPAR ; Já fiz a minha parte! -> MÃOS-LIMPAR,LIBRAS.EXPRESSOES-IDIOMATICAS.027,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.351
VOL1.EXPRESSOES-IDIOMATICAS.27,expressoes-idiomaticas,Expressão idiomática 'Não sei de nada' (MÃOS-SOPRAR-CADA),A glosa deve usar a sequência MÃOS-SOPRAR-CADA para expressar os significados 'Não sei de nada' ou 'Não estou sabendo de nada'.,A frase em português expressa ignorância sobre um fato ou negação de conhecimento.,Não sei de nada! -> MÃOS-SOPRAR-CADA ; Não estou sabendo de nada! -> MÃOS-SOPRAR-CADA,LIBRAS.EXPRESSOES-IDIOMATICAS.028,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.351
VOL1.EXPRESSOES-IDIOMATICAS.28,expressoes-idiomaticas,Expressão idiomática 'Calar as mãos' (MÃOd^BATE-MÃOe E MÃOe-BATE-MÃOd),"A glosa deve usar a sequência MÃOd^BATE-MÃOe E MÃOe-BATE-MÃOd para expressar os significados 'Calar as mãos', 'Pare de falar', 'Cala-te, mão', 'Fique de fora', 'Fique quieto' ou 'Fique na sua'.","A frase em português é um imperativo para calar, ficar quieto, ficar na sua ou ficar de fora.","Calar as mãos -> MÃOd^BATE-MÃOe E MÃOe-BATE-MÃOd ; Pare de falar! -> MÃOd^BATE-MÃOe E MÃOe-BATE-MÃOd ; Cala-te, mão! -> MÃOd^BATE-MÃOe E MÃOe-BATE-MÃOd ; Fique de fora! -> MÃOd^BATE-MÃOe E MÃOe-BATE-MÃOd ; Fique quieto! -> MÃOd^BATE-MÃOe E MÃOe-BATE-MÃOd ; Fique na sua! -> MÃOd^BATE-MÃOe E MÃOe-BATE-MÃOd",LIBRAS.EXPRESSOES-IDIOMATICAS.029,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.351
VOL1.EXPRESSOES-IDIOMATICAS.29,expressoes-idiomaticas,Expressão idiomática 'Fluente em Libras' (MÃOS-HABILIDOSAS),A glosa deve usar a sequência MÃOS-HABILIDOSAS para expressar o significado 'Extremamente fluente em Libras'.,A frase em português descreve alguém como extremamente fluente ou habilidoso em Libras.,Extremamente fluente em Libras. -> MÃOS-HABILIDOSAS,LIBRAS.EXPRESSOES-IDIOMATICAS.030,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.351
VOL1.EXPRESSOES-IDIOMATICAS.30,expressoes-idiomaticas,Expressão idiomática 'Preconceito' (ESMAGAR),"A glosa deve usar o sinal ESMAGAR para expressar os significados 'preconceito', 'opressão', 'discriminação', 'vingança', 'destruir' ou 'estigmatizar'.","A frase em português expressa conceitos de preconceito, opressão, discriminação, vingança, destruição ou estigmatização.","Refere-se ao preconceito, à opressão, à discriminação ou à vingança. -> ESMAGAR ; Destruir. -> ESMAGAR ; Estigmatizar. -> ESMAGAR",LIBRAS.EXPRESSOES-IDIOMATICAS.031,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.352
VOL1.EXPRESSOES-IDIOMATICAS.31,expressoes-idiomaticas,Expressão idiomática 'Tomar conta de alguém' (3-DEVORAR-1),"A glosa deve usar a sequência 3-DEVORAR-1 para expressar os significados 'Engolir, absorver, impregnar', 'Tomar conta de alguém', 'Tome cuidado' ou 'Agrupar a essência'.","A frase em português expressa a ideia de algo tomar conta de alguém, engolir, absorver ou impregnar.","Engolir, absorver, impregnar… -> 3-DEVORAR-1 ; Tomar conta de alguém. -> 3-DEVORAR-1 ; Tome cuidado! -> 3-DEVORAR-1 ; Agrupar a essência. -> 3-DEVORAR-1",LIBRAS.EXPRESSOES-IDIOMATICAS.032,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.352
VOL1.EXPRESSOES-IDIOMATICAS.32,expressoes-idiomaticas,Expressão idiomática 'Faltou eu',"A glosa deve usar a sequência BOCA-BATER-PASSAR para representar o significado 'Faltou eu', 'Me deixaram de fora' ou 'Não se lembraram de mim'.","A frase em português expressa o sentido de ter sido esquecido, deixado de fora ou não ter sido lembrado (ex: 'Faltou eu', 'Me deixaram de fora').",Faltou eu! -> BOCA-BATER-PASSAR ; Me deixaram de fora! -> BOCA-BATER-PASSAR ; Não se lembraram de mim! -> BOCA-BATER-PASSAR,LIBRAS.EXPRESSOES-IDIOMATICAS.033,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.360
VOL1.EXPRESSOES-IDIOMATICAS.33,expressoes-idiomaticas,Expressão idiomática 'Estou pasma/chocada',"A glosa deve usar a sequência QUEIXO-MÃO-BATER-PASSAR (ou PASA) para representar o significado 'Nossa!', 'Estou pasma', 'Estou passado/a' ou 'Estou chocada'.","A frase em português expressa espanto, choque ou estar pasmo (ex: 'Nossa!', 'Estou pasma', 'Estou chocada').",Nossa! -> QUEIXO-MÃO-BATER-PASSAR ; Estou pasma! -> QUEIXO-MÃO-BATER-PASSAR ; Estou chocada! -> QUEIXO-MÃO-BATER-PASSAR,LIBRAS.EXPRESSOES-IDIOMATICAS.034,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.360
VOL1.EXPRESSOES-IDIOMATICAS.34,expressoes-idiomaticas,Expressão idiomática 'Não tem mais jeito',"A glosa deve usar a sequência MÃOS-PEITO-APERTAR para representar o significado 'Não tem mais jeito', 'Infelizmente' ou 'Não há mais o que fazer'.","A frase em português expressa resignação, falta de alternativa ou infelicidade (ex: 'Não tem mais jeito', 'Infelizmente').",Não tem mais jeito! -> MÃOS-PEITO-APERTAR ; Infelizmente! -> MÃOS-PEITO-APERTAR ; Não há mais o que fazer. -> MÃOS-PEITO-APERTAR,LIBRAS.EXPRESSOES-IDIOMATICAS.035,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.360
VOL1.EXPRESSOES-IDIOMATICAS.35,expressoes-idiomaticas,Expressão idiomática 'Assim não dá',A glosa deve usar a sequência U-GIRA para representar o significado 'Assim não dá' ou 'Impossível acreditar que aconteceu assim'.,"A frase em português expressa impossibilidade ou incredulidade diante de uma situação (ex: 'Assim não dá', 'Impossível acreditar').",Assim não dá! -> U-GIRA ; Impossível acreditar que aconteceu assim. -> U-GIRA,LIBRAS.EXPRESSOES-IDIOMATICAS.036,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.360
VOL1.EXPRESSOES-IDIOMATICAS.36,expressoes-idiomaticas,Expressão idiomática 'Visão restrita da deficiência',A glosa deve usar a sequência ORELHA-QUADRADA para representar o significado 'Só enxerga a orelha (do surdo)' ou 'Tem visão restrita (da) deficiência'.,A frase em português critica alguém por ter uma visão limitada ou restrita apenas à perspectiva da deficiência (ex: 'Só enxerga a orelha').,Só enxerga a orelha (do surdo). -> ORELHA-QUADRADA ; Tem visão restrita (da) deficiência. -> ORELHA-QUADRADA,LIBRAS.EXPRESSOES-IDIOMATICAS.037,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.361
VOL1.EXPRESSOES-IDIOMATICAS.37,expressoes-idiomaticas,Expressão idiomática 'Não quero falar sobre isso',"A glosa deve usar a sequência BRAÇO-COÇAR para representar o significado 'Falar disso me dá alergia', 'Não quero falar sobre isso' ou 'Não dá para falar sobre isso'.","A frase em português expressa repulsa, alergia ou recusa em discutir um determinado assunto (ex: 'Falar disso me dá alergia', 'Não quero falar sobre isso').",Falar disso me dá alergia. -> BRAÇO-COÇAR ; Não quero falar sobre isso! -> BRAÇO-COÇAR ; Não dá para falar sobre isso. -> BRAÇO-COÇAR,LIBRAS.EXPRESSOES-IDIOMATICAS.038,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia p.361
