pipeline,id,categoria,titulo,descricao,gatilho,verificavel_por_texto,exemplos,fonte_livro,fonte_pagina,fonte_citacao,canal_extracao,canal_confirmado,divergencia,motivo_confirmacao
voice2sign,LIBRAS.SINTAXE.003,sintaxe,Posição do advérbio entre sujeito e verbo,"Quando a frase contém um advérbio (como 'realmente' ou 'então' em função adverbial), este pode aparecer na glosa posicionado entre o sujeito e o verbo, mantendo a estrutura geral SVO.",A frase em português contém um advérbio que modifica o verbo e está posicionado antes do verbo na estrutura sintática.,true,"Então, eu realmente nasci surda. -> ENTÃO IX (eu)S VERDADE NASCERV SURDOO",Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,38,(30) SVO (com o advérbio entre o sujeito e o verbo). ENTÃO IX (eu)S VERDADE NASCERV SURDOO,voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a posição relativa.
voice2sign,LIBRAS.SINTAXE.004,sintaxe,Omissão de argumentos nulos com verbos de concordância,"A glosa pode omitir o argumento (sujeito ou objeto) quando o verbo é marcado com concordância, pois a marcação morfológica do verbo licencia a recuperação do argumento nulo.",A frase contém um verbo com concordância (pessoal ou espacial) e o argumento correspondente é omitido na glosa.,true,Ele fala para mim -> IX (ele)S eleFALAReuV (objeto 'mim' incorporado/implícito no sufixo -eu),Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,41,Os argumentos nulos são licenciados pela marcação morfológica do verbo que facilmente permite recuperar os argumentos nulos.,voice2sign,voice2sign,,A omissão do argumento é visível na sequência linear de glosas.
voice2sign,LIBRAS.SINTAXE.005,sintaxe,Ordem OSV com verbo simples e argumento externo animado,A ordem OSV (Objeto-Sujeito-Verbo) com verbos simples (sem concordância morfológica) é agramatical quando o argumento externo (objeto) é animado. A glosa não deve apresentar essa estrutura para argumentos animados.,"A frase em português tem a ordem OSV (ex: 'O João, a Maria, gosta') e o verbo é simples (sem concordância) e o objeto é animado.",true,"O João, a Maria, gosta. -> *IX JOÃO IX MARIA GOSTAR",Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,42,"No caso dos tipos de sentença com o verbo simples GOSTAR, quando o argumento externo é inanimado, é aceitável e quando o argumento é animado, não é aceitável.",voice2sign,voice2sign,,A ordem dos sinais na glosa é linear e verificável.
voice2sign,LIBRAS.SINTAXE.006,sintaxe,Ordem OSV com verbo simples e argumento externo inanimado,A ordem OSV (Objeto-Sujeito-Verbo) com verbos simples (sem concordância morfológica) é aceitável quando o argumento externo (objeto) é inanimado.,"A frase em português tem a ordem OSV (ex: 'O João, o futebol, gosta') e o verbo é simples (sem concordância) e o objeto é inanimado.",true,"O João, o futebol, gosta. -> IX JOÃO FUTEBOL GOSTAR",Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,42,"No caso dos tipos de sentença com o verbo simples GOSTAR, quando o argumento externo é inanimado, é aceitável e quando o argumento é animado, não é aceitável.",voice2sign,voice2sign,,A ordem dos sinais na glosa é linear e verificável.
voice2sign,LIBRAS.SINTAXE.007,sintaxe,Ordem OSV com verbo simples e AUX,A ordem OSV com verbos simples é aceita quando há a inserção do marcador AUX (concordância referencial) na glosa.,"A frase em português tem a ordem OSV e o verbo é simples, mas a glosa inclui o marcador AUX.",true,"O João, a Maria, gosta. -> IXa JOÃOa IXb MARIAb aAUXb GOSTAR",Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,43,Os exemplos nas diferentes ordens podem também ser derivados quando contam com a inserção de AUX quando associados com verbos simples (um tipo de marcador de concordância referencial).,voice2sign,voice2sign,,A presença do marcador AUX na sequência linear é verificável.
voice2sign,LIBRAS.SINTAXE.008,sintaxe,Ordem SOV com oração subordinada como objeto,"A ordem SOV (Sujeito-Objeto-Verbo) onde o objeto é uma oração subordinada é agramatical, mesmo com marcações não manuais. A glosa não deve apresentar essa estrutura.","A frase em português tem a ordem SOV com objeto subordinado (ex: 'Eu, que a Maria foi embora, acho').",true,"Eu, que a Maria foi embora para algum lugar, acho. -> *IX (eu)S [MARIAa aSAIRloc]O ACHARV",Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,43,Esses exemplos SOV com sentenças complexas considerados agramaticais mesmo com marcações não manuais foram usados como mais uma evidência para a ordem básica SVO por Quadros (1999).,voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a estrutura SOV.
voice2sign,LIBRAS.SINTAXE.009,sintaxe,Ordem OSV com oração subordinada como objeto,"A ordem OSV (Objeto-Sujeito-Verbo) onde o objeto é uma oração subordinada é aceita, mas considerada uma sentença marcada.","A frase em português tem a ordem OSV com objeto subordinado (ex: 'Que a Maria foi embora, eu acho').",true,"Que a Maria foi embora para algum lugar, eu acho. -> [MARIAa aSAIRloc] O IX (eu)S ACHARV",Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,43,"No entanto, quando a marcação não manual foi associada nos testes com diferentes ordenações com estruturas complexas, a ordem OSV foi aceita pelos informantes, mas como uma sentença marcada.",voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a estrutura OSV.
voice2sign,LIBRAS.SINTAXE.010,sintaxe,Flexibilidade de ordem com verbos de concordância,"Verbos com concordância morfológica permitem maior flexibilidade na ordem dos sinais (incluindo ordens não-SVO) mesmo com argumentos animados, pois o verbo incorpora a informação sintática dos argumentos.","O verbo na glosa é um verbo de concordância (ex: ASSISTIR, INFORMAR-OLHO) e a ordem dos sinais difere da SVO.",true,"O João, a TV, assisti. -> IX [JOÃOa] [bTV] [aASSISTIRb]",Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,43,"A autora verificou que os verbos com concordância são mais marcados morfologicamente e que isso permite uma flexibilidade maior na ordenação da sentença, mesmo com argumentos animados",voice2sign,voice2sign,,A ordem dos sinais na glosa é linear e verificável.
voice2sign,LIBRAS.SINTAXE.011,sintaxe,Omissão de argumentos com verbos de concordância,"Em verbos com concordância, os argumentos (sujeito, objeto) podem ser omitidos na glosa (argumentos nulos) se a informação for recuperável pela marcação morfológica do verbo.",O verbo na glosa é de concordância e os pronomes/apontações correspondentes ao sujeito ou objeto estão ausentes.,true,(Ela) ajuda (a mim) -> 3AJUDAR1V,Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,44,"Basicamente, os argumentos nulos nas estruturas com verbos com concordância podem ser recuperados pela própria marcação morfológica do verbo associada ao sujeito e ao objeto.",voice2sign,voice2sign,,A ausência dos sinais de pronome na sequência linear é verificável.
voice2sign,LIBRAS.SINTAXE.012,sintaxe,Ordem SOV/OSV para verbos manuais/instrumentais e classificadores,"A glosa deve apresentar a ordem SOV (Sujeito-Objeto-Verbo) ou OSV (Objeto-Sujeito-Verbo), com o verbo manual/instrumental ou classificador verbal posicionado no final da sentença.",A frase em português contém um verbo manual/instrumental (que usa a mão para pegar algo ou substituir instrumento) ou um classificador verbal.,true,"Da estante, pego-o-livro -> ESTANTEO (eu)S PEGAR-LIVROV ; A casa, eu pinto-com-pincel-rolo -> CASAO (eu)S PINCELAR-PAREDE-COM-PINCEL-ROLOV",Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,48,"Esses verbos pesados sempre ficam no final da sentença. Assim, a ordem observada quando esses verbos entram em jogo na produção em Libras é SOV ou OSV.",voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a posição final do verbo.
voice2sign,LIBRAS.SINTAXE.013,sintaxe,Uso de QU em orações subordinadas,"O sinal QU (ou pronome interrogativo) é usado em orações subordinadas (ex: 'quem', 'o que') mesmo quando a sentença principal não é interrogativa. A marcação não manual é associada ao sinal QU, não à sentença inteira.","A frase em português contém uma oração subordinada com pronome relativo/interrogativo (ex: 'saber quem', 'saber o que')",true,Eu quero saber quem o João encontrou -> IX (eu) QUERER SABER [QU-E] qu JOÃO ENCONTRAR ; Eu sei quem ele pegou. -> IX (eu) SABER [QU+] qu IX (ele) PEGAR,Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,57,"Há também construções com qu em sentenças que não são interrogativas (Quadros, 1999). As construções com QU são associadas com marcação não manual, mas sobre o próprio sinal",voice2sign,voice2sign,,A presença do sinal QU na sequência linear é verificável por texto.
voice2sign,LIBRAS.SINTAXE.014,sintaxe,Topicalização move o constituinte para a posição inicial,"Quando um elemento da frase é topicalizado, todo o constituinte correspondente deve ser movido para a posição inicial da sequência de glosas, precedendo o restante da oração.",A frase em português apresenta uma construção topicalizada (elemento deslocado para o início com função de tópico).,true,"De futebol, o João gosta? -> FUTEBOL JOÃO GOSTAR ; Meus primos, alguns Codas, eu sinalizava com eles normalmente. -> PRIMO IX(eles) ALGUNS CODA IX(eu) LÍNGUA-DE-SINAIS NORMAL SÓ",Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,69,"quando o item é topicalizado, é necessário mover todo o constituinte para a posição inicial da sentença",voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a posição inicial.
voice2sign,LIBRAS.SINTAXE.015,sintaxe,Topicalização de advérbios,"Advérbios podem ser topicalizados, aparecendo na posição inicial da glosa, antes do sujeito e do verbo.","A frase em português inicia com um advérbio topicalizado (ex: 'Agora, ...').",true,"Agora, estou com 37 anos. -> AGORA IX(eu) 37",Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,70,"Além da topicalização do objeto, outros itens da sentença também podem ser topicalizados, por exemplo, advérbios.",voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a posição inicial.
voice2sign,LIBRAS.SINTAXE.016,sintaxe,Topicalização de orações (tópico oracional),"Uma oração inteira pode ser topicalizada, aparecendo como um bloco na posição inicial da glosa, seguida pelo restante da frase principal.","A frase em português apresenta uma oração subordinada ou principal deslocada para o início como tópico (ex: 'Há tempo atrás, o grupo dele...').",true,"Há tempo atrás, o grupo dele, naquele período, usava o sinal de VERDE. -> TEMPO-ATRÁS GRUPO DELE USAR SINAL VERDE",Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,72,(101) Sentença com tópico oracional. [TEMPO-ATRÁS Área GRUPO Área DELE Período] top USAR SINAL VERDE,voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a posição inicial do bloco.
voice2sign,LIBRAS.SINTAXE.017,sintaxe,Omissão do verbo copulativo 'É' em predicados estativos,"O sinal 'É' (ser) pode ser omitido na glosa quando o predicado é estativo (sintagma adjetival, preposicional ou adjunto de lugar), resultando em uma estrutura sujeito-predicado sem a realização fonética do verbo copulativo.","A frase em português contém um verbo copulativo 'ser' ou 'estar' introduzindo um predicado estativo (adjetivo, preposição ou locução de lugar).",true,,Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,85,"Quando as ocorrências não apresentam o material fonético, parece que não há um verbo no predicado. Assim, podemos ter uma oração sujeito-predicado, normalmente o predicado com sintagma adjetival, sintagma preposicional ou um adjunto de lugar.",voice2sign,voice2sign,,A omissão do sinal É é verificável pela ausência na sequência escrita.
voice2sign,LIBRAS.SINTAXE.018,sintaxe,Justaposição assindética de orações coordenadas,"A glosa deve apresentar as orações coordenadas justapostas, sem a inclusão de etiquetas de conjunções (como E, OU, MAS) entre elas, a menos que haja um marcador manual explícito na língua. A relação de coordenação é estabelecida pela justaposição e pelo contexto, não por itens lexicais coordenadores.","A frase em português contém orações coordenadas (conjuntivas, disjuntivas ou adversativas) conectadas por conjunções como 'e', 'ou', 'mas'.",true,,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,103,"Nas Línguas de Sinais, sobretudo a ausência de um item lexical coordenador parece frequente, sendo as orações justapostas umas às outras, e o contexto e a relação semântica entre as orações responsáveis pelo estabelecimento do processo de coordenação.",voice2sign,voice2sign,,Verifica ausência de etiquetas de conjunção na sequência linear de glosas.
voice2sign,LIBRAS.SINTAXE.019,sintaxe,Ordem fixa em parataxe,"A ordem das orações na glosa não pode ser alterada aleatoriamente, pois a interdependência semântica exige uma disposição específica para que o enunciado seja inteligível e gramatical.",A frase em português contém orações paratáticas (coordenadas ou justapostas) cuja relação semântica impõe uma ordem específica.,true,"Eu não percebia que eles eram surdos ou eram ouvintes, não. -> IX (eu) NÃO 3PERCEBER1 IX (este) SURDO IX (aquele) OUVINTE NÃO",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,110,"não se pode alterar a ordem em que estão dispostas, sob o risco de tornar o período ininteligível ou mesmo agramatical",voice2sign,voice2sign,,A ordem linear dos sinais na glosa é diretamente verificável.
voice2sign,LIBRAS.SINTAXE.020,sintaxe,Conectivos manuais para parataxe conjuntiva,"A glosa deve conter os sinais TAMBÉM, DEPOIS ou É (com função de 'por isso') para marcar a parataxe conjuntiva.","A frase em português expressa uma relação conjuntiva (adição, sequência ou consequência) entre orações coordenadas.",true,,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,111,"As conjuntivas manuais envolvem marcações manuais com conectores que marcam a parataxe: TAMBÉM, DEPOIS, É (com função de por isso).",voice2sign,voice2sign,,"Basta verificar a presença dos sinais TAMBÉM, DEPOIS ou É na glosa."
voice2sign,LIBRAS.SINTAXE.021,sintaxe,Conectivo OU para parataxe disjuntiva,A glosa deve conter o sinal OU para marcar a parataxe disjuntiva.,A frase em português expressa uma relação disjuntiva (alternância) entre orações coordenadas.,true,"Eu não percebia, que eles eram surdos ou eram ouvintes, não. -> IX (eu) NÃO 3PERCEBER1 IX (este) SURDO IX (aquele) OUVINTE NÃO",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,111,"As marcações manuais indicando pausas, oposições estabelecidas por sinais são expressas por ‘OU’, dedos indicadores para cima em alternância e apontação.",voice2sign,voice2sign,,Basta verificar a presença do sinal OU na sequência escrita.
voice2sign,LIBRAS.SINTAXE.022,sintaxe,Conectivos para parataxe adversativa,"A glosa deve conter um dos conectivos MAS1, MAS2, PALM-UP ou MAS-NÃO-É para marcar a parataxe adversativa.",A frase em português expressa uma relação adversativa (contraste/oposição) entre orações coordenadas.,true,,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,111,"Nós usaremos a referência a quatro conectivos MAS1, MAS2, PALM-UP, MAS-NÃO-É, como será mostrado adiante.",voice2sign,voice2sign,,Basta verificar a presença de um dos conectivos listados na glosa.
voice2sign,LIBRAS.SINTAXE.023,sintaxe,Omissão de conectivos em parataxe,"A glosa pode não conter nenhum conectivo explícito (como TAMBÉM, OU, MAS), pois a coordenação pode ser expressa assindeticamente.",A frase em português contém orações coordenadas (paratáticas).,true,"Eu não percebia, que eles eram surdos ou eram ouvintes, não. -> IX (eu) NÃO 3PERCEBER1 IX (este) SURDO IX (aquele) OUVINTE NÃO",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,112,"Em Línguas de Sinais, predominantemente, as orações paratáticas/coordenadas se articulam sem a presença de um conectivo.",voice2sign,voice2sign,,Basta verificar a ausência de conectivos na sequência linear de glosas.
voice2sign,LIBRAS.SINTAXE.024,sintaxe,Uso de TAMBÉM para inclusão ou equivalência,"A glosa deve conter o sinal TAMBÉM quando a frase em português expressa inclusão ('também', 'além disso') ou equivalência/similitude ('da mesma forma', 'assim como') entre orações ou elementos coordenados.","A frase em português contém marcadores de inclusão ou equivalência (ex: 'também', 'assim como', 'da mesma forma') ligando duas orações ou fatos.",true,Também na outra família do meu pai... eu também era vista como normal -> TAMBÉM ... TAMBÉM,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,117,"Do ponto de vista semântico, o sinal ‘TAMBÉM’ indica inclusão que poderia ser traduzido para o Inglês como ‘moreover’ and ‘also’. Mas também pode indicar equivalência ou similitude",voice2sign,voice2sign,,Basta verificar a presença do sinal TAMBÉM na sequência escrita.
voice2sign,LIBRAS.SINTAXE.025,sintaxe,Boia numérica para enumeração,"A glosa deve conter a etiqueta BOIA-<número> (ex: BOIA-2, BOIA-1) para marcar a enumeração de itens, ideias ou orações coordenadas, indicando a ordem (primeiro, segundo, etc.).","A frase em português apresenta uma lista ou enumeração de eventos, itens ou orações coordenadas (ex: 'primeiro... depois...', 'um... outro...').",true,o primeiro contato foi na infância... e o segundo contato foi na adolescência -> PRIMEIRO [dedo médio. BOIA-2] ... CONTATO [dedo indicador BOIA-1],Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,121,"A boia é um mecanismo gramatical utilizado na Libras... a boia é o uso da segunda mão para ser usada em listas para enumerar coisas, ideias, orações coordenadas, quando indica os dedos em uma ordem",voice2sign,voice2sign,,A presença da etiqueta BOIA-número na glosa é verificável textualmente.
voice2sign,LIBRAS.SINTAXE.026,sintaxe,Boia-IX como marcador de parataxe conjuntiva,"A glosa deve conter a etiqueta 'Boia-IX' (ou 'IX' com anotação de boia) para indicar a relação de parataxe conjuntiva entre orações, quando a apontação é mantida no espaço para referir a um elemento enquanto outro é sinalizado.",A frase em português expressa uma relação de parataxe conjuntiva (coordenação de orações paralelas) e a descrição indica o uso de apontação como boia.,true,"Eu desviei [do curso de teatro] [para o curso de letras libras], daí frequentei um e outro curso simultaneamente. -> IX (eu) Boia-IX (teatro-esquerda) esquerda DESVIAR direita DOIS ALTERNAR",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,124,"Quando a apontação é usada como boia, ela pode ser um mecanismo gramatical de marcação paratática.",voice2sign,voice2sign,,A presença da etiqueta Boia-IX na sequência linear é verificável.
voice2sign,LIBRAS.SINTAXE.027,sintaxe,Sinal É como marcador de parataxe conjuntiva,"A glosa deve conter o sinal 'É' para marcar a composição conjuntiva entre orações correlatas, indicando ênfase afirmativa e correlação entre as partes da unidade oracional complexa.","A frase em português apresenta orações coordenadas com ênfase afirmativa ou correlação entre predicados, e a descrição identifica o uso do sinal 'É' como indicador conjuntivo.",true,"É idioma, é verdadeira para todos nós, é a língua usada por nós, é isso. -> É FS (idioma) É VERDADE IX (nós-todos) É USAR LÍNGUA-DE-SINAIS IX (mão) E(então)",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,126,Outro elemento que indica parataxe conjuntiva é o sinal ‘É’. Esse indicador conjuntivo parece representar o verbo de ligação “ser” na oração...,voice2sign,voice2sign,,A regra exige a presença do sinal escrito É na glosa.
voice2sign,LIBRAS.SINTAXE.028,sintaxe,PALM-UP como marcador de parataxe conjuntiva,"A glosa deve conter o sinal 'PALM-UP' para indicar a marcação conjuntiva entre orações coordenadas, quando o gesto é usado para coordenar orações anteriores com uma subsequente.",A frase em português expressa uma relação conjuntiva entre orações e a descrição identifica o uso do gesto 'PALM-UP' como marcador.,true,"Na verdade, eu olho para mim mesmo, eu sinalizando, é simplesmente natural. -> VERDADE IX (eu) 1VER1 IX (eu) SINALIZAR PALM-UP NATURAL",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,127,"Outro marcador é ‘PALM-UP’, um sinal gestual produzido de forma bastante produtiva com diferentes significados. Em algumas ocorrências, ‘PALM-UP’ pode indicar a marcação conjuntiva",voice2sign,voice2sign,,A regra exige a presença do sinal PALM-UP na sequência escrita.
voice2sign,LIBRAS.SINTAXE.029,sintaxe,Opcionalidade da conjunção manual em orações adversativas,"A conjunção manual adversativa (como MAS1, MAS2, MAS3 ou PALM-UP) não é obrigatória na glosa; a relação adversativa pode ser expressa apenas pela justaposição das orações.","A frase em português expressa uma relação adversativa (contraste, oposição, retificação).",true,Quando o professor é surdo consegue se comunicar melhor... mas quando o professor é ouvinte é inclusão. -> PROFESSOR BOM COMUNICAR PODER EXPLICAR SURDO DV(ASSISTIR) CLARO PARECER IDENTIDADE IGUAL IX (ele) PROFESSOR OUVIR INTÉRPRETE INCLUSÃO,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,134,a presença da conjunção manual não é obrigatória.,voice2sign,voice2sign,,A ausência da conjunção é verificável na sequência linear de glosas.
