pipeline,id,categoria,titulo,descricao,gatilho,verificavel_por_texto,exemplos,fonte_livro,fonte_pagina,fonte_citacao
sign2voice,ASLFD.EXPRESSOES-IDIOMATICAS.011,expressoes-idiomaticas,Wow!,"Expressão de surpresa ou admiração com conotação positiva ou negativa. O tom é determinado pela expressão facial: olhos arregalados e sorriso parcial para positivo, sobrancelhas franzidas para negativo.","Quando algo surpreende, impressiona ou desagrada, especialmente em contexto social.",False,Você vê algo incrível -> WOW! ; Você vê algo ruim -> WOW! (com sobrancelhas franzidas),ASL for Dummies — Cap.19 (Expressões populares),340,"You can use this expression with a positive or a negative connotation. Your facial expression, along with the conversation’s context, tells your friends exactly how you feel about the subject at hand."
sign2voice,ASLFD.TEMPO-ASPECTO.003,tempo-aspecto,Indicação de ação não iniciada ou incompleta com 'not yet',"Para indicar que uma ação ainda não começou ou não foi concluída, o sinal 'NOT YET' é usado no final da frase, com movimento de cabeça ligeiro de lado a lado, como um 'não'. Não se pronuncia 'not yet', apenas se sinaliza.",frase que expressa que uma ação ainda não ocorreu ou não foi concluída,False,ME EAT — NOT YET,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),35,"To show that you’re not yet finished with or you haven’t even started a task, sign the unaccomplished deed and then sign not yet while shaking your head slightly from side to side, as if saying no, though you don’t pronounce not yet, though; you simply sign it."
sign2voice,ASLFD.EXPRESSOES-IDIOMATICAS.002,expressoes-idiomaticas,FINISH como 'enough already' ou 'stop that',"O sinal 'FINISH' pode ser usado como exclamação para indicar 'basta já' ou 'pare com isso', especialmente com expressão facial de impaciência ou repreensão. É feito com uma mão e acompanhado pela pronúncia de 'fish'.","situação de frustração, impaciência ou repreensão",False,FINISH,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),45,"Although finish is used at the beginning of a sentence to show past tense (see the section “Talking Tenses” earlier in this chapter), it’s also used as humor in Sign to indicate “enough already” and as a reprimand meaning “stop that.”"
sign2voice,ASLFD.MORFOLOGIA.002,morfologia,Adjetivos e advérbios expressos por expressões faciais,"Em vez de sinalizar adjetivos ou advérbios como 'small', 'big', 'very', 'loudly', o significado pode ser transmitido por expressões faciais e gestos corporais, como puxar os lábios, franzir as sobrancelhas ou mudar a forma da boca.","descrição de tamanho, intensidade, velocidade ou emoção",False,"PRETTY GIRL: Raise eyebrows, form mouth into an “o” shape ; BAD MOVIE: Turn mouth down in a frown and scrunch eyebrows ; GOOD DOG: Slightly smile and raise eyebrows ; RUN VERY FAST: Scrunch eyebrows and clench jaw",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),32,"Your facial expressions can describe things and actions in ASL. For instance, if something is small or big, you can show its size without actually signing small or big."
sign2voice,ASLFD.MORFOLOGIA.003,morfologia,Formação de agentes por personificação,"Para transformar um verbo em um agente (pessoa que realiza a ação), o sinal do verbo é feito e, em seguida, os dorsos das mãos são deslizados para baixo ao longo dos lados do corpo com os dedos estendidos.","Quando se deseja indicar uma pessoa que realiza uma ação (ex: quem escreve, quem cozinha)",False,WRITE + AGENT = WRITER ; COOK + AGENT = CHEF,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),50,You do it with two simple motions: Sign the verb and then glide the heels of your hands down the sides of your body with your fingers extended outward. The result of this is an agent.
sign2voice,ASLFD.CLASSIFICADORES.001,classificadores,Uso de classificadores para detalhar objetos,"Classificadores são usados para representar objetos, pessoas ou lugares com base em forma, tamanho ou posição. Devem ser usados apenas após o assunto já ter sido introduzido, para esclarecer detalhes específicos.","Após introduzir um assunto, quando se deseja descrever forma, posição ou movimento de um objeto",False,"A handshape with thumb up represents a vase, stop sign, or computer tower ; C handshape represents a muscle, glass, or wad of dollars ; F handshape represents coins, small rocks, or polka dots",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),53,"Once you get the hang of them, you can show off your skill to your Deaf friends and let them teach you more about classifiers."
sign2voice,ASLFD.PERGUNTA.001,pergunta,Sinal de pergunta com expressão facial,"Para indicar uma pergunta em ASL, levante as sobrancelhas e incline a cabeça para frente. Isso sinaliza que a frase é uma pergunta e que o interlocutor está esperando uma resposta.",Quando se faz uma pergunta em ASL,False,SIGN YOU Q ; DEAF YOU Q ; WHAT’S_UP,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),57,"If you ask a question, raise your eyebrows and tilt your head forward; doing so shows others that your sentence is a question and that you’re waiting for a response."
sign2voice,ASLFD.FOCO.001,foco,Construção de diálogo (Constructed Dialogue),"Em ASL, para recontar uma conversa, o signador muda ligeiramente o corpo (ou cintura) para assumir o papel de cada pessoa envolvida, sem precisar repetir o nome após a primeira vez.",Recontar uma conversa entre duas ou mais pessoas,False,"Sheri shifts to the left — Aunt Dee — Orange and cream are too Halloween-like... ; Sheri shifts to the right — Aunt Denni — Don’t be silly, orange is Sheri’s favorite color...",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),76,"When you engage in Constructed Dialogue, keep a couple of things in mind: Make sure the person with whom you’re signing knows the names of the people you’re talking about and also what the gist of the conversation between the two people was."
sign2voice,ASLFD.FOCO.002,foco,Construção de ação (Constructed Action),"Em ASL, para recontar uma ação, o signador realiza o movimento físico da ação (como se estivesse fazendo) em vez de sinalizar palavras, sem necessidade de diálogo.",Recontar uma ação física ou reação emocional de alguém,False,"put on the dress — mirror — short on her legs ; Wanda looks into the mirror and signs short on her legs, with open mouth and wide eyes",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),77,Constructed Action is similar to Constructed Dialogue except that you sign actions instead of words from a conversation.
sign2voice,ASLFD.MORFOLOGIA.008,morfologia,Formação de 'love seat' e 'couch' com base em 'chair',"O sinal para 'love seat' é formado com o sinal de 'chair' com movimento duplo, seguido de uma posição com a mão dominante ao lado da passiva para indicar dois assentos. O sinal para 'couch' é 'chair' com movimento simples, seguido de movimento para fora para indicar múltiplos assentos.",Frase que menciona 'love seat' ou 'couch' após 'chair',False,"To sign love seat, sign chair (double motion), and then, with the same handshape, put your dominant hand next to your passive hand to show a couch for two ; To sign couch, make the sign for chair (single motion), and then move your dominant hand outward to show several seats",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),105,"To sign love seat, sign chair (double motion), and then, with the same handshape, put your dominant hand next to your passive hand to show a couch for two. To sign couch, make the sign for chair (single motion), and then move your dominant hand outward to show several seats."
sign2voice,ASLFD.EXPRESSOES-IDIOMATICAS.006,expressoes-idiomaticas,Flick the light off and on para chamar atenção,"Para chamar a atenção de uma pessoa surda em um cômodo, apague e acenda a luz rapidamente. É uma expressão idiomática comum para sinalizar presença.",Situação em que se deseja chamar a atenção de uma pessoa surda em um cômodo,False,"To get the attention of a Deaf person in a room you’re entering, flick the light off and on — that will do the trick",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),101,"To get the attention of a Deaf person in a room you’re entering, flick the light off and on — that will do the trick."
sign2voice,ASLFD.PRONOMES.002,pronomes,Uso de espaço para referentes ausentes,"Quando se fala de pessoas ou coisas não presentes, um ponto no espaço próximo à mão passiva é usado para representar o referente. O mesmo ponto é usado sempre que se refere à mesma pessoa ou coisa, independentemente do gênero.",referência a alguém ou algo ausente no espaço físico,False,Fingerspell 'Buddy' and point to passive hand area ; Point to a specific place in space to stand in for an absent person or thing,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),114,"If the he, she, or it is nearby, you point your index finger at the person or thing, but if the person or thing isn’t in your general vicinity, you select a specific place in the space in front of you to sort of stand in for the person or thing."
sign2voice,ASLFD.VERBOS.003,verbos,Verbo com movimento direcional para indicar sujeito e objeto,"Verbos em ASL frequentemente usam movimento direcional para indicar o sujeito e o objeto. O movimento da mão dominante vai do local do sujeito para o local do objeto, mesmo que o sujeito esteja ausente.","frase com sujeito e objeto distintos, onde o sujeito está ausente",False,KITCHEN — WANT SEE ME ; COUCH LAMP PICTURES — NEED US,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),107,Debbie: I want to see the kitchen. Sign: KITCHEN — WANT SEE ME
sign2voice,ASLFD.PERGUNTA.003,pergunta,Sinal manual de interrogação no final da frase,"Após a frase interrogativa, o sinal manual de interrogação é repetido no final da frase para indicar claramente que se trata de uma pergunta. O sinal é feito com a mão dominante, movendo-se para cima e para baixo com o punho fechado.",frase que é uma pergunta,False,GOING — WHO Q ; WANT SEE — KITCHEN Q,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),118,"Throughout this book, the letter Q follows all ASL examples and dialogues that are questions. Use the end-of-sentence manual question mark when you see the letter Q in this book."
sign2voice,ASLFD.PERGUNTA.004,pergunta,Sinal manual de interrogação no início da frase,"O sinal manual de interrogação também pode ser colocado no início da frase, especialmente em perguntas mais formais ou quando se deseja destacar a intenção interrogativa.",frase interrogativa com foco no início da pergunta,False,Q GOING — WHO ; Q WANT SEE — KITCHEN,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),118,You also have the option of placing the question mark at the beginning of the sentence:
sign2voice,ASLFD.EXPRESSOES-IDIOMATICAS.007,expressoes-idiomaticas,Propor um brinde com batida na mesa,"Para pedir atenção e propor um brinde em um grupo de surdos, bate-se na mesa com os dedos para criar uma vibração. Isso sinaliza que se tem a palavra e está se convidando para o brinde.","reunião em torno de uma mesa com surdos, desejo de fazer um brinde",False,Knock on the table to create a vibration. You will then have the floor.,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),111,"If you’re gathered around a table with some Deaf folks and you want to propose a toast, knock on the table to create a vibration. You will then have the floor."
sign2voice,ASLFD.EXPRESSOES-IDIOMATICAS.008,expressoes-idiomaticas,Dois pés em um pod,"A expressão idiomática 'like two peas in a pod' é sinalizada cruzando os dedos indicadores e apertando os lábios, com o mesmo movimento usado para 'good luck'. Indica amizade muito próxima.",Quando se quer indicar que dois amigos são muito próximos ou semelhantes,False,Close friends are like two peas in a pod -> crossed fingers and pursing lips,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),127,You can also indicate that close friends are like two peas in a pod by signing crossed fingers and pursing your lips; this sign looks the same as when you cross your fingers to mean “good luck” or “I hope so.”
sign2voice,ASLFD.PERGUNTA.005,pergunta,Formação de perguntas com sinal de interrogação,"Perguntas são formadas ao sinalizar um ponto de interrogação no final da frase, geralmente com movimento de cabeça ou expressão facial. A estrutura da frase pode permanecer como em afirmação.","Frase com intenção de perguntar, especialmente com palavras interrogativas como 'how', 'where', 'what'",False,English: How do I get to the mall? -> Sign: M-A-L-L ARRIVE — HOW Q,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),148,Buddy: How do I get to the mall? Sign: M-A-L-L ARRIVE — HOW Q
sign2voice,ASLFD.SINTAXE.041,sintaxe,Estrutura de frases com 'either...or' e 'neither...nor',"Em respostas a perguntas com 'either...or' ou 'neither...nor', os sinais são usados sem expressão facial de pergunta, com movimento de cabeça fixo ou aceno para 'yes' em 'either', e balanço lateral para 'no' em 'neither'.",Resposta a uma pergunta com 'either...or' ou 'neither...nor',False,APPLES ORANGES — WANT YOU — WHICH ; EITHER FINE,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),160,"When signing either … or and neither … nor, keep in mind that you use these conjunctions to answer these types of questions, not to ask them. So although you don’t use the facial expressions you use to ask questions, you keep your head still or nod 'yes' for affirmation when you sign either, and you shake your head from side to side while signing neither."
sign2voice,ASLFD.EXPRESSOES-IDIOMATICAS.011,expressoes-idiomaticas,Gorging com movimento e expressão facial,"Para sinalizar 'gorging', use ambos os punhos alternadamente para imitar colocar comida na boca, com as bochechas inchadas ou a boca aberta larga. A velocidade do sinal aumenta o efeito de comer muito.",Quando se quer expressar que alguém está comendo muito ou se alimentando excessivamente.,False,"Gorging -> [sinal com ambas as mãos alternando, bochechas inchadas, boca aberta, movimento rápido]",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),168,"If you want to show gorging, sign food with both hands alternately putting food in your mouth while your cheeks are puffed out or your mouth is wide open. The faster you sign, the more you gorge."
sign2voice,ASLFD.EXPRESSOES-IDIOMATICAS.012,expressoes-idiomaticas,Fome extrema com expressão facial e velocidade,"Para sinalizar 'starving', use o sinal 'HUNGRY' mais rápido, abra a boca um pouco mais e use expressão facial de fome.","Quando se quer expressar fome extrema, especialmente em contexto de refeição.",False,"Starving -> HUNGRY (rápido, boca aberta, expressão facial)",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),168,"To sign starving, just sign hungry faster, open your mouth a little, and look hungry."
sign2voice,ASLFD.EXPRESSOES-IDIOMATICAS.013,expressoes-idiomaticas,Sinalizar 'full' com bochechas inchadas,"Para sinalizar 'full', use o sinal 'FULL' com as bochechas inchadas, indicando que a pessoa está satisfeita após comer.",Quando se quer expressar que alguém está cheio após uma refeição.,False,Full -> FULL (com bochechas inchadas),ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),168,"For example, when you sign full, use puffed cheeks."
sign2voice,ASLFD.PRONOMES.007,pronomes,Uso do pronome 'them' com pontuação para indicar terceiros,"O pronome 'THEM' é indicado com um gesto de pontuação para referir-se a terceiros, como o restaurante ou o pessoal da cozinha.","Quando se quer indicar que algo está disponível para outras pessoas, como no cardápio.",False,They have chicken. -> CHICKEN — HAVE THEM (pontuação),ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),175,They have chicken. Sign: CHICKEN — HAVE THEM (point)
sign2voice,ASLFD.SINTAXE.064,sintaxe,Indicação de hora com toque no pulso,"Para indicar a hora, toca-se o pulso (como se fosse um relógio) e depois se sinaliza o número. Para a.m., p.m., manhã, tarde ou noite, adiciona-se o sinal correspondente após o número.",Frase que indica uma hora específica,False,It's 2 o'clock. -> (touch wrist) — 2 — AFTERNOON,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),223,"To distinguish between a.m. and p.m., you sign morning, afternoon, or night after the number."
sign2voice,ASLFD.SINTAXE.065,sintaxe,Indicação de meio-dia e meia-noite,"Para meia-noite, sinaliza-se 12 diretamente para baixo sem tocar o pulso. Para meio-dia, sinaliza-se 12 noon diretamente para cima.",Frase que menciona meia-noite ou meio-dia,False,Midnight -> 12 (straight down) ; Noon -> 12 noon (straight up),ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),223,"For midnight, you don’t touch your wrist; you simply sign the number 12 straight down. And for noon, you sign 12 noon straight up."
sign2voice,ASLFD.SINTAXE.068,sintaxe,Uso de 'cancel' com sinal de X,"O sinal para cancelar uma reserva ou encontro é feito com um X no lado passivo da mão, simbolizando a anulação.",Frase que envolve cancelamento de compromisso,False,The event was cancelled. -> FINISH — EVENT — CANCEL,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),221,The sign for canceling an appointment or date is exactly what you might expect — you make an X on your passive hand.
sign2voice,ASLFD.PRONOMES.011,pronomes,Uso do pronome 'HIM' com pontuação para referência,O pronome 'HIM' é usado com pontuação (movimento do dedo indicador para uma pessoa) para indicar um referente específico no espaço. É comum em perguntas ou afirmações sobre pessoas.,"Frase que se refere a uma pessoa específica (ex: 'Is that the manager?', 'He is the assistant manager')",False,MANAGER — HIM (point) Q ; NO — ASSISTANT MANAGER — HIM,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),239,Is that the manager? Sign: MANAGER — HIM (point) Q
sign2voice,ASLFD.PERGUNTA.007,pergunta,Perguntas retóricas com resposta implícita,"Perguntas retóricas em ASL são feitas com o sinal de pergunta facial (sobrancelhas levantadas), mas o signador responde imediatamente sem esperar resposta, pois o objetivo é enfatizar um ponto, não obter informação.","Frase que apresenta uma pergunta com resposta óbvia ou já conhecida, como 'Brent is on my team.'",False,MY TEAM-- WHO — B-R-E-N-T,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),270,Brent is on my team. Sign: MY TEAM-- WHO — B-R-E-N-T
sign2voice,ASLFD.MORFOLOGIA.016,morfologia,Formação de substantivos compostos com movimento de coleta,"Para formar sinais de atividades que envolvem coleta ou ação repetitiva (como 'stamp collecting'), o sinal é criado com o movimento de reunir objetos na palma da mão.","Frase que descreve uma atividade de coleta ou organização de itens, como 'I collect stamps.'",False,STAMPS — COLLECT ME,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),261,"To sign stamp collecting, sign stamp and then collect — like gathering a bunch of stamps into the palm of your hand."
sign2voice,ASLFD.VERBOS.012,verbos,Uso do sinal 'freeze' para 'stiff',"O sinal 'stiff' é produzido com o mesmo movimento do sinal 'freeze', onde os dedos são dobrados lentamente como se congelassem.","Quando se descreve rigidez corporal, especialmente no pescoço ou em membros.",False,My neck is stiff -> MY NECK — STIFF,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),289,"You sign stiff by using the same sign as freeze. With your hands in front of you, bend all your fingers slowly as if they’re becoming frozen."
sign2voice,ASLFD.VERBOS.013,verbos,Sinal 'bleed' com intensidade variável,O sinal 'bleed' é feito movendo a mão dominante para cima e para baixo rapidamente; a velocidade do movimento indica a gravidade do sangramento.,"Quando se descreve hemorragia ou sangramento, especialmente em contexto de emergência.",False,Her mouth is bleeding -> MOUTH BLEEDING — HER,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),291,"Hemorrhage is the same sign as bleed. To sign bleed, move your dominant hand up and down rapidly. The faster you do it, the heavier the bleeding."
sign2voice,ASLFD.EXPRESSOES-IDIOMATICAS.019,expressoes-idiomaticas,Sinal 'get all the sympathy your hands can hold',"Expressão idiomática usada para descrever uma situação em que alguém está se sentindo mal e deseja ou recebe empatia e apoio emocional, especialmente em contextos de doença ou dor física.",Quando alguém está descrevendo um mal-estar físico e o contexto sugere que está buscando compaixão ou apoio.,False,"When you’re not feeling that well, these sentences can help you get all the sympathy your hands can hold.",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),289,"When you’re not feeling that well, these sentences can help you get all the sympathy your hands can hold."
sign2voice,ASLFD.PRONOMES.012,pronomes,Uso de pronomes com base no espaço,"Pronomes em ASL são frequentemente indicados por localização no espaço, com o uso de pontos fixos para referentes. O espaço é usado para rastrear referentes, e o uso de pronomes depende da posição do referente no espaço.",quando há um referente já estabelecido no espaço,False,THIS	CHAIR	(point)	—	PLEASE	—	SIT,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),29,"In this chapter, we talk about the building blocks that you need to communicate in any language — nouns, verbs, adjectives, and adverbs — and we tell you how to put them together to form simple sentences."
sign2voice,ASLFD.EXPRESSOES-IDIOMATICAS.020,expressoes-idiomaticas,Gesto de 'evil eye' como expressão de desaprovação,"O gesto de 'evil eye' (olhar malicioso ou desaprovador) é usado para expressar desaprovação, desconfiança ou crítica, geralmente com olhos arregalados e olhar fixo. É uma expressão idiomática com uso social e emocional claro.","em situações de desaprovação, crítica ou desconfiança",False,GIVE	SOMEONE	THE	'EVIL	EYE',ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),17,"For example, Sign is interwoven in your gestures when you use your index finger to motion to someone to “come here,” when you shake your head “yes” and “no,” and when you give someone the “evil eye.”"
sign2voice,ASLFD.EXPRESSOES-IDIOMATICAS.021,expressoes-idiomaticas,Gesto de 'off to a good start' como expressão de início promissor,"A expressão 'off to a good start' é usada para indicar que algo começou bem, com potencial para sucesso. É uma expressão idiomática com valor positivo e é comum em contextos de motivação ou avaliação inicial.",quando algo começa com sucesso ou promessa,False,off	to	a	good	start,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),19,You know these gestures already and are off to a good start.
sign2voice,ASLFD.FOCO.003,foco,Uso de expressão facial para enfatizar significado,"A expressão facial é crucial para o foco e o significado em ASL. A expressão facial pode alterar o tom, intensidade ou emoção de um sinal, tornando-o mais claro ou mais enfático.","quando se deseja transmitir emoção, intensidade ou tom específico",False,"SICK: Both hands move in a small circular motion. One hand touches the head while the other touches the stomach. Looking nauseous as you do the sign. ; NO: When you sign the word, close your eyes if you want to make it more emphatic.",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),25,"The speed at which you shake your head from side to side, with eyes open or shut, can say a lot about the degree of no. Quick, short body movements show an emphatic message; an exaggeratedly slow motion with an exaggerated facial expression conveys a similar message."
sign2voice,ASLFD.CLASSIFICADORES.003,classificadores,Uso de formas manuais naturais como classificadores,"As formas manuais naturais (A, B, C, S, O, 1, 5) são usadas como classificadores em ASL para representar objetos, pessoas ou ações. Elas são fixas e devem ser usadas com a mão passiva quando não estão sendo usadas como ativa.","quando se descreve objetos, pessoas ou ações com classificadores",False,"START: Place your active index finger between your index and middle fingers of your passive hand, and then turn the active index finger outward ; COOK: Hold your passive hand out, palm up. Lay your active hand across the top of it, palm down. Now flip your active hand over, then flip it back over, palm down.",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),23,"The seven natural handshapes are the letters A, B, C, S, and O and the numbers 1 and 5. If you don’t use your passive hand for these handshapes, you’ll be breaking a rule in ASL."
sign2voice,ASLFD.TEMPO-ASPECTO.007,tempo-aspecto,Indicação de tempo por meio de expressão facial e movimento,"O tempo e o aspecto em ASL são indicados principalmente por expressão facial, movimento e velocidade do sinal, em vez de marcas gramaticais. O passado, presente e futuro são sugeridos por contexto, expressão e tempo de execução.","quando se expressa ação no passado, presente ou futuro",False,YES	—	SOON	—	CHRISTMAS	GIFTS	—	START	BUYING	—	WANT	ME,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),27,Belinda and Terry are getting ready for the holidays. Belinda wants to start shopping for Christmas presents.
