pipeline,id,categoria,titulo,descricao,gatilho,verificavel_por_texto,exemplos,fonte_livro,fonte_pagina,fonte_citacao
voice2sign,ASLFD.EXPRESSOES-IDIOMATICAS.004,expressoes-idiomaticas,WOW,"Expressão usada para mostrar surpresa, admiração ou entusiasmo diante de algo significativo ou emocionante.","Quando algo surpreendente ou importante é mencionado, como aniversários, conquistas ou eventos especiais",True,ANNIVERSARY — 50 YEARS — US — WOW ; WOW — THAT’S A LONG TIME!,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),46,Wow! Our 50th anniversary!
voice2sign,ASLFD.EXPRESSOES-IDIOMATICAS.005,expressoes-idiomaticas,WHAT’S UP?,"Gíria informal usada como saudação, equivalente a 'Oi' ou 'Tudo bem?'. É comum em contextos casuais e entre amigos.","Início de conversa informal, especialmente com pessoas conhecidas ou em ambientes descontraídos",True,WHAT’S_UP ; WHAT’S UP? — SIGN YOU Q,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),56,"Signing What’s up? is a simple, informal greeting that’s a great opener, too."
voice2sign,ASLFD.PRONOMES.001,pronomes,Uso de 'MY SISTER' como referente,"Em ASL, pronomes como 'my sister' são usados com o sinal do possuidor seguido do nome ou referente. O sinal 'MY' é feito com a mão na posição do peito, seguido pelo sinal do referente.",Quando se faz referência a uma pessoa próxima com vínculo familiar,True,MY SISTER — DEAF ; MY BROTHER — STUDENT,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),60,"No, my sister is deaf."
voice2sign,ASLFD.VERBOS.001,verbos,Sinal 'FINISH' para interromper,"O sinal 'FINISH' é usado para interromper ou concluir uma ação, especialmente em contextos de negação ou impaciência. É uma forma direta de dizer 'pare' ou 'acabe com isso'.",Quando se quer interromper uma ação ou expressar frustração com algo que está acontecendo,True,FINISH ; STOP THAT — FINISH,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),49,You stop that!
voice2sign,ASLFD.SINTAXE.006,sintaxe,Uso de 'SO FAR' para tempo longo,"O sinal 'SO FAR' é usado para indicar um período de tempo muito longo, especialmente em contextos de aniversários, experiências ou espera prolongada.","Quando se fala de um tempo extenso, como em aniversários ou experiências duradouras",True,LONG TIME — SO FAR ; SO FAR — 50 YEARS,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),47,(flick!) — LONG TIME — SO FAR
voice2sign,ASLFD.SINTAXE.007,sintaxe,Posição do tempo no início da frase,"Em ASL, a expressão de tempo deve ser colocada o mais próximo possível do início da frase, antes do sujeito, para fornecer um contexto claro sobre quando o evento ocorreu.","Frase que inclui informação de tempo (data, hora, dia, momento do dia)",True,7 P.M. — MY HOUSE — COME — CAN YOU — Q ; MORNING — I ARRIVE — LATE,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),85,"In ASL, telling time can be an important tool to make sure that you’re never too late or too early. As you’re learning this valuable piece of information, always remember that you should put the expression of time as close to the beginning of the sentence as possible; that is, you generally express the time before the subject."
voice2sign,ASLFD.SINTAXE.008,sintaxe,Ordem de itens e quantidade em frases numéricas,"Para expressar pluralidade ou quantidade em ASL, o item é sinalizado primeiro, seguido pelo número, sem necessidade de mudar o item para forma plural.",Frase que expressa quantidade de objetos ou pessoas,True,BOOK TWO ; CAR FOUR,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),79,"When you want to specify more than one item — that is, express a plural — you sign the item first, followed by the quantity. Unlike English, you don’t have to change the item to a plural by adding “s.”"
voice2sign,ASLFD.MORFOLOGIA.004,morfologia,Formação de números de 11 a 19,"Números de 11 a 19 são formados com o número base (1-9) seguido do número 10, com a palma da mão voltada para o interlocutor.",Sinalização de números entre 11 e 19,True,ELEVEN ; TWELVE,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),80,"When you’re indicating quantity and counting things, sign the numbers 1 through 5 and 11 through 15 with your palm facing you and the numbers 6 through 10 and 16 through 19 with your palm facing the person to whom you’re signing."
voice2sign,ASLFD.MORFOLOGIA.005,morfologia,Formação de dezenas e centenas,"Números de dezenas (30, 40, etc.) são formados com o número base (3, 4, 5, etc.) seguido do sinal para '0'. Números de centenas (600, 700, etc.) são formados com o número base seguido do sinal para 'hundred'.",Sinalização de números múltiplos de 10 ou 100,True,THIRTY ; SIX HUNDRED,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),83,"To sign decade numbers — 30, 40, 50, and so on — you sign the first number (3, 4, 5) followed by the sign for the number 0. You sign hundreds — such as 600, 700, 800, and so on — by first signing the number (6, 7, 8) and then the sign for hundred."
voice2sign,ASLFD.MORFOLOGIA.006,morfologia,Formação de números ordinais,"Para indicar números ordinais (primeiro, segundo, terceiro), o sinal do número é feito com um movimento de torção do pulso para dentro.",Expressão de ordem ou posição em uma sequência,True,FIRST ; SECOND ; THIRD,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),84,"To indicate an ordinal number in ASL, twist your wrist inward while signing the respective number."
voice2sign,ASLFD.SINTAXE.009,sintaxe,Sinalização de números em telefone e códigos,"Números de telefone e códigos (como número de seguro social) são sinalizados com a palma da mão voltada para fora, em direção ao interlocutor.","Comunicação de números de telefone, código de segurança ou endereço",True,7 P.M. — MY HOUSE — COME — CAN YOU — Q ; AREA CODE — 555 — 1234,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),85,"As you meet more Deaf people and give out your phone number, sign the numbers with your palm facing outward, toward the person to whom you’re giving the information."
voice2sign,ASLFD.SINTAXE.010,sintaxe,Uso de parênteses em números,"É comum usar o sinal de parênteses (com o dedo indicador) antes de sinalizar um código de área, para tornar a informação mais clara.",Sinalização de número de telefone com código de área,True,PARENTHESIS — 555 — 1234,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),85,You’ll also encounter some Deaf people who use their index fingers to sign parenthesis before signing an area code. Doing so does make the information clearer.
voice2sign,ASLFD.SINTAXE.011,sintaxe,Fórmula para sinalizar horas,"Para sinalizar horas, primeiro toca-se o pulso (para indicar relógio) e depois sinaliza-se o número da hora, com a palma da mão voltada para fora.",Expressão de hora em um relógio,True,WATCH — ONE O'CLOCK ; WATCH — TWO O'CLOCK,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),85,"The time factor can be a date, a day, a month, “now,” “dawn,” “tomorrow,” “immediately,” and so on. However, at this time, the idea of “when” can be as simple as pointing to your watch and then expressing any given hour."
voice2sign,ASLFD.SINTAXE.012,sintaxe,Fórmula para sinalizar minutos,"Minutos são sinalizados com dois sinais: primeiro toca-se o pulso (para indicar relógio) e depois sinaliza-se o número de minutos, com a palma da mão voltada para fora.",Expressão de minutos em um relógio,True,WATCH — TWO MINUTES ; WATCH — TEN MINUTES,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),86,You sign the following time expressions with two signs: First touch your wrist to indicate a watch/time and then sign the number. Keep your hand with your palm facing outward and you’ll be as clear as Big Ben on a sunny day!
voice2sign,ASLFD.SINTAXE.013,sintaxe,Fórmula para sinalizar segundos,"Como não há sinal específico para segundos, eles são expressos por soletração do termo 'S-E-C' após o número.",Expressão de segundos em uma frase,True,THREE S-E-C,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),85,"“Seconds” doesn’t have a sign, but if you spell S-E-C after a number, your point will be clear — for example, three S-E-C."
voice2sign,ASLFD.SINTAXE.014,sintaxe,Fórmula para sinalizar dias do ano,"Meses do ano são sinalizados por soletração (fingerspell), com exceção de alguns que podem ser abreviados (Jan., Feb., etc.), mas é recomendado soletrar todos os meses até dominar o uso.",Sinalização de data com mês,True,"J-A-N 22, 2022 ; N-O-V 17, 2022",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),89,"To sign months of the year in ASL, you fingerspell them. You may see a person signing calendar while using the first letter of the month incorporated in the sign. This can get confusing because three months start with the letter “J,” two start with the letter “M,” and two start with the letter “A.” This method isn’t uncommon, but it’s not formal signing either. Until you get your feet under you, fingerspell the months of the year."
voice2sign,ASLFD.SINTAXE.015,sintaxe,Sinalização de números repetidos,"Quando dois números são iguais, a palma da mão é virada para baixo (em direção ao chão) e o número é sinalizado de um lado para o outro.","Sinalização de um número repetido (ex: 22, 11, 00)",True,22 ; 00,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),89,"When two numbers are the same, point your palm downward facing the ground and then sign the number from one side to the other."
voice2sign,ASLFD.SINTAXE.016,sintaxe,Ordem de sinais em descrições de localização,"Em descrições de localização, o padrão é: [Referente] [Localização] [Direção] [Nome da rua ou estrutura]. O sinal de localização (como 'THIRD RIGHT') vem antes do nome da rua ou estrutura.",Frase que descreve a localização de um endereço ou ponto de referência,True,Right on West Drive; the third house on the right -> HOUSE - THIRD RIGHT - STREET - WEST - D-R ; The garage has a window -> GARAGE - WINDOW HAVE,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),92,HOUSE - THIRD RIGHT - STREET - WEST - D-R
voice2sign,ASLFD.SINTAXE.017,sintaxe,Construção de perguntas com 'CAN' e 'Q',Perguntas com 'CAN' são formadas colocando 'CAN' antes do sujeito e terminando com 'Q' (sinal de pergunta). O sujeito vem após 'CAN'.,Frase interrogativa com 'Can you...' ou 'Can I...' no início,True,Can you give me directions? -> DIRECTIONS - GIVE ME - CAN - Q ; Can I go upstairs? -> UPSTAIRS - GO ME CAN Q,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),91,DIRECTIONS - GIVE ME - CAN - Q
voice2sign,ASLFD.SINTAXE.018,sintaxe,Construção de perguntas com 'WHICH' para escolha,"Perguntas que envolvem escolha entre duas opções usam 'WHICH Q' no final, com o sujeito e os itens antecedendo o sinal de pergunta.",Frase interrogativa com 'Do you own your home or rent?',True,Do you own your home or rent? -> YOUR HOME - OWN - RENT WHICH Q,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),96,YOUR HOME - OWN - RENT WHICH Q
voice2sign,ASLFD.VERBOS.002,verbos,Verbo 'HAVE' em estruturas possessivas,"O verbo 'HAVE' é usado para indicar posse ou existência de algo em um local, com o sujeito seguido por 'HAVE' e o objeto.",Frase que indica que algo existe ou pertence a um lugar,True,The garage has a window -> GARAGE - WINDOW HAVE ; The kitchen is hot -> KITCHEN - HOT,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),97,GARAGE - WINDOW HAVE
voice2sign,ASLFD.SINTAXE.019,sintaxe,Construção de imperativos com 'DON'T' e 'THERE',"Imperativos negativos com 'Don't' são formados com 'DON'T' seguido pelo verbo, o local e 'THERE' para indicar o lugar onde a ação não deve ocorrer.",Frase imperativa negativa com 'Don't play in the living room',True,Don't play in the living room -> LIVING ROOM - PLAY THERE - DON'T,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),102,LIVING ROOM - PLAY THERE - DON'T
voice2sign,ASLFD.SINTAXE.020,sintaxe,Construção de frases com 'SIT' e objeto,"Frase com verbo 'SIT' seguido diretamente pelo objeto (como 'couch') sem preposição, com o objeto vindo antes do verbo.",Frase com 'Sit on the couch' ou similar,True,Sit on the couch -> COUCH - SIT,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),105,COUCH - SIT
voice2sign,ASLFD.MORFOLOGIA.007,morfologia,Formação de 'condo' e 'apartment' por abreviação e datilologia,"Para 'condo', usa-se a abreviação 'C-O-N-D-O' por datilologia. Para 'apartment', usa-se a abreviação 'A-P-T' por datilologia.",Frase que menciona 'condo' ou 'apartment',True,"To sign condo, you fingerspell C-O-N-D-O ; To sign apartment, you use the abbreviation and fingerspell just A-P-T",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),96,"To sign condo, you fingerspell C-O-N-D-O, and to sign apartment, you use the abbreviation and fingerspell just A-P-T."
voice2sign,ASLFD.SINTAXE.021,sintaxe,Ordem de palavras em frases declarativas,"Em ASL, a ordem dos sinais em frases declarativas geralmente segue o padrão: sujeito, objeto, verbo, mas com flexibilidade baseada no foco e no espaço. O verbo pode vir antes do sujeito quando o foco está no verbo ou na ação.",frase declarativa com verbo principal,True,HOUSE YARD — BIG ; KITCHEN — WANT SEE ME ; COUCH LAMP PICTURES — NEED US,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),106,The house has a big yard. Sign: HOUSE YARD — BIG
voice2sign,ASLFD.PERGUNTA.002,pergunta,Posição do pronome interrogativo no final da frase,"Em perguntas simples, os pronomes interrogativos (who, what, when, where, which, why, how) são colocados no final da frase, seguidos do sinal de interrogação manual no final.",frase com intenção de fazer pergunta,True,GOING — WHO Q ; WANT SEE — KITCHEN Q,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),119,"When you want to sign a question, you simply put the question word at the end of the sentence — words such as who, what, when, where, which, why, and how."
voice2sign,ASLFD.SINTAXE.022,sintaxe,Construção de frases com múltiplos objetos,"Quando se lista mais de um objeto, os sinais são apresentados em sequência, sem separadores, e o verbo é colocado no final, com o sinal de necessidade ou desejo aplicado ao grupo.",frase com lista de objetos e verbo de necessidade ou desejo,True,COUCH LAMP PICTURES — NEED US ; SLEEP DREAM REST PRAY LAUGH VACATION — WANT,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),108,"Dave: We need a couch, lamp, and pictures. Sign: COUCH LAMP PICTURES — NEED US"
voice2sign,ASLFD.NEGACAO.001,negacao,Negativa com 'not' no final da frase,"A negação em ASL é expressa com o sinal 'NOT' colocado no final da frase, após o verbo ou o adjetivo, e pode ser combinada com expressões como 'not rent' para indicar contraste.",frase com negação de uma ação ou estado,True,HOUSE — OWN GREAT — RENT NOT ; NOT WANT,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),108,"Debbie: It’s great to own, not rent, a house. Sign: HOUSE — OWN GREAT — RENT NOT"
voice2sign,ASLFD.TEMPO-ASPECTO.004,tempo-aspecto,Expressão de estado permanente com 'own' e 'great',"A combinação de 'OWN' com 'GREAT' expressa um estado de posse duradouro e positivo, indicando que algo é valioso e pertence à pessoa de forma permanente, sem necessidade de tempo específico.",frase sobre posse de algo com valor emocional ou material,True,HOUSE — OWN GREAT — RENT NOT,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),108,"Debbie: It’s great to own, not rent, a house. Sign: HOUSE — OWN GREAT — RENT NOT"
voice2sign,ASLFD.SINTAXE.023,sintaxe,Ordem de sinais em perguntas com 'what' e 'where',"Em perguntas que envolvem 'what' ou 'where', o sinal do interrogativo vem no início da frase, seguido pelo sujeito e pelo verbo, com o sinal de 'Q' no final para indicar pergunta. O pronome 'you' é implícito quando o interlocutor já está presente.",Frase com pergunta que começa com 'what' ou 'where' e envolve o interlocutor direto,True,What do you mean? -> MEAN — WHAT Q ; Where are you moving? -> MOVING YOU — WHERE Q,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),121,MEAN — WHAT Q (the word “you” is implied because you’re talking to that person already)
voice2sign,ASLFD.SINTAXE.024,sintaxe,Respostas curtas com intensidade e modificador de tempo,"Respostas curtas podem incluir moduladores como 'SHORT' para indicar duração reduzida, e a intensidade do sinal pode reforçar o significado, como em 'I am only working briefly'.",Resposta afirmativa curta a uma pergunta sobre duração de atividade,True,"Yes, for two hours. -> YES — TWO HOURS — SHORT",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),121,"this signed answer can be translated to mean, “I am only working briefly”"
voice2sign,ASLFD.PRONOMES.003,pronomes,Pronomes pessoais em perguntas com 'you' e 'me',"Em perguntas diretas, o pronome 'you' é sinalizado antes do verbo, e 'me' é sinalizado antes do verbo quando é o objeto. O pronome 'you' é implícito quando o interlocutor é o foco da conversa.",Pergunta direta com 'you' ou 'me' como sujeito ou objeto,True,May I join you? -> YOU — ME Q ; Is she your sister? -> (point) HER — SISTER — YOURS Q,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),122,YOU — ME Q
voice2sign,ASLFD.SINTAXE.025,sintaxe,Construção de 'sister-in-law' e 'sibling' com sinais compostos,"Para formar 'sister-in-law', o sinal 'law' é adicionado ao sinal 'sister'. Para 'half sibling', o sinal '½' (com palma voltada para o signer e movimento descendente) é usado antes do sinal 'brother' ou 'sister'.",Expressão de parentesco com 'in-law' ou 'half',True,"No, my sister-in-law. -> NO — SISTER LAW — MINE ; He is my half brother. -> MY 1-2 (as in ½) BROTHER — HIM (point)",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),126,NO — SISTER LAW — MINE
voice2sign,ASLFD.SINTAXE.026,sintaxe,Formação de endereços com fingerspelling e sinais,"Endereços são sinalizados com o nome da rua em fingerspelling, seguido pelo número da casa, com a palma voltada para o interlocutor. O nome da cidade é sinalizado com o sinal ou fingerspelling, dependendo da popularidade.",Sinalização de endereço residencial,True,"171 Anywhere Lane, 98765. -> 1-7-1 A-N-Y-W-H-E-R-E L-A-N-E 9-8-7-6-5",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),131,1-7-1 A-N-Y-W-H-E-R-E L-A-N-E 9-8-7-6-5
voice2sign,ASLFD.SINTAXE.027,sintaxe,Sinalização de números em telefones com flexibilidade,"O sufixo do número de telefone pode ser sinalizado como quatro dígitos consecutivos ou em dois pares, sem necessidade de hífen. O sinal 'L-D' pode ser usado antes do número para indicar longa distância.",Sinalização de número de telefone após o código de área,True,"1212 -> 1, 2, 1, 2 ou 12, 12 ; Phone me when you arrive -> THANKS — ARRIVE YOU — PHONE ME",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),129,You don’t need to worry about putting a hyphen between the numbers like you would if you were writing the number down.
voice2sign,ASLFD.SINTAXE.028,sintaxe,Sinalização de profissões com acrônimos e sinais,"Nomes de empresas ou cargos com acrônimos são fingerspellados. Cargos como 'vice president' são sinalizados como 'V-P' ao lado da cabeça, independentemente do contexto.",Sinalização de cargo ou nome de empresa com acrônimo,True,Vice president -> V-P (by the side of the head),ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),134,"All vice presidents are signed V-P by the side of the head, regardless of whether you’re talking about the vice president of the United States or the vice"
voice2sign,ASLFD.SINTAXE.029,sintaxe,Sinalização de 'long distance' com 'L-D',"Para indicar chamada de longa distância, o sinal 'L-D' é usado antes de fornecer o número de telefone, especialmente quando há dúvida sobre clareza.",Fornecimento de número de telefone com possibilidade de erro ou necessidade de clareza,True,Phone me when you arrive -> THANKS — ARRIVE YOU — PHONE ME,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),128,"Alternatively, just sign L-D (for long distance) before you give the number."
voice2sign,ASLFD.SINTAXE.030,sintaxe,Ordem de palavras em frases simples,"Em frases simples, a ordem dos sinais segue a estrutura do inglês (sujeito-verbo-objeto), com o sujeito geralmente sinalizado primeiro, seguido pelo verbo e depois pelo objeto. O sujeito pode ser indicado por um pronome ou nome próprio.","Frase simples com sujeito, verbo e objeto, sem estrutura complexa ou foco especial",True,English: He is rich. -> Sign: RICH HIM ; English: She has wisdom. -> Sign: WISDOM HERS,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),142,Simple sentences can follow English word order.
voice2sign,ASLFD.PRONOMES.004,pronomes,Uso de pronomes pessoais com base em referência,"Pronomes pessoais (I, YOU, HE, SHE, WE, THEY) são usados para referir-se a pessoas já mencionadas ou presentes no espaço. O pronome é sinalizado com a mão dominante apontando para a pessoa ou localização correspondente.",Referência a uma pessoa já mencionada ou presente no espaço visual,True,English: He is rich. -> Sign: RICH HIM ; English: They have gold. -> Sign: GOLD HAVE THEM,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),142,You use pronouns in Sign the same way that you do in English; you need to refer to a noun before you use a pronoun.
voice2sign,ASLFD.OUTROS.001,possessivos,Sinalização de posse com palma aberta,"Para indicar posse, sinaliza-se a pessoa ou coisa possuída, seguido por uma palma aberta voltada para a pessoa a quem pertence o objeto. O movimento pode ser simples (singular) ou com movimento lateral (plural).",Expressão de posse sobre um objeto ou pessoa,True,English: He has money. -> Sign: MONEY HIS ; English: The gold is theirs. -> Sign: GOLD THEIRS,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),140,Show possession by indicating whom you’re talking about or what’s being possessed and then showing an open palm facing the person.
voice2sign,ASLFD.OUTROS.002,possessivos,Uso de nome próprio com soletração para posse,"Para perguntar sobre posse de um objeto, soletra-se o nome da pessoa, aponta-se para o objeto e sinaliza-se um ponto de interrogação. Isso equivale a perguntar 'Is that yours?'",Pergunta sobre posse de um objeto com nome próprio associado,True,"Fingerspell T-O-N-Y, point to coat, sign ? -> 'Is that Tony's?'",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),138,"Fingerspell the name of the person, point to the item you’re talking about, and sign a question mark."
voice2sign,ASLFD.OUTROS.003,demonstrativos,Sinalização de demonstrativos com mão em forma de Y,"Os pronomes demonstrativos (this, that, these, those) são sinalizados com a mão dominante em forma de Y, dobrada no pulso, apontando para o referente. O movimento lateral indica plural.",Referência a um objeto ou grupo de objetos visíveis ou recentemente mencionados,True,Sign: THIS -> apontar com mão em Y para um objeto próximo ; Sign: THESE -> apontar com movimento lateral para múltiplos objetos,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),141,Sign the pronoun that by pointing to your subject with your dominant hand in the Y shape and bent at the wrist.
voice2sign,ASLFD.SINTAXE.031,sintaxe,Ordem de direções: ponto de referência geral para específico,"Ao dar direções, comece com um ponto de referência familiar (como uma loja ou ponte), depois progrida de forma geral para específica (estado → cidade → bairro → rua → número).",Dando ou recebendo direções em ASL,True,English: My house is west of the store. -> Sign: STORE — MY HOUSE — WEST,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),144,"Try to start with a point of reference that’s familiar to both of you, such as a store, restaurant, or bridge, and then give the directions. Go from big to small; from general to specific."
voice2sign,ASLFD.SINTAXE.032,sintaxe,Repetição de sinais para intensidade ou quantidade,"Para indicar repetição de um movimento (como virar duas vezes), o sinal é repetido. O corpo pode se mover ligeiramente entre as repetições para indicar mudança.","Expressão de repetição de ação ou movimento, especialmente em direções",True,English: Turn right twice. -> Sign: RIGHT — RIGHT,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),146,Notice that you don’t sign the word twice; you simply sign right twice. Make sure you shift your body ever so slightly as you start to sign right the second time.
