id,categoria,titulo,descricao,gatilho,verificavel_por_texto,exemplos,fonte_livro,fonte_pagina,fonte_citacao
LIBRAS.SINTAXE.011,sintaxe,Sinal É como marcador de parataxe conjuntiva,"A glosa deve conter o sinal 'É' para marcar a composição conjuntiva entre orações correlatas, indicando ênfase afirmativa e correlação entre as partes da unidade oracional complexa.","A frase em português apresenta orações coordenadas com ênfase afirmativa ou correlação entre predicados, e a descrição identifica o uso do sinal 'É' como indicador conjuntivo.",True,"É idioma, é verdadeira para todos nós, é a língua usada por nós, é isso. -> É FS (idioma) É VERDADE IX (nós-todos) É USAR LÍNGUA-DE-SINAIS IX (mão) E(então)",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,126,Outro elemento que indica parataxe conjuntiva é o sinal ‘É’. Esse indicador conjuntivo parece representar o verbo de ligação “ser” na oração...
LIBRAS.SINTAXE.012,sintaxe,PALM-UP como marcador de parataxe conjuntiva,"A glosa deve conter o sinal 'PALM-UP' para indicar a marcação conjuntiva entre orações coordenadas, quando o gesto é usado para coordenar orações anteriores com uma subsequente.",A frase em português expressa uma relação conjuntiva entre orações e a descrição identifica o uso do gesto 'PALM-UP' como marcador.,True,"Na verdade, eu olho para mim mesmo, eu sinalizando, é simplesmente natural. -> VERDADE IX (eu) 1VER1 IX (eu) SINALIZAR PALM-UP NATURAL",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,127,"Outro marcador é ‘PALM-UP’, um sinal gestual produzido de forma bastante produtiva com diferentes significados. Em algumas ocorrências, ‘PALM-UP’ pode indicar a marcação conjuntiva"
LIBRAS.SINTAXE.013,sintaxe,Opcionalidade da conjunção manual em orações adversativas,"A conjunção manual adversativa (como MAS1, MAS2, MAS3 ou PALM-UP) não é obrigatória na glosa; a relação adversativa pode ser expressa apenas pela justaposição das orações.","A frase em português expressa uma relação adversativa (contraste, oposição, retificação).",True,Quando o professor é surdo consegue se comunicar melhor... mas quando o professor é ouvinte é inclusão. -> PROFESSOR BOM COMUNICAR PODER EXPLICAR SURDO DV(ASSISTIR) CLARO PARECER IDENTIDADE IGUAL IX (ele) PROFESSOR OUVIR INTÉRPRETE INCLUSÃO,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,134,a presença da conjunção manual não é obrigatória.
LIBRAS.SINTAXE.014,sintaxe,Uso de marcadores manuais específicos para adversatividade,"A glosa deve utilizar um dos marcadores manuais adversativos reconhecidos (MAS1, MAS2, MAS3 ou PALM-UP) para indicar a relação de oposição, quando a conjunção é realizada.",A frase em português contém uma conjunção adversativa (ex: 'mas') e a glosa opta por realizar o marcador manual.,True,"Eu prefiro (interagir) com surdo, mas eu sou casada com um ouvinte que sinaliza. -> IX (eu) PREFERIR SURDO LÍNGUA-DE-SINAIS MAS1 IX (eu) DESCULPAR HOMEM CASAR OUVINTE IX (orelha) E(positivo) SABER LÍNGUA-DE-SINAIS",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,138,"o sinal que a autora identificou as conjunções adversativas ‘MAS1’, ‘MAS2’ e ‘MAS3’, essa terceira que estamos referindo como ‘PALM-UP’."
LIBRAS.SINTAXE.015,sintaxe,Marcador adversativo MAS1,A glosa deve conter o sinal MAS1 para marcar a fronteira entre duas orações com relação adversativa (oposição ou contraste).,"A frase em português expressa uma relação adversativa (ex: 'mas', 'porém') entre duas orações, e o contexto indica o uso do marcador manual MAS1.",True,"Eu sofri muito, mas isso me tornou poderosa e forte. -> IX (eu) SOFRER JÁ PROCESSO MAS1 IX (eu) ADQUIRIR FORTE IX (eu) FORÇA",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,144,"a oposição é que em contrapartida ao sofrimento, ela se tornou poderosa e forte, introduzida pelo sinal MAS1: MAS1 IX (eu) ADQUIRIR FORTE IX (eu) FORÇA."
LIBRAS.SINTAXE.016,sintaxe,Marcador adversativo MAS2,A glosa deve conter o sinal MAS2 para marcar a fronteira entre duas orações com relação adversativa (oposição ou restrição).,"A frase em português expressa uma relação adversativa (ex: 'mas', 'porém') entre duas orações, e o contexto indica o uso do marcador manual MAS2.",True,"Fui interagindo e crescendo, mas eu não estudei apenas aqui não. -> INTERAGIR CRESCER MAS2 IX (aquele) IX (eu) ESTUDAR FIEL IX (aquele) NÃO",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,145,A restrição informa que não estudou apenas nesta escola: MAS2 AQUI IX (eu) ESTUDAR FIEL AQUI NÃO. É uma marca manual adversativa
LIBRAS.SINTAXE.017,sintaxe,Marcador adversativo PALM-UP,A glosa deve conter o sinal PALM-UP para marcar a fronteira entre duas orações com relação adversativa (oposição).,"A frase em português expressa uma relação adversativa (ex: 'mas', 'porém') entre duas orações, e o contexto indica o uso do marcador gestual PALM-UP.",True,"E aí esse problema, mas a mãe não teve culpa não. -> E (então) PROBLEMA PALM-UP IX (essa) MÃE PENSAR CULPAR IX (mãe) NÃO",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,146,"o sinal ‘PALM-UP’, uma produção gestual com significados dependente do discurso, apresenta a função adversativa anunciando que a mãe não tinha culpa"
LIBRAS.SINTAXE.018,sintaxe,Marcador adversativo com negação incorporada MAS-NÃO-É,A glosa deve conter o sinal MAS-NÃO-É para marcar a fronteira entre duas orações com relação adversativa que incorpora a negação.,"A frase em português expressa uma relação adversativa com negação (ex: 'mas não é', 'porém não') entre duas orações.",True,"Sim, eu tenho interações na Língua de Sinais, mas por exemplo não é uma Língua de Sinais que segue obrigatoriamente um registro formal. -> IX (eu) TER INTERAGIR MAS-NÃO-É EXEMPLO NÃO TAMBÉM OBRIGAR PARECER CERTO FORMAL",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,147,introduz um contraponto por meio do sinal MAS-NÃO-É que é o sinal MAS2 incorporando a negação com o movimento intermitente
LIBRAS.SINTAXE.019,sintaxe,Uso do sinal OU para disjunção,A glosa deve conter o sinal OU para representar a conjunção disjuntiva 'ou' quando a frase em português apresenta uma escolha entre duas opções.,A frase em português contém a conjunção 'ou' indicando disjunção entre duas orações ou termos.,True,Era APAE ou escola ouvinte. -> É APAE DEM (aquele) OU ESCOLA,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,152,A parataxe disjuntiva manual apresenta apenas um sinal manual no corpus analisado. O sinal OU foi formado a partir da soletração da palavra em Língua Portuguesa ‘ou’
LIBRAS.SINTAXE.020,sintaxe,Disjunção sem marcador manual,A glosa pode não conter o sinal OU (ou outro marcador manual de disjunção) quando a disjunção é expressa apenas por marcações não manuais (movimento do torso/cabeça).,"A frase em português apresenta uma estrutura disjuntiva, mas a glosa não inclui o sinal OU.",True,"Então, eu não percebia se eu era surdo ou se eu era ouvinte. -> EU NÃO PERCEBER SURDO OUVINTE NÃO",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,153,"No entanto, muitas ocorrências de unidades oracionais complexas acontecem sem a presença de um item lexical conjuntivo. Nos dados do Corpus de Libras dos Surdos de Referências analisados neste trabalho, verificamos uma grande produtividade de orações paratáticas sem esses marcadores manuais conjuntivos."
LIBRAS.SINTAXE.021,sintaxe,Ordem da oração dependente temporal em relação à matriz,A oração dependente (satélite) que expressa circunstância temporal deve aparecer antes da oração matriz (núcleo) na glosa.,A frase em português contém uma oração subordinada temporal (ex: 'Quando eu tinha X anos') que antecede a oração principal.,True,"Quando eu tinha 12 anos, eu comecei a aprender a Língua de Sinais. -> IDADE COMEÇAR 12 COMEÇAR APRENDER LÍNGUA-DE-SINAIS",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,157,"A oração complexa acima é constituída pela unidade oracional 1 – IDADE COMEÇAR 12 (Quando eu tinha 12 anos), considerada a oração dependente, e pela unidade oracional 2 – COMEÇAR APRENDER LÍNGUA-DE-SINAIS"
LIBRAS.SINTAXE.022,sintaxe,Ausência de conectivo em hipotaxe,"A glosa não deve conter um sinal específico que atue como conectivo entre as orações articuladas em hipotaxe (adverbiais ou adjetivas explicativas). As orações aparecem sequencialmente, sem elemento de ligação explícito na linha de glosa.",A frase em português contém uma estrutura hipotática (oração subordinada adverbial ou adjetiva explicativa/apositiva) articulada à oração principal.,True,Quando eu tinha 12 anos [...] comecei a aprender a Língua de Sinais. -> IDADE COMEÇAR 1-2 COMEÇAR APRENDER LÍNGUA-DE-SINAIS ; Os professores não sinalizavam muito bem: eles sinalizavam de maneira truncada. -> DEM (esse) PROFESSOR LÍNGUA-DE-SINAIS PERFEITO NÃO DV (sinalizar-de-maneira-truncada),Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,158,"Não há um sinal que atue como conectivo a articular as duas orações, embora haja uma mudança no padrão prosódico que parece distingui-las."
LIBRAS.SINTAXE.023,sintaxe,Ordem canônica das orações causais,A oração causal deve ser posposta à oração matriz (ordem: matriz + causal).,A frase em português expressa uma relação causal (causa/efeito).,True,"A escola inclusiva enfrenta certa dificuldade, pois não tem conhecimento da cultura surda. -> ESCOLA INCLUSÃO DIFÍCIL PORQUE TER-NÃO CONHECER CULTURA SURD@",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,175,"as orações causais em Libras mantêm a ordem canônica das orações causais, que é a posposição"
LIBRAS.SINTAXE.024,sintaxe,Marcadores manuais de causalidade,A relação causal pode ser marcada pelo sinal PORQUE ou pelo sinal MOTIVO.,A frase em português expressa uma relação causal explícita.,True,Eu usava Libras porque na faculdade de pedagogia tinha um grupo de surdos. -> IX (eu) LÍNGUA-DE-SINAIS MOTIVO FACULDADE DENTRO...,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,174,"78,5% das orações (80 ocorrências) são introduzidas pelo sinal porque... e 20,5% (21 ocorrências, são introduzidas pelo sinal motivo"
LIBRAS.SINTAXE.025,sintaxe,Justaposição de orações causais,"A relação causal pode ser veiculada por justaposição, sem a presença de um marcador manual (como PORQUE ou MOTIVO).",A frase em português expressa uma relação causal.,True,"Você recebeu o SINAL(Marisa), porque teu olho é verde que é o que significa SINAL(Marisa). -> IX (você) SINAL (marisa) OLHO VERDE SIGNIFICAR SINAL (marisa) IX (ele) SINAL (marisa) IX (olho) VERDE SIGNIFICAR SINAL (marisa)",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,175,"Em Libras, as sentenças podem veicular valor causal estando justapostas, ou seja, sem a presença de um marcador manual"
LIBRAS.SINTAXE.026,sintaxe,Marcadores manuais de comparação de igualdade,"A glosa deve conter um dos sinais TAMBÉM, PARECE ou IGUAL para articular orações comparativas de igualdade.","A frase em português expressa uma comparação de igualdade (ex: 'assim como', 'igual a', 'parece que').",True,"Eu olhei a situação me sentindo como chocado. -> IX (eu) [ENTÃO] qu TAMBÉM IX (eu) QUEBRAR ; adquirir a Língua de Sinais é vida nova, igual nascer de novo. -> ...VIDA NOVA TAMBÉM NASCER BOIA-2 DE-NOVO ; parece uma flor desabrochando de maneira clara -> ...PARECER DV (desabrochar) CLARO",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,188,"Apresentamos, ainda, os sinais ‘PARECE’ e ‘IGUAL’, que também estão relacionados à comparação de igualdade."
LIBRAS.SINTAXE.027,sintaxe,Ordem das orações em comparativas de igualdade,A oração comparativa (dependente) pode ser anteposta à oração principal (matriz) na glosa.,A frase em português contém uma construção comparativa de igualdade.,True,Assim como os ouvintes falam oralmente... nós surdos sinalizamos -> IGUAL ÁREA (os-ouvintes) OUVINTES FALAR-ORAL ... IX (nós) SURDO É,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,191,"Em (53), há uma diferença no padrão articulatório apresentado até o momento, pois a oração dependente é anteposta à oração principal."
LIBRAS.SINTAXE.028,sintaxe,Marcador de comparação de igualdade,A glosa deve conter o sinal IGUAL para marcar a comparação de igualdade entre orações.,"A frase em português expressa uma comparação de igualdade (ex: 'igual', 'tão... quanto').",True,Ele é surdo igual eu (sou surda) -> IX (ele) É SURDO IGUAL,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,193,"Em (55), a comparação de igualdade acontece a partir do sinal IGUAL."
LIBRAS.SINTAXE.029,sintaxe,Marcador de comparação de desigualdade (superioridade),A glosa deve conter o sinal SUPERAR ou SUPERIOR para marcar a comparação de desigualdade (superioridade).,"A frase em português expressa uma comparação de desigualdade indicando superioridade (ex: 'mais... que', 'superar').",True,a Língua de Sinais é mais (cara do que o ouro é caro) -> LÍNGUA-SINAIS SUPERAR ; ela (tem) mais (valor) do que (quaisquer uma destas coisas tem valor) -> LINGUA-SINAIS VER IX (mão) SUPERIOR IX (mão),Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,194,Hipotaxe adverbial comparativa de desigualdade marcada pelo sinal SUPERAR.
LIBRAS.SINTAXE.030,sintaxe,Elipse do predicado na oração comparativa,"O verbo ou estado de ser da oração comparativa (dependente) pode ser omitido na glosa, sendo recuperado pelo contexto da oração principal.",A frase em português contém uma oração comparativa em que o predicado da segunda oração é idêntico ou implícito em relação à primeira.,True,Ele é surdo igual eu (sou surda) -> IX (ele) É SURDO IGUAL (o verbo 'ser' e o adjetivo 'surdo' são elididos na segunda parte) ; a Língua de Sinais é mais (cara do que o ouro é caro) -> LÍNGUA-SINAIS SUPERAR (o estado 'caro' é elidido na comparação),Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,193,"a comparação entre orações se faz normalmente com elipse do verbo, que se entende como igual ao da primeira oração"
LIBRAS.SINTAXE.031,sintaxe,Ordem da prótase e apódose em condicionais,A prótase (oração condicional) deve anteceder a apódose (oração principal) na glosa.,A frase em português contém uma estrutura condicional (ex: 'se...').,True,"Se chover, eu não vou à escola. -> SE CHOVER IX (eu) IR-NÃO ESCOLA",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,197,"a prótase normalmente antecede a apódose (se p, q)."
LIBRAS.SINTAXE.032,sintaxe,Conjunção manual SE para condicionais,A glosa deve conter o sinal SE no início da prótase (cláusula condicional) quando a oração condicional é introduzida por conjunção manual.,A frase em português expressa uma condição (ex: 'Se...') e a glosa utiliza a forma com conjunção manual.,True,Se o surdo necessita que eu o incentive na Língua de Sinais... -> SE SURDO PRECISAR IX (eu) ESTIMULAR LÍNGUA-DE-SINAIS...,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,200,casos de orações condicionais interligadas pelas conjunções manuais SE e EXEMPLO
LIBRAS.SINTAXE.033,sintaxe,Conjunção manual EXEMPLO para condicionais,A glosa deve conter o sinal EXEMPLO no início da prótase (cláusula condicional) quando a oração condicional é introduzida por essa conjunção manual específica.,A frase em português expressa uma condição (ex: 'Se...') e a glosa utiliza a forma com a conjunção manual EXEMPLO.,True,Se eu tenho uma boa fluência... -> EXEMPLO IX (eu) FLUENTE E (positivo) ESCREVER LÍNGUA...,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,201,casos de orações condicionais interligadas pelas conjunções manuais SE e EXEMPLO
LIBRAS.SINTAXE.034,sintaxe,Condicional justaposta (sem conjunção),"A glosa pode apresentar a prótase e a apódose sem nenhum sinal de conjunção (SE ou EXEMPLO) entre elas, apenas pela justaposição dos sinais.",A frase em português expressa uma condição (ex: 'Se...') e a glosa não contém os sinais SE ou EXEMPLO.,True,"Se tem dúvida, interage mais pelo celular. -> DÚVIDA IX (celular) INTERAGIR MAIS",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,199,"Na Libras, encontramos, como em (58), casos de justaposição"
LIBRAS.SINTAXE.035,sintaxe,Ordem anteposta em condicionais,A glosa deve apresentar a prótase (cláusula condicional) antes da apódose (cláusula principal).,A frase em português expressa uma relação condicional (ex: 'se...').,True,"Se eu não tivesse ido para a Associação de Surdos, o que eu seria hoje. -> SE IX (eu) IR-NÃO ASSOCIAÇÃO SURDO IX (eu) HOJE IX (eu) O-QUE",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,210,"Na Libras, estudos prévios confirmam que a anteposição é a ordem não marcada das condicionais"
LIBRAS.SINTAXE.036,sintaxe,Ordem da oração condicional (prótase antes da apódose),"A oração condicional (prótase, iniciada por SE) deve aparecer antes da oração principal (apódose) na glosa.","A frase em português contém uma estrutura condicional (ex: 'Se [evento], [consequência]').",True,"Se eu não tivesse ido para a Associação de Surdos, o que eu seria hoje? -> SE IX (eu) IR-NÃO ASSOCIAÇÃO SURDO IX (eu) HOJE IX (eu) O-QUE",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,211,(69) anteposta com conjunção. SE IX (eu) IX (ir NÃO ASSOCIAÇÃO SURDO IX eu) HOJE IX (eu O-QUE
LIBRAS.SINTAXE.037,sintaxe,Omissão de preposições locativas em verbos de movimento,"Preposições locativas (como 'para', 'em', 'de') que indicam destino ou origem não devem aparecer na glosa quando o verbo de movimento já expressa essa direção ou quando o referente é apontado.",A frase em português contém um verbo de movimento seguido de uma preposição locativa indicando destino ou origem.,True,Se eu não tivesse ido para a Associação de Surdos... -> SE IX (eu) IR-NÃO ASSOCIAÇÃO SURDO,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,211,SE IX (eu) IR-NÃO ASSOCIAÇÃO SURDO IX (eu HOJE IX (eu) O-QUE
LIBRAS.PRONOMES.001,pronomes,Uso de IX para pronomes pessoais,"Pronomes pessoais (eu, ele, ela, nós, etc.) devem ser representados na glosa pela etiqueta IX seguida do referente entre parênteses (ex: IX (eu), IX (ela)).",A frase em português contém um pronome pessoal.,True,Se eu não tivesse ido... -> SE IX (eu) IR-NÃO... ; Ela me acompanhou... -> IX (ela) JUNTO ACOMPANHAR...,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,211,SE IX (eu) IR-NÃO ASSOCIAÇÃO SURDO IX (eu HOJE IX (eu) O-QUE
LIBRAS.PRONOMES.002,pronomes,Uso de DEM para demonstrativos,"Pronomes ou adjetivos demonstrativos (esse, aquele, lá, etc.) devem ser representados na glosa pela etiqueta DEM seguida do referente ou direção entre parênteses (ex: DEM (esse), DEM (lá)).",A frase em português contém um demonstrativo.,True,Se o ouvinte for muito fluente... (contexto de demonstrativo) -> SE DEM (esse) OUVINTE FLUENTE...,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,212,SE DEM (esse) OUVINTE FLUENTE CHIQUE O-MÁXIMO APAVORAR VER ENTENDER
LIBRAS.SINTAXE.038,sintaxe,Justaposição em orações de finalidade,"Em orações de finalidade, a relação de propósito é estabelecida por justaposição dos eventos, sem o uso de conectivos explícitos como 'para' ou 'a fim de' na glosa.","A frase em português expressa finalidade (ex: 'levou para ver', 'fui para comprar').",True,Ela me acompanhou e me levou para ver uma revista... -> IX (ela) JUNTO ACOMPANHAR LEVAR IX (lá) VER SINAL CADERNO,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,215,IX (ela) JUNTO ACOMPANHAR LEVAR IX (lá) VER SINAL CADERNO FS (revista) CADERNO
LIBRAS.SINTAXE.039,sintaxe,Omissão de conectivo de finalidade na glosa,"A glosa NÃO deve conter um sinal ou etiqueta que represente o conectivo de finalidade (como 'PARA', 'A-FIM-DE' ou 'COM-O-PROPÓSITO-DE'). A relação de finalidade é estabelecida pela justaposição das orações e por marcadores não-manuais (expressão facial, olhar), que não são representados na glosa textual.","A frase em português expressa uma relação de finalidade (hipotaxe adverbial de finalidade), utilizando conectivos como 'para', 'a fim de', 'com o objetivo de'.",True,"Por isso nós aceitamos a obrigação de sacrifício, de esforço, que foi importante para nós aprender e aprimorar-se. -> POR-CAUSA IX (nós) ACEITAR PAGAR ENTRE-ASPAS SACRIFÍCIO ESFORÇO IMPORTANTE PESSOA APRENDER DESENVOLVER ; eu apoio a comunidade surda brasileira para estimular os negros surdos no Brasil. -> IX (eu) APOIAR+ ÁREA COMUNIDADE ÁREA SURDO BRASIL E(isso) ESTIMULAR IX (eles) PRETO SURDO",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,216,"Não há um sinal manual que desempenhe a função de explicitar a hipotaxe de finalidade, mas as expressões faciais funcionam como um traço linguístico que contribui para realçar a hipotaxe adverbial de finalidade."
LIBRAS.TEMPO-ASPECTO.001,tempo-aspecto,Marcador temporal PRONTO para anterioridade,A glosa deve conter o sinal PRONTO para marcar a relação de anterioridade temporal entre a oração hipotática e a oração nuclear.,"A frase em português expressa uma relação temporal em que o evento da oração subordinada ocorre antes do evento da oração principal (ex: 'quando eu aprendi', 'quando terminei').",True,"Quando eu aprendi, eu me tornei professor de Matemática. -> IX (eu) APRENDER PRONTO IX (eu) PROFESSOR IX (eu) MATEMÁTICA",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,221,A oração hipotática temporal é marcada pelo sinal PRONTO.
LIBRAS.TEMPO-ASPECTO.002,tempo-aspecto,Marcador temporal PASSADO para anterioridade,A glosa deve conter o sinal PASSADO para introduzir a oração adverbial temporal que estabelece um tempo anterior ao evento principal.,"A frase em português expressa um evento anterior (ex: 'Antes', 'quando me aproximava') que situa o tempo do evento principal.",True,"Antes, quando me aproximava de uma roda de ouvintes que falavam oralmente, acompanhar as falas (era) impossível. -> PASSADO DV-PESSOAS-EM-PÉ OUVINTE DV-PESSOA-APROXIMAR FALAR VER IMPOSSÍVEL",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,223,"observa-se o olhar do sinalizante direcionado para as próprias mãos, bem como o uso do sinal PASSADO a introduzir a oração adverbial temporal."
