id,categoria,titulo,descricao,gatilho,verificavel_por_texto,exemplos,fonte_livro,fonte_pagina,fonte_citacao
ASLFD.SINTAXE.004,sintaxe,Construção de frases com 'if' (condicionais),"Em ASL, frases condicionais são formadas com o sinal 'IF' seguido pelo condicionante, e o resultado da condição. O sinal 'IF' é acompanhado por sobrancelhas levantadas, mas as sobrancelhas retornam à posição normal após o sinal 'IF'.",Frase condicional iniciada com 'if' ou 'suppose' em inglês,True,IF BEER ORDER YOU — WINE ORDER ME ; IF YOU WANT TO GO — I WILL GO,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),50,"Sign the conditional word while raising your eyebrows, but then follow with the rest of the conditional phrase and sentence with your eyebrows back down in their normal position."
ASLFD.MORFOLOGIA.003,morfologia,Formação de agentes por personificação,"Para transformar um verbo em um agente (pessoa que realiza a ação), o sinal do verbo é feito e, em seguida, os dorsos das mãos são deslizados para baixo ao longo dos lados do corpo com os dedos estendidos.","Quando se deseja indicar uma pessoa que realiza uma ação (ex: quem escreve, quem cozinha)",False,WRITE + AGENT = WRITER ; COOK + AGENT = CHEF,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),50,You do it with two simple motions: Sign the verb and then glide the heels of your hands down the sides of your body with your fingers extended outward. The result of this is an agent.
ASLFD.CLASSIFICADORES.001,classificadores,Uso de classificadores para detalhar objetos,"Classificadores são usados para representar objetos, pessoas ou lugares com base em forma, tamanho ou posição. Devem ser usados apenas após o assunto já ter sido introduzido, para esclarecer detalhes específicos.","Após introduzir um assunto, quando se deseja descrever forma, posição ou movimento de um objeto",False,"A handshape with thumb up represents a vase, stop sign, or computer tower ; C handshape represents a muscle, glass, or wad of dollars ; F handshape represents coins, small rocks, or polka dots",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),53,"Once you get the hang of them, you can show off your skill to your Deaf friends and let them teach you more about classifiers."
ASLFD.SINTAXE.005,sintaxe,Evitar verbos 'to be' em ASL,"Verbos como 'am', 'are', 'was', 'were', 'be', 'being', 'been' não são usados em ASL. Em vez disso, a estrutura ativa é usada, e a afirmação é confirmada com o sinal 'TRUE' no final da frase.",Quando se deseja fazer uma afirmação ou declarar um estado,True,"TRUE ; I AM HERE → (sem sinal de 'am', apenas 'I HERE TRUE')",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),55,"Never sign am, are, was, were, be, being, or been. They aren’t used in ASL."
ASLFD.PERGUNTA.001,pergunta,Sinal de pergunta com expressão facial,"Para indicar uma pergunta em ASL, levante as sobrancelhas e incline a cabeça para frente. Isso sinaliza que a frase é uma pergunta e que o interlocutor está esperando uma resposta.",Quando se faz uma pergunta em ASL,False,SIGN YOU Q ; DEAF YOU Q ; WHAT’S_UP,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),57,"If you ask a question, raise your eyebrows and tilt your head forward; doing so shows others that your sentence is a question and that you’re waiting for a response."
ASLFD.EXPRESSOES-IDIOMATICAS.003,expressoes-idiomaticas,OH I SEE WHY,Expressão usada para indicar compreensão imediata de uma razão ou motivação. É usada quando alguém entende o porquê de uma ação ou decisão.,"Após uma explicação ou justificativa, quando se entende a razão",True,OH I SEE WHY — Q ; OH I SEE WHY — YES,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),48,OH I SEE WHY — Q
ASLFD.EXPRESSOES-IDIOMATICAS.004,expressoes-idiomaticas,WOW,"Expressão usada para mostrar surpresa, admiração ou entusiasmo diante de algo significativo ou emocionante.","Quando algo surpreendente ou importante é mencionado, como aniversários, conquistas ou eventos especiais",True,ANNIVERSARY — 50 YEARS — US — WOW ; WOW — THAT’S A LONG TIME!,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),46,Wow! Our 50th anniversary!
ASLFD.EXPRESSOES-IDIOMATICAS.005,expressoes-idiomaticas,WHAT’S UP?,"Gíria informal usada como saudação, equivalente a 'Oi' ou 'Tudo bem?'. É comum em contextos casuais e entre amigos.","Início de conversa informal, especialmente com pessoas conhecidas ou em ambientes descontraídos",True,WHAT’S_UP ; WHAT’S UP? — SIGN YOU Q,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),56,"Signing What’s up? is a simple, informal greeting that’s a great opener, too."
ASLFD.PRONOMES.001,pronomes,Uso de 'MY SISTER' como referente,"Em ASL, pronomes como 'my sister' são usados com o sinal do possuidor seguido do nome ou referente. O sinal 'MY' é feito com a mão na posição do peito, seguido pelo sinal do referente.",Quando se faz referência a uma pessoa próxima com vínculo familiar,True,MY SISTER — DEAF ; MY BROTHER — STUDENT,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),60,"No, my sister is deaf."
ASLFD.VERBOS.001,verbos,Sinal 'FINISH' para interromper,"O sinal 'FINISH' é usado para interromper ou concluir uma ação, especialmente em contextos de negação ou impaciência. É uma forma direta de dizer 'pare' ou 'acabe com isso'.",Quando se quer interromper uma ação ou expressar frustração com algo que está acontecendo,True,FINISH ; STOP THAT — FINISH,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),49,You stop that!
ASLFD.SINTAXE.006,sintaxe,Uso de 'SO FAR' para tempo longo,"O sinal 'SO FAR' é usado para indicar um período de tempo muito longo, especialmente em contextos de aniversários, experiências ou espera prolongada.","Quando se fala de um tempo extenso, como em aniversários ou experiências duradouras",True,LONG TIME — SO FAR ; SO FAR — 50 YEARS,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),47,(flick!) — LONG TIME — SO FAR
ASLFD.SINTAXE.007,sintaxe,Posição do tempo no início da frase,"Em ASL, a expressão de tempo deve ser colocada o mais próximo possível do início da frase, antes do sujeito, para fornecer um contexto claro sobre quando o evento ocorreu.","Frase que inclui informação de tempo (data, hora, dia, momento do dia)",True,7 P.M. — MY HOUSE — COME — CAN YOU — Q ; MORNING — I ARRIVE — LATE,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),85,"In ASL, telling time can be an important tool to make sure that you’re never too late or too early. As you’re learning this valuable piece of information, always remember that you should put the expression of time as close to the beginning of the sentence as possible; that is, you generally express the time before the subject."
ASLFD.SINTAXE.008,sintaxe,Ordem de itens e quantidade em frases numéricas,"Para expressar pluralidade ou quantidade em ASL, o item é sinalizado primeiro, seguido pelo número, sem necessidade de mudar o item para forma plural.",Frase que expressa quantidade de objetos ou pessoas,True,BOOK TWO ; CAR FOUR,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),79,"When you want to specify more than one item — that is, express a plural — you sign the item first, followed by the quantity. Unlike English, you don’t have to change the item to a plural by adding “s.”"
ASLFD.MORFOLOGIA.004,morfologia,Formação de números de 11 a 19,"Números de 11 a 19 são formados com o número base (1-9) seguido do número 10, com a palma da mão voltada para o interlocutor.",Sinalização de números entre 11 e 19,True,ELEVEN ; TWELVE,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),80,"When you’re indicating quantity and counting things, sign the numbers 1 through 5 and 11 through 15 with your palm facing you and the numbers 6 through 10 and 16 through 19 with your palm facing the person to whom you’re signing."
ASLFD.MORFOLOGIA.005,morfologia,Formação de dezenas e centenas,"Números de dezenas (30, 40, etc.) são formados com o número base (3, 4, 5, etc.) seguido do sinal para '0'. Números de centenas (600, 700, etc.) são formados com o número base seguido do sinal para 'hundred'.",Sinalização de números múltiplos de 10 ou 100,True,THIRTY ; SIX HUNDRED,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),83,"To sign decade numbers — 30, 40, 50, and so on — you sign the first number (3, 4, 5) followed by the sign for the number 0. You sign hundreds — such as 600, 700, 800, and so on — by first signing the number (6, 7, 8) and then the sign for hundred."
ASLFD.MORFOLOGIA.006,morfologia,Formação de números ordinais,"Para indicar números ordinais (primeiro, segundo, terceiro), o sinal do número é feito com um movimento de torção do pulso para dentro.",Expressão de ordem ou posição em uma sequência,True,FIRST ; SECOND ; THIRD,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),84,"To indicate an ordinal number in ASL, twist your wrist inward while signing the respective number."
ASLFD.SINTAXE.009,sintaxe,Sinalização de números em telefone e códigos,"Números de telefone e códigos (como número de seguro social) são sinalizados com a palma da mão voltada para fora, em direção ao interlocutor.","Comunicação de números de telefone, código de segurança ou endereço",True,7 P.M. — MY HOUSE — COME — CAN YOU — Q ; AREA CODE — 555 — 1234,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),85,"As you meet more Deaf people and give out your phone number, sign the numbers with your palm facing outward, toward the person to whom you’re giving the information."
ASLFD.SINTAXE.010,sintaxe,Uso de parênteses em números,"É comum usar o sinal de parênteses (com o dedo indicador) antes de sinalizar um código de área, para tornar a informação mais clara.",Sinalização de número de telefone com código de área,True,PARENTHESIS — 555 — 1234,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),85,You’ll also encounter some Deaf people who use their index fingers to sign parenthesis before signing an area code. Doing so does make the information clearer.
ASLFD.SINTAXE.011,sintaxe,Fórmula para sinalizar horas,"Para sinalizar horas, primeiro toca-se o pulso (para indicar relógio) e depois sinaliza-se o número da hora, com a palma da mão voltada para fora.",Expressão de hora em um relógio,True,WATCH — ONE O'CLOCK ; WATCH — TWO O'CLOCK,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),85,"The time factor can be a date, a day, a month, “now,” “dawn,” “tomorrow,” “immediately,” and so on. However, at this time, the idea of “when” can be as simple as pointing to your watch and then expressing any given hour."
ASLFD.SINTAXE.012,sintaxe,Fórmula para sinalizar minutos,"Minutos são sinalizados com dois sinais: primeiro toca-se o pulso (para indicar relógio) e depois sinaliza-se o número de minutos, com a palma da mão voltada para fora.",Expressão de minutos em um relógio,True,WATCH — TWO MINUTES ; WATCH — TEN MINUTES,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),86,You sign the following time expressions with two signs: First touch your wrist to indicate a watch/time and then sign the number. Keep your hand with your palm facing outward and you’ll be as clear as Big Ben on a sunny day!
ASLFD.SINTAXE.013,sintaxe,Fórmula para sinalizar segundos,"Como não há sinal específico para segundos, eles são expressos por soletração do termo 'S-E-C' após o número.",Expressão de segundos em uma frase,True,THREE S-E-C,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),85,"“Seconds” doesn’t have a sign, but if you spell S-E-C after a number, your point will be clear — for example, three S-E-C."
ASLFD.SINTAXE.014,sintaxe,Fórmula para sinalizar dias do ano,"Meses do ano são sinalizados por soletração (fingerspell), com exceção de alguns que podem ser abreviados (Jan., Feb., etc.), mas é recomendado soletrar todos os meses até dominar o uso.",Sinalização de data com mês,True,"J-A-N 22, 2022 ; N-O-V 17, 2022",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),89,"To sign months of the year in ASL, you fingerspell them. You may see a person signing calendar while using the first letter of the month incorporated in the sign. This can get confusing because three months start with the letter “J,” two start with the letter “M,” and two start with the letter “A.” This method isn’t uncommon, but it’s not formal signing either. Until you get your feet under you, fingerspell the months of the year."
ASLFD.SINTAXE.015,sintaxe,Sinalização de números repetidos,"Quando dois números são iguais, a palma da mão é virada para baixo (em direção ao chão) e o número é sinalizado de um lado para o outro.","Sinalização de um número repetido (ex: 22, 11, 00)",True,22 ; 00,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),89,"When two numbers are the same, point your palm downward facing the ground and then sign the number from one side to the other."
ASLFD.FOCO.001,foco,Construção de diálogo (Constructed Dialogue),"Em ASL, para recontar uma conversa, o signador muda ligeiramente o corpo (ou cintura) para assumir o papel de cada pessoa envolvida, sem precisar repetir o nome após a primeira vez.",Recontar uma conversa entre duas ou mais pessoas,False,"Sheri shifts to the left — Aunt Dee — Orange and cream are too Halloween-like... ; Sheri shifts to the right — Aunt Denni — Don’t be silly, orange is Sheri’s favorite color...",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),76,"When you engage in Constructed Dialogue, keep a couple of things in mind: Make sure the person with whom you’re signing knows the names of the people you’re talking about and also what the gist of the conversation between the two people was."
ASLFD.FOCO.002,foco,Construção de ação (Constructed Action),"Em ASL, para recontar uma ação, o signador realiza o movimento físico da ação (como se estivesse fazendo) em vez de sinalizar palavras, sem necessidade de diálogo.",Recontar uma ação física ou reação emocional de alguém,False,"put on the dress — mirror — short on her legs ; Wanda looks into the mirror and signs short on her legs, with open mouth and wide eyes",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),77,Constructed Action is similar to Constructed Dialogue except that you sign actions instead of words from a conversation.
ASLFD.SINTAXE.016,sintaxe,Ordem de sinais em descrições de localização,"Em descrições de localização, o padrão é: [Referente] [Localização] [Direção] [Nome da rua ou estrutura]. O sinal de localização (como 'THIRD RIGHT') vem antes do nome da rua ou estrutura.",Frase que descreve a localização de um endereço ou ponto de referência,True,Right on West Drive; the third house on the right -> HOUSE - THIRD RIGHT - STREET - WEST - D-R ; The garage has a window -> GARAGE - WINDOW HAVE,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),92,HOUSE - THIRD RIGHT - STREET - WEST - D-R
ASLFD.SINTAXE.017,sintaxe,Construção de perguntas com 'CAN' e 'Q',Perguntas com 'CAN' são formadas colocando 'CAN' antes do sujeito e terminando com 'Q' (sinal de pergunta). O sujeito vem após 'CAN'.,Frase interrogativa com 'Can you...' ou 'Can I...' no início,True,Can you give me directions? -> DIRECTIONS - GIVE ME - CAN - Q ; Can I go upstairs? -> UPSTAIRS - GO ME CAN Q,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),91,DIRECTIONS - GIVE ME - CAN - Q
ASLFD.SINTAXE.018,sintaxe,Construção de perguntas com 'WHICH' para escolha,"Perguntas que envolvem escolha entre duas opções usam 'WHICH Q' no final, com o sujeito e os itens antecedendo o sinal de pergunta.",Frase interrogativa com 'Do you own your home or rent?',True,Do you own your home or rent? -> YOUR HOME - OWN - RENT WHICH Q,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),96,YOUR HOME - OWN - RENT WHICH Q
ASLFD.VERBOS.002,verbos,Verbo 'HAVE' em estruturas possessivas,"O verbo 'HAVE' é usado para indicar posse ou existência de algo em um local, com o sujeito seguido por 'HAVE' e o objeto.",Frase que indica que algo existe ou pertence a um lugar,True,The garage has a window -> GARAGE - WINDOW HAVE ; The kitchen is hot -> KITCHEN - HOT,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),97,GARAGE - WINDOW HAVE
ASLFD.SINTAXE.019,sintaxe,Construção de imperativos com 'DON'T' e 'THERE',"Imperativos negativos com 'Don't' são formados com 'DON'T' seguido pelo verbo, o local e 'THERE' para indicar o lugar onde a ação não deve ocorrer.",Frase imperativa negativa com 'Don't play in the living room',True,Don't play in the living room -> LIVING ROOM - PLAY THERE - DON'T,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),102,LIVING ROOM - PLAY THERE - DON'T
ASLFD.SINTAXE.020,sintaxe,Construção de frases com 'SIT' e objeto,"Frase com verbo 'SIT' seguido diretamente pelo objeto (como 'couch') sem preposição, com o objeto vindo antes do verbo.",Frase com 'Sit on the couch' ou similar,True,Sit on the couch -> COUCH - SIT,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),105,COUCH - SIT
ASLFD.MORFOLOGIA.007,morfologia,Formação de 'condo' e 'apartment' por abreviação e datilologia,"Para 'condo', usa-se a abreviação 'C-O-N-D-O' por datilologia. Para 'apartment', usa-se a abreviação 'A-P-T' por datilologia.",Frase que menciona 'condo' ou 'apartment',True,"To sign condo, you fingerspell C-O-N-D-O ; To sign apartment, you use the abbreviation and fingerspell just A-P-T",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),96,"To sign condo, you fingerspell C-O-N-D-O, and to sign apartment, you use the abbreviation and fingerspell just A-P-T."
ASLFD.MORFOLOGIA.008,morfologia,Formação de 'love seat' e 'couch' com base em 'chair',"O sinal para 'love seat' é formado com o sinal de 'chair' com movimento duplo, seguido de uma posição com a mão dominante ao lado da passiva para indicar dois assentos. O sinal para 'couch' é 'chair' com movimento simples, seguido de movimento para fora para indicar múltiplos assentos.",Frase que menciona 'love seat' ou 'couch' após 'chair',False,"To sign love seat, sign chair (double motion), and then, with the same handshape, put your dominant hand next to your passive hand to show a couch for two ; To sign couch, make the sign for chair (single motion), and then move your dominant hand outward to show several seats",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),105,"To sign love seat, sign chair (double motion), and then, with the same handshape, put your dominant hand next to your passive hand to show a couch for two. To sign couch, make the sign for chair (single motion), and then move your dominant hand outward to show several seats."
ASLFD.EXPRESSOES-IDIOMATICAS.006,expressoes-idiomaticas,Flick the light off and on para chamar atenção,"Para chamar a atenção de uma pessoa surda em um cômodo, apague e acenda a luz rapidamente. É uma expressão idiomática comum para sinalizar presença.",Situação em que se deseja chamar a atenção de uma pessoa surda em um cômodo,False,"To get the attention of a Deaf person in a room you’re entering, flick the light off and on — that will do the trick",ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),101,"To get the attention of a Deaf person in a room you’re entering, flick the light off and on — that will do the trick."
ASLFD.SINTAXE.021,sintaxe,Ordem de palavras em frases declarativas,"Em ASL, a ordem dos sinais em frases declarativas geralmente segue o padrão: sujeito, objeto, verbo, mas com flexibilidade baseada no foco e no espaço. O verbo pode vir antes do sujeito quando o foco está no verbo ou na ação.",frase declarativa com verbo principal,True,HOUSE YARD — BIG ; KITCHEN — WANT SEE ME ; COUCH LAMP PICTURES — NEED US,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),106,The house has a big yard. Sign: HOUSE YARD — BIG
ASLFD.PRONOMES.002,pronomes,Uso de espaço para referentes ausentes,"Quando se fala de pessoas ou coisas não presentes, um ponto no espaço próximo à mão passiva é usado para representar o referente. O mesmo ponto é usado sempre que se refere à mesma pessoa ou coisa, independentemente do gênero.",referência a alguém ou algo ausente no espaço físico,False,Fingerspell 'Buddy' and point to passive hand area ; Point to a specific place in space to stand in for an absent person or thing,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),114,"If the he, she, or it is nearby, you point your index finger at the person or thing, but if the person or thing isn’t in your general vicinity, you select a specific place in the space in front of you to sort of stand in for the person or thing."
ASLFD.VERBOS.003,verbos,Verbo com movimento direcional para indicar sujeito e objeto,"Verbos em ASL frequentemente usam movimento direcional para indicar o sujeito e o objeto. O movimento da mão dominante vai do local do sujeito para o local do objeto, mesmo que o sujeito esteja ausente.","frase com sujeito e objeto distintos, onde o sujeito está ausente",False,KITCHEN — WANT SEE ME ; COUCH LAMP PICTURES — NEED US,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),107,Debbie: I want to see the kitchen. Sign: KITCHEN — WANT SEE ME
ASLFD.PERGUNTA.002,pergunta,Posição do pronome interrogativo no final da frase,"Em perguntas simples, os pronomes interrogativos (who, what, when, where, which, why, how) são colocados no final da frase, seguidos do sinal de interrogação manual no final.",frase com intenção de fazer pergunta,True,GOING — WHO Q ; WANT SEE — KITCHEN Q,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),119,"When you want to sign a question, you simply put the question word at the end of the sentence — words such as who, what, when, where, which, why, and how."
ASLFD.PERGUNTA.003,pergunta,Sinal manual de interrogação no final da frase,"Após a frase interrogativa, o sinal manual de interrogação é repetido no final da frase para indicar claramente que se trata de uma pergunta. O sinal é feito com a mão dominante, movendo-se para cima e para baixo com o punho fechado.",frase que é uma pergunta,False,GOING — WHO Q ; WANT SEE — KITCHEN Q,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),118,"Throughout this book, the letter Q follows all ASL examples and dialogues that are questions. Use the end-of-sentence manual question mark when you see the letter Q in this book."
ASLFD.PERGUNTA.004,pergunta,Sinal manual de interrogação no início da frase,"O sinal manual de interrogação também pode ser colocado no início da frase, especialmente em perguntas mais formais ou quando se deseja destacar a intenção interrogativa.",frase interrogativa com foco no início da pergunta,False,Q GOING — WHO ; Q WANT SEE — KITCHEN,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),118,You also have the option of placing the question mark at the beginning of the sentence:
ASLFD.EXPRESSOES-IDIOMATICAS.007,expressoes-idiomaticas,Propor um brinde com batida na mesa,"Para pedir atenção e propor um brinde em um grupo de surdos, bate-se na mesa com os dedos para criar uma vibração. Isso sinaliza que se tem a palavra e está se convidando para o brinde.","reunião em torno de uma mesa com surdos, desejo de fazer um brinde",False,Knock on the table to create a vibration. You will then have the floor.,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),111,"If you’re gathered around a table with some Deaf folks and you want to propose a toast, knock on the table to create a vibration. You will then have the floor."
ASLFD.SINTAXE.022,sintaxe,Construção de frases com múltiplos objetos,"Quando se lista mais de um objeto, os sinais são apresentados em sequência, sem separadores, e o verbo é colocado no final, com o sinal de necessidade ou desejo aplicado ao grupo.",frase com lista de objetos e verbo de necessidade ou desejo,True,COUCH LAMP PICTURES — NEED US ; SLEEP DREAM REST PRAY LAUGH VACATION — WANT,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),108,"Dave: We need a couch, lamp, and pictures. Sign: COUCH LAMP PICTURES — NEED US"
ASLFD.NEGACAO.001,negacao,Negativa com 'not' no final da frase,"A negação em ASL é expressa com o sinal 'NOT' colocado no final da frase, após o verbo ou o adjetivo, e pode ser combinada com expressões como 'not rent' para indicar contraste.",frase com negação de uma ação ou estado,True,HOUSE — OWN GREAT — RENT NOT ; NOT WANT,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),108,"Debbie: It’s great to own, not rent, a house. Sign: HOUSE — OWN GREAT — RENT NOT"
ASLFD.TEMPO-ASPECTO.004,tempo-aspecto,Expressão de estado permanente com 'own' e 'great',"A combinação de 'OWN' com 'GREAT' expressa um estado de posse duradouro e positivo, indicando que algo é valioso e pertence à pessoa de forma permanente, sem necessidade de tempo específico.",frase sobre posse de algo com valor emocional ou material,True,HOUSE — OWN GREAT — RENT NOT,ASL for Dummies — Caps. 1-13 (gramática + vocabulário temático),108,"Debbie: It’s great to own, not rent, a house. Sign: HOUSE — OWN GREAT — RENT NOT"
